Acme Web CPU Usage,Acme Web Memory Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,MongoDB Memory Usage,Probe App CPU Usage,Probe App Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Usage,Host Mem Usage,Host Mem Total,Host Mem Total,Host Mem Total
9.3,44744704,44744704,4.9,140148736,140148736,27,49889280,39,34,44,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.8,44744704,44744704,5.3,140038144,140038144,26,49889280,39,47,30,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.4,44744704,44744704,5.2,140488704,140488704,27,49889280,38,41,34,829079552,829079552,829079552,8126898176,8126898176,8126898176
9.2,44744704,44744704,5.3,140464128,140464128,30,49889280,40,39,41,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.9,44744704,44744704,5.5,140705792,140705792,30,49889280,37,32,41,829079552,829079552,829079552,8126898176,8126898176,8126898176
8,44744704,44744704,5.4,140926976,140926976,26,49889280,39,32,47,829079552,829079552,829079552,8126898176,8126898176,8126898176
8,44744704,44744704,5.6,140877824,140877824,24,49889280,39,33,44,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.7,44744704,44744704,4.8,141000704,141000704,29,49889280,39,39,39,829079552,829079552,829079552,8126898176,8126898176,8126898176
10,44744704,44744704,5.8,141029376,141029376,29,49889280,41,41,41,829079552,829079552,829079552,8126898176,8126898176,8126898176
10,44744704,44744704,6.4,141045760,141045760,27,49889280,43,37,49,829079552,829079552,829079552,8126898176,8126898176,8126898176
10,44744704,44744704,5.7,141058048,141058048,29,49889280,39,37,41,830111744,830111744,830111744,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.8,141156352,141156352,28,49889280,35,32,37,829853696,829853696,829853696,8126898176,8126898176,8126898176
6.8,44744704,44744704,4.4,141299712,141299712,28,49889280,35,28,42,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.1,44744704,44744704,4.3,141148160,141148160,32,49889280,37,36,38,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.1,44744704,44744704,4.9,141385728,141385728,31,49889280,38,30,46,829853696,829853696,829853696,8126898176,8126898176,8126898176
9,44744704,44744704,6,141783040,141783040,23,49889280,40,36,43,829079552,829079552,829079552,8126898176,8126898176,8126898176
8.7,44744704,44744704,5.5,142053376,142053376,27,49889280,37,38,36,829304832,829304832,829304832,8126898176,8126898176,8126898176
6.6,44744704,44744704,4.2,142147584,142147584,29,44187648,30,31,28,829304832,829304832,829304832,8126898176,8126898176,8126898176
3.4,44744704,44744704,2.4,142155776,142155776,12,44187648,6.1,6,6.2,829304832,829304832,829304832,8126898176,8126898176,8126898176
0.62,44744704,44744704,0.57,142028800,142028800,0,44187648,3.9,3.8,4,829046784,829046784,829046784,8126898176,8126898176,8126898176
0.0068,44744704,44744704,0.22,142032896,142032896,0,44187648,3.2,3.2,3.2,829046784,829046784,829046784,8126898176,8126898176,8126898176
0.0073,44744704,44744704,0.24,142032896,142032896,0,44187648,3.7,3.8,3.6,829304832,829304832,829304832,8126898176,8126898176,8126898176
0.0062,44744704,44744704,0.22,142036992,142036992,0,44187648,3.1,2.4,3.8,828788736,828788736,828788736,8126898176,8126898176,8126898176
0.0059,44744704,44744704,0.2,142036992,142036992,0,44187648,4.1,4.2,4,829046784,829046784,829046784,8126898176,8126898176,8126898176
0.86,44744704,44744704,0.77,142061568,142061568,11,50053120,14,20,7.6,829079552,829079552,829079552,8126898176,8126898176,8126898176
4.3,44744704,44744704,2.5,142020608,142020608,23,50053120,35,31,39,829046784,829046784,829046784,8126898176,8126898176,8126898176
7.7,44744704,44744704,4.5,142151680,142151680,28,50053120,40,46,34,828788736,828788736,828788736,8126898176,8126898176,8126898176
10,44744704,44744704,6.4,142274560,142274560,32,50053120,44,42,46,828788736,828788736,828788736,8126898176,8126898176,8126898176
9.3,44744704,44744704,6.3,142307328,142307328,28,50053120,40,43,36,828788736,828788736,828788736,8126898176,8126898176,8126898176
8.7,44744704,44744704,4.5,142413824,142413824,27,50053120,40,49,31,829046784,829046784,829046784,8126898176,8126898176,8126898176
9.8,44744704,44744704,4.6,142200832,142200832,31,50053120,39,38,41,829820928,829820928,829820928,8126898176,8126898176,8126898176
8.7,44744704,44744704,6,142286848,142286848,34,50053120,40,38,42,829046784,829046784,829046784,8126898176,8126898176,8126898176
8,44744704,44744704,5.5,142544896,142544896,33,50053120,41,36,46,829046784,829046784,829046784,8126898176,8126898176,8126898176
8.7,44744704,44744704,4.9,142561280,142561280,29,50053120,38,41,35,829046784,829046784,829046784,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.2,142344192,142344192,32,50053120,43,38,47,829304832,829304832,829304832,8126898176,8126898176,8126898176
9.6,44744704,44744704,6.1,142659584,142659584,33,50057216,44,46,42,829046784,829046784,829046784,8126898176,8126898176,8126898176
9.5,44744704,44744704,6.9,142471168,142471168,28,50057216,41,37,45,830332928,830332928,830332928,8126898176,8126898176,8126898176
8.5,44744704,44744704,5.3,142671872,142671872,26,50057216,39,41,37,829300736,829300736,829300736,8126898176,8126898176,8126898176
9.1,44744704,44744704,4.4,142782464,142782464,33,50057216,37,33,41,829042688,829042688,829042688,8126898176,8126898176,8126898176
8.7,44744704,44744704,5.2,143089664,143089664,36,50057216,41,39,42,829284352,829284352,829284352,8126898176,8126898176,8126898176
7,44744704,44744704,5,142970880,142970880,28,50057216,37,42,32,829026304,829026304,829026304,8126898176,8126898176,8126898176
7.1,44744704,44744704,4.5,143073280,143073280,29,50057216,37,33,42,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.3,44744704,44744704,5.1,143011840,143011840,29,50057216,40,32,48,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.8,44744704,44744704,5.3,142966784,142966784,32,50057216,38,39,38,829026304,829026304,829026304,8126898176,8126898176,8126898176
6.8,44744704,44744704,4,143081472,143081472,28,44343296,24,28,19,829284352,829284352,829284352,8126898176,8126898176,8126898176
2.6,44744704,44744704,1.7,143216640,143216640,8.8,44343296,5.7,6,5.4,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.24,44744704,44744704,0.45,143171584,143171584,0,44343296,3.2,3,3.4,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.0059,44744704,44744704,0.22,143171584,143171584,0,44343296,4,4.2,3.8,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.0063,44744704,44744704,0.21,143171584,143171584,0,44343296,3.1,2.8,3.4,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.0061,44744704,44744704,0.18,143171584,143171584,0,44343296,3.9,4,3.8,829800448,829800448,829800448,8126898176,8126898176,8126898176
0.0071,44744704,44744704,0.2,143171584,143171584,0,44343296,2.9,3.2,2.6,829800448,829800448,829800448,8126898176,8126898176,8126898176
1,44744704,44744704,1.4,143388672,143388672,11,49639424,24,28,21,829026304,829026304,829026304,8126898176,8126898176,8126898176
4.6,44744704,44744704,3.8,143544320,143544320,30,49639424,37,38,37,829026304,829026304,829026304,8126898176,8126898176,8126898176
7.4,44744704,44744704,4.8,143273984,143273984,33,49639424,42,35,48,829026304,829026304,829026304,8126898176,8126898176,8126898176
10,44744704,44744704,5,143290368,143290368,34,49639424,42,43,42,829022208,829022208,829022208,8126898176,8126898176,8126898176
11,44744704,44744704,5.1,143552512,143552512,37,49639424,40,38,43,829022208,829022208,829022208,8126898176,8126898176,8126898176
8,44744704,44744704,5.7,143458304,143458304,31,49639424,42,42,42,829280256,829280256,829280256,8126898176,8126898176,8126898176
8.6,44744704,44744704,5.6,143577088,143577088,32,49639424,41,38,44,829022208,829022208,829022208,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.7,143872000,143872000,34,49639424,42,33,51,829022208,829022208,829022208,8126898176,8126898176,8126898176
9.2,44744704,44744704,5,143908864,143908864,36,49639424,42,40,43,829280256,829280256,829280256,8126898176,8126898176,8126898176
8.9,44744704,44744704,5.1,144089088,144089088,38,49643520,41,38,44,829054976,829054976,829054976,8126898176,8126898176,8126898176
9.2,44744704,44744704,6.1,144412672,144412672,37,49643520,43,38,48,829054976,829054976,829054976,8126898176,8126898176,8126898176
11,44744704,44744704,6.4,144523264,144523264,32,49643520,44,41,48,829313024,829313024,829313024,8126898176,8126898176,8126898176
10,44744704,44744704,6.6,144515072,144515072,32,49643520,46,42,51,829054976,829054976,829054976,8126898176,8126898176,8126898176
8.6,44744704,44744704,5.9,144683008,144683008,31,49643520,39,43,35,829054976,829054976,829054976,8126898176,8126898176,8126898176
6.9,44744704,44744704,4.5,144470016,144470016,29,49643520,37,44,29,829054976,829054976,829054976,8126898176,8126898176,8126898176
6.4,44744704,44744704,4.4,144568320,144568320,40,49643520,41,39,43,829054976,829054976,829054976,8126898176,8126898176,8126898176
7.8,44744704,44744704,4.1,144670720,144670720,35,49643520,39,41,38,829054976,829054976,829054976,8126898176,8126898176,8126898176
8,44744704,44744704,5.4,144973824,144973824,30,49643520,42,38,47,829313024,829313024,829313024,8126898176,8126898176,8126898176
9.4,44744704,44744704,5.4,144953344,144953344,34,49643520,40,37,42,829313024,829313024,829313024,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.9,145002496,145002496,35,49643520,39,44,34,829054976,829054976,829054976,8126898176,8126898176,8126898176
5.1,44744704,44744704,3.8,144773120,144773120,24,43917312,18,17,19,829313024,829313024,829313024,8126898176,8126898176,8126898176
2,44744704,44744704,1.2,144850944,144850944,5.8,43917312,4.1,3.8,4.4,829054976,829054976,829054976,8126898176,8126898176,8126898176
0.046,44744704,44744704,0.26,144982016,144982016,0,43917312,7,8.6,5.4,829054976,829054976,829054976,8126898176,8126898176,8126898176
0.0066,44744704,44744704,0.24,144859136,144859136,0,43917312,3.7,3.8,3.6,829313024,829313024,829313024,8126898176,8126898176,8126898176
0.0074,44744704,44744704,0.68,145088512,145088512,0,43917312,4.2,3.2,5.2,829313024,829313024,829313024,8126898176,8126898176,8126898176
0.0066,44744704,44744704,0.66,145051648,145051648,0,43917312,3.8,4,3.6,829313024,829313024,829313024,8126898176,8126898176,8126898176
0.006,44744704,44744704,0.22,145051648,145051648,0,43917312,3.1,2.8,3.4,829054976,829054976,829054976,8126898176,8126898176,8126898176
2.1,44744704,44744704,1.3,145235968,145235968,20,49778688,32,33,32,829022208,829022208,829022208,8126898176,8126898176,8126898176
5.4,44744704,44744704,3.4,145350656,145350656,36,49778688,40,41,39,829018112,829018112,829018112,8126898176,8126898176,8126898176
9.2,44744704,44744704,5.7,145317888,145317888,34,49778688,45,49,42,829276160,829276160,829276160,8126898176,8126898176,8126898176
11,44744704,44744704,6,145432576,145432576,36,49778688,46,46,46,829534208,829534208,829534208,8126898176,8126898176,8126898176
9.8,44744704,44744704,5.1,145575936,145575936,37,49778688,44,52,36,829792256,829792256,829792256,8126898176,8126898176,8126898176
8.5,44744704,44744704,5.2,145428480,145428480,34,49778688,41,41,41,829276160,829276160,829276160,8126898176,8126898176,8126898176
9.7,44744704,44744704,5.1,145625088,145625088,37,49782784,43,41,45,830308352,830308352,830308352,8126898176,8126898176,8126898176
11,44744704,44744704,6,145408000,145408000,37,49782784,45,41,48,829018112,829018112,829018112,8126898176,8126898176,8126898176
9.4,44744704,44744704,6,145682432,145682432,33,49782784,42,43,41,829276160,829276160,829276160,8126898176,8126898176,8126898176
7.9,44744704,44744704,5.8,145719296,145719296,37,49782784,46,46,46,829018112,829018112,829018112,8126898176,8126898176,8126898176
9.8,44744704,44744704,6,146038784,146038784,36,49782784,44,47,41,829566976,829566976,829566976,8126898176,8126898176,8126898176
10,44744704,44744704,6.4,145829888,145829888,37,49782784,48,54,41,830083072,830083072,830083072,8126898176,8126898176,8126898176
9.1,44744704,44744704,6.4,145874944,145874944,37,49782784,45,41,48,829308928,829308928,829308928,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.2,145977344,145977344,38,49782784,42,33,52,829304832,829304832,829304832,8126898176,8126898176,8126898176
8.5,44744704,44744704,5,146341888,146341888,39,49782784,42,42,42,829304832,829304832,829304832,8126898176,8126898176,8126898176
9,44744704,44744704,4.7,146169856,146169856,35,49782784,40,48,32,829562880,829562880,829562880,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.2,146518016,146518016,35,49782784,41,38,44,829304832,829304832,829304832,8126898176,8126898176,8126898176
8.7,44744704,44744704,5.3,146518016,146518016,34,49782784,45,37,53,829304832,829304832,829304832,8126898176,8126898176,8126898176
8.9,44744704,44744704,5.3,146640896,146640896,39,49782784,43,47,39,829304832,829304832,829304832,8126898176,8126898176,8126898176
7.3,44744704,44744704,5.3,146993152,146993152,38,49782784,37,37,36,829046784,829046784,829046784,8126898176,8126898176,8126898176
4,44744704,44744704,2.8,147005440,147005440,18,44064768,11,11,11,829304832,829304832,829304832,8126898176,8126898176,8126898176
0.88,44744704,44744704,0.68,147062784,147062784,2.6,44064768,5.4,6.2,4.6,829030400,829030400,829030400,8126898176,8126898176,8126898176
0.0065,44744704,44744704,0.74,147558400,147558400,0,44064768,3,3.6,2.4,829030400,829030400,829030400,8126898176,8126898176,8126898176
0.0068,44744704,44744704,0.74,147558400,147558400,0,44064768,3.8,4.4,3.2,829030400,829030400,829030400,8126898176,8126898176,8126898176
0.007,44744704,44744704,0.22,147660800,147660800,0,44064768,3.2,3.6,2.8,829030400,829030400,829030400,8126898176,8126898176,8126898176
0.0067,44744704,44744704,0.22,147660800,147660800,0,44064768,3.6,4,3.2,829030400,829030400,829030400,8126898176,8126898176,8126898176
0.075,44744704,44744704,0.37,147804160,147804160,4.9,49926144,9.7,5.4,14,829030400,829030400,829030400,8126898176,8126898176,8126898176
2.9,44744704,44744704,1.9,147492864,147492864,26,49926144,38,42,35,829030400,829030400,829030400,8126898176,8126898176,8126898176
7.6,44744704,44744704,3.9,147886080,147886080,38,49926144,44,45,43,828772352,828772352,828772352,8126898176,8126898176,8126898176
9.4,44744704,44744704,5.3,147668992,147668992,37,49926144,44,44,44,829030400,829030400,829030400,8126898176,8126898176,8126898176
9.7,44744704,44744704,6.3,148099072,148099072,43,49930240,46,49,43,829030400,829030400,829030400,8126898176,8126898176,8126898176
10,44744704,44744704,5.5,148008960,148008960,42,49930240,45,43,47,829030400,829030400,829030400,8126898176,8126898176,8126898176
8.9,44744704,44744704,4.7,148197376,148197376,39,49930240,42,39,45,829030400,829030400,829030400,8126898176,8126898176,8126898176
8.3,44744704,44744704,4.8,148332544,148332544,36,49930240,45,57,34,829288448,829288448,829288448,8126898176,8126898176,8126898176
8.5,44744704,44744704,6.2,148475904,148475904,39,49930240,46,39,53,829284352,829284352,829284352,8126898176,8126898176,8126898176
8.6,44744704,44744704,6.8,148496384,148496384,42,49930240,44,46,42,829284352,829284352,829284352,8126898176,8126898176,8126898176
9.5,44744704,44744704,5.5,148877312,148877312,39,49930240,45,50,39,829284352,829284352,829284352,8126898176,8126898176,8126898176
10,44744704,44744704,5.7,148824064,148824064,37,49930240,48,43,53,829026304,829026304,829026304,8126898176,8126898176,8126898176
10,44744704,44744704,7.1,148963328,148963328,37,49930240,49,47,52,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.8,44744704,44744704,6.2,149254144,149254144,39,49930240,44,45,42,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.5,149512192,149512192,37,49930240,41,40,42,829284352,829284352,829284352,8126898176,8126898176,8126898176
7.7,44744704,44744704,4.2,149217280,149217280,39,49930240,41,43,39,829026304,829026304,829026304,8126898176,8126898176,8126898176
7.6,44744704,44744704,4.4,149590016,149590016,41,49930240,42,45,39,829317120,829317120,829317120,8126898176,8126898176,8126898176
8.7,44744704,44744704,4.7,149721088,149721088,39,49930240,43,42,45,829059072,829059072,829059072,8126898176,8126898176,8126898176
7.5,44744704,44744704,5.4,149766144,149766144,34,49930240,43,37,49,829284352,829284352,829284352,8126898176,8126898176,8126898176
8.2,44744704,44744704,5.5,149790720,149790720,43,49930240,43,41,45,830398464,830398464,830398464,8126898176,8126898176,8126898176
7.6,44744704,44744704,4.8,150167552,150167552,41,44208128,36,43,28,829284352,829284352,829284352,8126898176,8126898176,8126898176
3.4,44744704,44744704,3,150048768,150048768,14,44208128,5.8,6.4,5.2,829542400,829542400,829542400,8126898176,8126898176,8126898176
0.37,44744704,44744704,0.74,150048768,150048768,0,44208128,3.7,3.2,4.2,829284352,829284352,829284352,8126898176,8126898176,8126898176
0.0059,44744704,44744704,0.2,150147072,150147072,0,44208128,2.8,3,2.6,829284352,829284352,829284352,8126898176,8126898176,8126898176
0.0076,44744704,44744704,0.2,150048768,150048768,0,44208128,3.8,4,3.6,829284352,829284352,829284352,8126898176,8126898176,8126898176
0.0075,44744704,44744704,0.18,150048768,150048768,0,44208128,3.1,3.2,3,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.0061,44744704,44744704,0.21,150048768,150048768,0,44208128,3.8,4.2,3.4,829542400,829542400,829542400,8126898176,8126898176,8126898176
0.88,44744704,44744704,0.77,150073344,150073344,11,50081792,17,17,16,829026304,829026304,829026304,8126898176,8126898176,8126898176
4.4,44744704,44744704,2.1,150151168,150151168,29,50081792,41,44,37,830099456,830099456,830099456,8126898176,8126898176,8126898176
8.1,44744704,44744704,4.6,150437888,150437888,44,50085888,46,48,44,832028672,832028672,832028672,8126898176,8126898176,8126898176
8.8,44744704,44744704,6,150376448,150376448,46,50085888,48,44,51,829026304,829026304,829026304,8126898176,8126898176,8126898176
9.6,44744704,44744704,5.4,150401024,150401024,39,50085888,46,40,52,829026304,829026304,829026304,8126898176,8126898176,8126898176
9.4,44744704,44744704,5.4,150605824,150605824,43,50085888,46,45,47,830316544,830316544,830316544,8126898176,8126898176,8126898176
7.7,44744704,44744704,5.3,150605824,150605824,42,50085888,43,40,45,829284352,829284352,829284352,8126898176,8126898176,8126898176
8.4,44744704,44744704,4.8,150687744,150687744,41,50085888,46,42,51,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.6,44744704,44744704,5.5,150724608,150724608,40,50085888,45,37,53,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.5,44744704,44744704,6,150736896,150736896,43,50085888,47,40,54,830611456,830611456,830611456,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.2,150720512,150720512,43,50085888,46,50,41,829284352,829284352,829284352,8126898176,8126898176,8126898176
11,44744704,44744704,6.3,150958080,150958080,43,50085888,51,52,49,829284352,829284352,829284352,8126898176,8126898176,8126898176
10,44744704,44744704,6.6,150786048,150786048,45,50085888,47,45,49,829284352,829284352,829284352,8126898176,8126898176,8126898176
8,44744704,44744704,5.4,151134208,151134208,36,50085888,45,47,43,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.8,44744704,44744704,5.4,151486464,151486464,43,50085888,43,40,46,829284352,829284352,829284352,8126898176,8126898176,8126898176
8,44744704,44744704,4.7,151564288,151564288,44,50085888,45,58,33,829026304,829026304,829026304,8126898176,8126898176,8126898176
8.2,44744704,44744704,4.3,151289856,151289856,37,50085888,43,39,46,829284352,829284352,829284352,8126898176,8126898176,8126898176
9.2,44744704,44744704,6.3,151744512,151744512,46,50085888,47,54,40,830316544,830316544,830316544,8126898176,8126898176,8126898176
8.4,44744704,44744704,6.5,152006656,152006656,44,50085888,46,47,44,829026304,829026304,829026304,8126898176,8126898176,8126898176
7.6,44744704,44744704,5.2,151982080,151982080,44,50085888,44,48,40,829284352,829284352,829284352,8126898176,8126898176,8126898176
6.6,44744704,44744704,3.9,151904256,151904256,35,44380160,26,32,20,829022208,829022208,829022208,8126898176,8126898176,8126898176
2.7,44744704,44744704,1.5,151891968,151891968,9.3,44380160,4.9,5,4.8,829022208,829022208,829022208,8126898176,8126898176,8126898176
0.12,44744704,44744704,0.33,151891968,151891968,0,44380160,3.5,3.6,3.4,829022208,829022208,829022208,8126898176,8126898176,8126898176
0.006,44744704,44744704,0.24,151896064,151896064,0,44380160,3.8,4,3.6,829022208,829022208,829022208,8126898176,8126898176,8126898176
0.0064,44744704,44744704,0.24,151896064,151896064,0,44380160,3.2,3.4,3,829022208,829022208,829022208,8126898176,8126898176,8126898176
0.0063,44744704,44744704,0.25,151896064,151896064,0,44380160,3.6,3.6,3.6,829022208,829022208,829022208,8126898176,8126898176,8126898176
0.0059,44744704,44744704,0.29,151896064,151896064,0,44380160,3.5,3.8,3.2,829280256,829280256,829280256,8126898176,8126898176,8126898176
1.5,44744704,44744704,1,151937024,151937024,15,50249728,27,29,25,829022208,829022208,829022208,8126898176,8126898176,8126898176
5.5,44744704,44744704,2.8,152162304,152162304,37,50249728,45,44,45,829263872,829263872,829263872,8126898176,8126898176,8126898176
8.1,44744704,44744704,5.7,152559616,152559616,48,50249728,49,42,56,829263872,829263872,829263872,8126898176,8126898176,8126898176
8.8,44744704,44744704,6.1,152420352,152420352,46,50249728,47,46,48,829263872,829263872,829263872,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.3,152608768,152608768,45,50249728,48,47,48,829263872,829263872,829263872,8126898176,8126898176,8126898176
9,44744704,44744704,5.3,152612864,152612864,48,50249728,45,49,41,830296064,830296064,830296064,8126898176,8126898176,8126898176
8.2,44744704,44744704,4.8,152854528,152854528,46,50249728,48,44,52,829521920,829521920,829521920,8126898176,8126898176,8126898176
9.4,44744704,44744704,5.9,152780800,152780800,43,50249728,50,54,46,829263872,829263872,829263872,8126898176,8126898176,8126898176
9.8,44744704,44744704,5.6,153071616,153071616,37,50249728,46,50,42,829005824,829005824,829005824,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.5,153124864,153124864,43,50249728,45,52,39,829263872,829263872,829263872,8126898176,8126898176,8126898176
9.9,44744704,44744704,5.7,153427968,153427968,46,50249728,50,49,51,829005824,829005824,829005824,8126898176,8126898176,8126898176
9.6,44744704,44744704,5.9,153481216,153481216,43,50249728,51,53,50,829231104,829231104,829231104,8126898176,8126898176,8126898176
10,44744704,44744704,6.4,153673728,153673728,44,50253824,49,56,42,829231104,829231104,829231104,8126898176,8126898176,8126898176
9.5,44744704,44744704,5.6,153907200,153907200,48,50253824,44,42,47,829231104,829231104,829231104,8126898176,8126898176,8126898176
7.6,44744704,44744704,4.8,154165248,154165248,47,50253824,45,42,47,829231104,829231104,829231104,8126898176,8126898176,8126898176
7.2,44744704,44744704,5.2,154009600,154009600,46,50253824,45,53,38,828973056,828973056,828973056,8126898176,8126898176,8126898176
7.8,44744704,44744704,4.9,154378240,154378240,45,50253824,44,44,45,828968960,828968960,828968960,8126898176,8126898176,8126898176
8.3,44744704,44744704,5,154095616,154095616,39,50253824,46,50,43,829227008,829227008,829227008,8126898176,8126898176,8126898176
8.4,44744704,44744704,5,154570752,154570752,48,50253824,48,53,42,828968960,828968960,828968960,8126898176,8126898176,8126898176
7.6,44744704,44744704,5.6,154644480,154644480,49,50253824,43,43,44,829227008,829227008,829227008,8126898176,8126898176,8126898176
4.8,44744704,44744704,3.6,154726400,154726400,27,44552192,17,15,20,829227008,829227008,829227008,8126898176,8126898176,8126898176
1.7,44744704,44744704,0.9,154603520,154603520,6.2,44552192,3.1,3.2,3,829227008,829227008,829227008,8126898176,8126898176,8126898176
0.036,44744704,44744704,0.28,154632192,154632192,0,44552192,3.5,3.6,3.4,829227008,829227008,829227008,8126898176,8126898176,8126898176
0.0057,44744704,44744704,0.2,154640384,154640384,0,44552192,3.1,3.2,3,829227008,829227008,829227008,8126898176,8126898176,8126898176
0.0073,44744704,44744704,0.19,154640384,154640384,0,44552192,4,4,4,828968960,828968960,828968960,8126898176,8126898176,8126898176
0.0077,44744704,44744704,0.2,154640384,154640384,0,44552192,2.9,2.8,3,829227008,829227008,829227008,8126898176,8126898176,8126898176
0.0063,44744704,44744704,0.68,154886144,154886144,0,44552192,5.1,6.4,3.8,829227008,829227008,829227008,8126898176,8126898176,8126898176
1.7,44744704,44744704,1.8,155033600,155033600,20,50409472,37,32,43,828968960,828968960,828968960,8126898176,8126898176,8126898176
6.8,44744704,44744704,3.3,155136000,155136000,50,50409472,47,43,52,829227008,829227008,829227008,8126898176,8126898176,8126898176
9.5,44744704,44744704,5.3,154783744,154783744,48,50409472,48,49,48,829222912,829222912,829222912,8126898176,8126898176,8126898176
8.7,44744704,44744704,6.3,155406336,155406336,41,50409472,51,51,51,829222912,829222912,829222912,8126898176,8126898176,8126898176
9.1,44744704,44744704,5.6,155758592,155758592,51,50409472,48,50,46,828964864,828964864,828964864,8126898176,8126898176,8126898176
9.6,44744704,44744704,4.7,155746304,155746304,52,50409472,46,36,57,828964864,828964864,828964864,8126898176,8126898176,8126898176
8.3,44744704,44744704,5.1,155975680,155975680,51,50409472,47,43,51,829480960,829480960,829480960,8126898176,8126898176,8126898176
7.9,44744704,44744704,4.9,156073984,156073984,45,50409472,49,43,55,828964864,828964864,828964864,8126898176,8126898176,8126898176
9.4,44744704,44744704,4.4,155959296,155959296,48,50409472,47,45,49,829222912,829222912,829222912,8126898176,8126898176,8126898176
8.6,44744704,44744704,5.3,156524544,156524544,52,50413568,50,39,61,828964864,828964864,828964864,8126898176,8126898176,8126898176
9.3,44744704,44744704,5.9,156332032,156332032,49,50413568,51,52,49,829222912,829222912,829222912,8126898176,8126898176,8126898176
11,44744704,44744704,7.4,156622848,156622848,48,50413568,53,46,61,829222912,829222912,829222912,8126898176,8126898176,8126898176
10,44744704,44744704,7,156700672,156700672,42,50413568,49,47,52,829222912,829222912,829222912,8126898176,8126898176,8126898176
8.4,44744704,44744704,4.5,156725248,156725248,45,50413568,45,47,43,829222912,829222912,829222912,8126898176,8126898176,8126898176
6.9,44744704,44744704,4.2,156594176,156594176,48,50413568,47,41,53,829222912,829222912,829222912,8126898176,8126898176,8126898176
8,44744704,44744704,4.6,156700672,156700672,52,50413568,46,47,45,829739008,829739008,829739008,8126898176,8126898176,8126898176
8.6,44744704,44744704,4.7,156557312,156557312,48,50413568,48,54,42,828964864,828964864,828964864,8126898176,8126898176,8126898176
8.8,44744704,44744704,4.9,156884992,156884992,42,50413568,48,40,57,829997056,829997056,829997056,8126898176,8126898176,8126898176
9.3,44744704,44744704,5.1,157011968,157011968,48,50413568,47,56,38,828964864,828964864,828964864,8126898176,8126898176,8126898176
7.1,44744704,44744704,5.2,157102080,157102080,46,50413568,44,42,46,828964864,828964864,828964864,8126898176,8126898176,8126898176
3.8,44744704,44744704,3.1,156987392,156987392,27,44703744,8.8,9.2,8.4,829222912,829222912,829222912,8126898176,8126898176,8126898176
1.2,44744704,44744704,0.83,157024256,157024256,5.1,44703744,3.4,3.2,3.6,828964864,828964864,828964864,8126898176,8126898176,8126898176
0.0071,44744704,44744704,0.22,157024256,157024256,0,44703744,3.7,3.2,4.2,828964864,828964864,828964864,8126898176,8126898176,8126898176
0.0058,44744704,44744704,0.71,157274112,157274112,0,44703744,4.9,4.2,5.6,829997056,829997056,829997056,8126898176,8126898176,8126898176
0.0065,44744704,44744704,0.69,157175808,157175808,0,44703744,3.4,3,3.8,828964864,828964864,828964864,8126898176,8126898176,8126898176
0.0069,44744704,44744704,0.2,157175808,157175808,0,44703744,3.7,3.2,4.2,829222912,829222912,829222912,8126898176,8126898176,8126898176
0.48,44744704,44744704,0.24,157175808,157175808,3.1,49995776,11,16,5.4,828964864,828964864,828964864,8126898176,8126898176,8126898176
2.9,44744704,44744704,1.6,157380608,157380608,35,49930240,43,53,33,829255680,829255680,829255680,8126898176,8126898176,8126898176
7.9,44744704,44744704,4.5,157519872,157519872,57,49930240,50,54,46,828997632,828997632,828997632,8126898176,8126898176,8126898176
9.7,44744704,44744704,5.8,157618176,157618176,46,49930240,53,59,47,830029824,830029824,830029824,8126898176,8126898176,8126898176
9.9,44744704,44744704,6.1,157585408,157585408,47,49930240,50,48,53,829255680,829255680,829255680,8126898176,8126898176,8126898176
