NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
4000,0.025,301.3,2,24.39090909,9.268181818,21.10454545,20.36363636,21.89090909,8.331818182,8.290909091,8.427272727,320561896.7,61732119.27,728601879.3,8346394624,728601879.3,8126898176
5333,0.01875,400,2.2,32.99090909,12.14045455,27.19545455,26.77272727,27.8,10.19090909,10.62727273,9.809090909,321851392,63846958.55,730928779.6,8346394624,730928779.6,8126898176
4000,0.025,301.3,2,25.47619048,9.923809524,22.04761905,21.42857143,22.61904762,8.90952381,9.20952381,8.6,324377453.7,61458724.57,728332970.7,8346394624,728332970.7,8126898176
5333,0.01875,400,2.1,33.36363636,12.31363636,27.34090909,26.67272727,28.00909091,10.20454545,10.6,9.736363636,325839778.9,63176517.82,729794373.8,8346394624,729794373.8,8126898176
4000,0.025,301.3,2,25.37272727,9.445454545,21.65909091,21.46363636,21.71818182,8.354545455,8.527272727,8.236363636,327591191.3,61392151.27,727772439.3,8346394624,727772439.3,8126898176
5333,0.01875,400,2.2,34.46190476,12.34761905,28.42857143,27.76190476,29.14285714,10.27619048,10.3047619,10.18095238,331275702.9,62715806.48,729027925.3,8346394624,729027925.3,8126898176
4000,0.025,301.3,2,25.15909091,9.368181818,21.57727273,20.99090909,22.08181818,8.368181818,8.727272727,8.009090909,337462365.1,60928558.55,727644904.7,8346394624,727644904.7,8126898176
5333,0.01875,400,2.2,33.41363636,11.96363636,27.33181818,26.84545455,27.81818182,9.913636364,9.945454545,9.963636364,344097698.9,64059205.82,730689536,8346394624,730689536,8126898176
4000,0.025,301.3,2,25.08571429,9.680952381,21.85714286,21.3047619,22.42857143,8.533333333,8.638095238,8.4,346933150.5,60874166.86,727987736.4,8346394624,727987736.4,8126898176
5333,0.01875,400,2.1,32.53181818,11.95,27.24545455,26.69090909,27.8,9.963636364,9.909090909,9.981818182,347539083.6,65182068.36,731866205.1,8346394624,731866205.1,8126898176
4000,0.025,301.3,1.9,24.89545455,9.425909091,21.42272727,21.05454545,21.79090909,8.404545455,8.8,7.954545455,346818001.5,61388055.27,728035141.8,8346394624,728035141.8,8126898176
5333,0.01875,400,2.1,33.53636364,11.98181818,27.36363636,26.95454545,27.93636364,9.872727273,9.927272727,9.845454545,347569245.1,64076893.09,730517876.4,8346394624,730517876.4,8126898176
4000,0.025,301.3,2,25.53809524,9.50952381,22,21.9047619,22.0952381,8.476190476,8.79047619,8.133333333,348784347.4,61777822.48,728340382.5,8346394624,728340382.5,8126898176
5333,0.01875,400,2.1,32.9,12.19090909,27.39545455,26.90909091,27.7,10.09090909,9.972727273,10.00909091,349618548.4,65318167.27,731569245.1,8346394624,731569245.1,8126898176
4000,0.025,301.3,1.9,24.42727273,9.405454545,21.18636364,20.90909091,21.37272727,8.431818182,8.672727273,8.2,351071511.3,61037847.27,728124509.1,8346394624,728124509.1,8126898176
5333,0.01875,400,2.2,33.31818182,12.07772727,27.34545455,26.4,28.29090909,9.909090909,9.763636364,10.01818182,353462644.4,64158068.36,730450106.2,8346394624,730450106.2,8126898176
4000,0.025,301.3,2,25.95238095,9.49047619,22.28571429,21.76190476,22.76190476,8.457142857,8.647619048,8.266666667,355281383.6,61565610.67,728384658.3,8346394624,728384658.3,8126898176
5333,0.01875,400,2.2,33.32727273,12.00454545,27.41818182,27.00909091,27.78181818,9.927272727,9.954545455,10,356744657.5,64040960,731380084.4,8346394624,731380084.4,8126898176
4000,0.025,301.3,2,24.63181818,9.333181818,21.27727273,20.62727273,21.97272727,8.581818182,8.8,8.309090909,358903435.6,61126656,728481792,8346394624,728481792,8126898176
5333,0.01875,400,2.1,33.13636364,12.21227273,27.32272727,26.20909091,28.39090909,10.45,10.68181818,9.918181818,359931904,63570478.55,730424226.9,8346394624,730424226.9,8126898176
