NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
2000,0.05,154.3,1.9,14.18,5.42,13.475,13.15,13.75,6,5.96,6.04,169567027.2,48849715.2,719616409.6,8346394624,719616409.6,8126898176
1333,0.075,108.2,1.8,9.49,3.893,9.98,9.85,10.32,4.995,4.89,5.1,169886924.8,47737241.6,718782464,8346394624,718782464,8126898176
2000,0.05,154.3,1.9,13.15238095,5.233333333,12.88095238,12.57142857,13.22857143,5.857142857,5.876190476,5.838095238,170861714.3,49266102.86,719951579.4,8346394624,719951579.4,8126898176
1333,0.075,108.2,1.9,9.965,4.045,10.185,9.99,10.46,5.02,4.86,5.18,171346534.4,47079628.8,718146355.2,8346394624,718146355.2,8126898176
2000,0.05,154.3,1.8,13.32857143,5.047619048,12.9,12.8,12.8952381,5.633333333,5.495238095,5.771428571,171622595,48335530.67,719411882.7,8346394624,719411882.7,8126898176
1333,0.075,108.2,1.8,9.65,3.8525,9.995,9.9,10.09,5.02,5.02,5.02,172170649.6,48045260.8,719196569.6,8346394624,719196569.6,8126898176
2000,0.05,154.3,1.8,13.06190476,5.314285714,12.7047619,12.28571429,13.21904762,5.919047619,5.695238095,6.133333333,172042337.5,49075151.24,719909254.1,8346394624,719909254.1,8126898176
1333,0.075,108.2,1.8,9.910526316,4.110526316,10.31052632,10.07368421,10.56842105,5.163157895,5.305263158,5.021052632,172204463.2,47256845.47,718375019.8,8346394624,718375019.8,8126898176
2000,0.05,154.3,1.8,12.90952381,5.311904762,12.73809524,12.31428571,13.11428571,5.876190476,5.895238095,5.857142857,172330422.9,49902348.19,721237333.3,8346394624,721237333.3,8126898176
1333,0.075,108.2,1.9,10.07,3.935,10.565,11.1,10.18,4.965,4.98,4.95,172518400,46517452.8,717511065.6,8346394624,717511065.6,8126898176
2000,0.05,154.3,1.9,13.23809524,5.114285714,13.3047619,13.36190476,13.32380952,5.633333333,5.761904762,5.504761905,172608755.8,48879713.52,720050858.7,8346394624,720050858.7,8126898176
1333,0.075,108.2,1.8,9.531578947,4.015789474,10.10526316,9.847368421,10.28947368,5.152631579,4.978947368,5.326315789,172455397.1,46792272.84,717657788.6,8346394624,717657788.6,8126898176
2000,0.05,154.3,1.9,13.16666667,5.233809524,12.86666667,12.4,13.28571429,5.895238095,5.895238095,5.895238095,172184527.2,49592417.52,720415987.8,8346394624,720415987.8,8126898176
