NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
1000,0.1,77.9,1.9,7.41,3.0445,8.39,8.48,8.34,4.485,4.44,4.53,142983577.6,43747737.6,712513740.8,8346394624,712513740.8,8126898176
500,0.2,39.5,2,4.673684211,1.975263158,6.194736842,6.389473684,6,3.621052632,3.484210526,3.757894737,143638312.4,45417310.32,714071632.8,8346394624,714071632.8,8126898176
1000,0.1,77.9,1.9,7.78,3.129,8.575,8.77,8.38,4.485,4.42,4.55,144200908.8,43578572.8,712159846.4,8346394624,712159846.4,8126898176
500,0.2,39.5,2,4.057894737,1.961578947,5.863157895,6.073684211,5.652631579,3.615789474,3.526315789,3.705263158,144704781.5,45761589.89,714515941.1,8346394624,714515941.1,8126898176
1000,0.1,77.9,1.9,7.285,3.105,8.325,8.46,8.19,4.61,4.64,4.58,144958054.4,44073779.2,712952627.2,8346394624,712952627.2,8126898176
500,0.2,39.5,1.9,4.063157895,1.926315789,5.9,5.947368421,5.852631579,3.810526316,3.768421053,3.852631579,145476122.9,45348540.63,715088303.2,8346394624,715088303.2,8126898176
1000,0.1,77.9,1.9,7.495,3.165,8.52,8.88,8.2,4.84,4.85,4.83,146022809.6,43340185.6,713118515.2,8346394624,713118515.2,8126898176
500,0.2,39.5,2,4.175,1.961,6,6.09,5.91,3.63,3.52,3.74,146974105.6,45250969.6,714586726.4,8346394624,714586726.4,8126898176
1000,0.1,77.9,1.9,7.104761905,3.066666667,8.233333333,8.438095238,8.047619048,4.39047619,4.380952381,4.4,147517049.9,43773171.81,713634767.2,8346394624,713634767.2,8126898176
500,0.2,39.5,2.1,4.11,1.895,5.985,6.38,5.59,3.535,3.43,3.64,148211712,45205299.2,714309427.2,8346394624,714309427.2,8126898176
1000,0.1,77.9,2,8.147619048,3.017619048,8.647619048,9.085714286,8.266666667,4.39047619,4.361904762,4.419047619,149056950.9,43719143.62,712882858.7,8346394624,712882858.7,8126898176
500,0.2,39.5,2.2,4.4405,1.8715,6.24,6.28,6.2,3.525,3.44,3.61,149760000,45087948.8,713881395.2,8346394624,713881395.2,8126898176
1000,0.1,77.9,2,7.945,3.14,8.87,9.04,8.68,4.425,4.3,4.55,150674841.6,43747942.4,713424076.8,8346394624,713424076.8,8126898176
500,0.2,39.5,2.1,4.784210526,2.036842105,6.252631579,6.384210526,6.121052632,3.673684211,3.663157895,3.684210526,151610421.9,45690448.84,714986981.1,8346394624,714986981.1,8126898176
1000,0.1,77.9,2,8.95,3.14,9.17,9.28,9.02,4.375,4.36,4.39,152587673.6,43754905.6,712748441.6,8346394624,712748441.6,8126898176
500,0.2,39.5,2,4.405,1.884,5.99,6.09,5.89,3.56,3.45,3.67,153622732.8,46140416,715065548.8,8346394624,715065548.8,8126898176
1000,0.1,77.9,2,8.295238095,3.086666667,8.838095238,8.904761905,8.79047619,4.480952381,4.333333333,4.628571429,154819437.7,44187452.95,713329517.7,8346394624,713329517.7,8126898176
500,0.2,39.5,2.1,4.905,1.8985,6.38,6.45,6.31,3.56,3.49,3.63,155669913.6,45722009.6,714863001.6,8346394624,714863001.6,8126898176
1000,0.1,77.9,2,8.152380952,3.00952381,8.823809524,9.066666667,8.552380952,4.357142857,4.238095238,4.476190476,156555361.5,44059111.62,713336539.4,8346394624,713336539.4,8126898176
500,0.2,39.5,2,4.321052632,1.910526316,6.152631579,6.168421053,6.136842105,3.515789474,3.621052632,3.410526316,157392033.7,45508715.79,714792528.8,8346394624,714792528.8,8126898176
1000,0.1,77.9,2,8.214285714,3.003333333,8.90952381,9.161904762,8.695238095,4.366666667,4.342857143,4.39047619,158200978.3,44483730.29,713555577.9,8346394624,713555577.9,8126898176
500,0.2,39.5,2,4.321052632,1.920526316,6.205263158,6.157894737,6.252631579,3.589473684,3.526315789,3.652631579,158823262.3,45883176.42,714575656.4,8346394624,714575656.4,8126898176
1000,0.1,77.9,2,8.95,3.18,9.305,9.66,8.99,4.555,4.55,4.56,160106086.4,44908544,713884876.8,8346394624,713884876.8,8126898176
500,0.2,39.5,2.1,4.65,1.9335,6.285,6.34,6.23,3.575,3.44,3.71,161155891.2,46269849.6,714975641.6,8346394624,714975641.6,8126898176
1000,0.1,77.9,2,8.423809524,3.033333333,9,9.123809524,8.885714286,4.376190476,4.304761905,4.447619048,162189702.1,44122112,713124132.6,8346394624,713124132.6,8126898176
500,0.2,39.5,2,4.263157895,2.036842105,6.163157895,6.336842105,5.989473684,3.573684211,3.536842105,3.610526316,163110912,46436567.58,715200404.2,8346394624,715200404.2,8126898176
1000,0.1,77.9,1.9,7.37,3.18,8.55,8.77,8.33,4.41,4.27,4.55,163363020.8,44231884.8,713240780.8,8346394624,713240780.8,8126898176
500,0.2,39.5,2.2,4.615789474,2.002631579,6.273684211,6.4,6.147368421,3.594736842,3.505263158,3.684210526,163452604.6,45198066.53,714053308.6,8346394624,714053308.6,8126898176
1000,0.1,77.9,2,8.119047619,3.072380952,8.804761905,8.961904762,8.695238095,4.376190476,4.285714286,4.466666667,163522072.4,43737673.14,712766610.3,8346394624,712766610.3,8126898176
500,0.2,39.5,2.1,4.44,1.945,6.16,6.25,6.07,3.585,3.54,3.63,163518259.2,45914112,714809958.4,8346394624,714809958.4,8126898176
1000,0.1,77.9,2,8.145,3.085,8.985,9.33,8.66,4.39,4.27,4.51,163745177.6,44454092.8,713863168,8346394624,713863168,8126898176
500,0.2,39.5,2.2,4.873684211,1.943157895,6.457894737,6.842105263,6.073684211,3.647368421,3.684210526,3.610526316,164273313.7,45817209.26,715041522.5,8346394624,715041522.5,8126898176
1000,0.1,77.9,2,8.395,3.165,9.015,9.13,8.92,4.455,4.33,4.58,164380876.8,43377459.2,713000550.4,8346394624,713000550.4,8126898176
500,0.2,39.5,2.1,4.485,1.921,6.09,6.32,5.86,3.645,3.73,3.56,164450508.8,45261824,714209075.2,8346394624,714209075.2,8126898176
1000,0.1,77.9,2,8.023809524,3.085238095,8.771428571,8.876190476,8.628571429,4.50952381,4.466666667,4.552380952,164475855.2,43270144,712485546.7,8346394624,712485546.7,8126898176
500,0.2,39.5,2,4.07,1.876,5.85,6.01,5.69,3.625,3.59,3.66,164475904,46129561.6,715001651.2,8346394624,715001651.2,8126898176
1000,0.1,77.9,2,8.29047619,3.062857143,8.919047619,9.057142857,8.819047619,4.40952381,4.628571429,4.19047619,164593273.9,44636257.52,713202151.6,8346394624,713202151.6,8126898176
500,0.2,39.5,2.1,4.865,1.968,6.33,6.45,6.21,3.585,3.49,3.68,164654899.2,46177280,715106508.8,8346394624,715106508.8,8126898176
1000,0.1,77.9,1.9,8.08,3.1455,8.805,8.93,8.66,4.495,4.44,4.55,164513177.6,44375244.8,713628876.8,8346394624,713628876.8,8126898176
500,0.2,39.5,2,4.152631579,1.994736842,5.884210526,6,5.768421053,3.584210526,3.463157895,3.705263158,163985084.6,46505552.84,715812864,8346394624,715812864,8126898176
1000,0.1,77.9,2,7.925,3.092,8.71,8.85,8.53,4.425,4.29,4.56,163519897.6,44445491.2,713536921.6,8346394624,713536921.6,8126898176
500,0.2,39.5,2,4.526315789,1.984210526,6.057894737,6.263157895,5.852631579,3.610526316,3.6,3.621052632,163629810.5,46467826.53,715293103.2,8346394624,715293103.2,8126898176
1000,0.1,77.9,1.9,7.875,3.175,8.615,8.67,8.53,4.445,4.41,4.48,163770572.8,44147302.4,712966963.2,8346394624,712966963.2,8126898176
500,0.2,39.5,2,4.615,1.9685,6.075,6.15,6,3.585,3.53,3.64,163797811.2,46114611.2,714984038.4,8346394624,714984038.4,8126898176
1000,0.1,77.9,1.9,7.519047619,3.058095238,8.319047619,8.4,8.228571429,4.385714286,4.266666667,4.504761905,163859894.9,44227437.71,712890465.5,8346394624,712890465.5,8126898176
500,0.2,39.5,2,4.005,1.91,5.81,5.78,5.84,3.58,3.43,3.73,163869081.6,46297292.8,714713907.2,8346394624,714713907.2,8126898176
1000,0.1,77.9,1.9,7.89047619,3.052857143,8.49047619,8.580952381,8.371428571,4.466666667,4.4,4.533333333,163780900.6,45576777.14,714192018.3,8346394624,714192018.3,8126898176
500,0.2,39.5,2.1,4.842105263,2.013684211,6.247368421,6.252631579,6.242105263,3.715789474,3.873684211,3.557894737,163629594.9,46155237.05,714827021.5,8346394624,714827021.5,8126898176
1000,0.1,77.9,1.9,7.9,3.067142857,8.59047619,8.638095238,8.533333333,4.423809524,4.371428571,4.476190476,163473505.5,44280295.62,713876626.3,8346394624,713876626.3,8126898176
500,0.2,39.5,2,4.194736842,2.006842105,5.994736842,6.178947368,5.810526316,3.768421053,3.642105263,3.894736842,163587557.1,46474078.32,715693648.8,8346394624,715693648.8,8126898176
1000,0.1,77.9,1.8,7.185,3.135,8.265,8.36,8.16,4.48,4.44,4.52,163630284.8,45016064,714141696,8346394624,714141696,8126898176
500,0.2,39.5,2,4.194736842,1.926315789,5.957894737,6.042105263,5.873684211,3.589473684,3.568421053,3.610526316,163737384.4,46649775.16,714844698.9,8346394624,714844698.9,8126898176
1000,0.1,77.9,1.9,7.195,3.155,8.325,8.34,8.31,4.475,4.55,4.4,163792076.8,44526387.2,713284812.8,8346394624,713284812.8,8126898176
500,0.2,39.5,2,3.952631579,1.968947368,5.731578947,5.768421053,5.694736842,3.621052632,3.589473684,3.652631579,163862635.8,45770644.21,714465711.2,8346394624,714465711.2,8126898176
1000,0.1,77.9,1.9,7.60952381,3.062380952,8.352380952,8.438095238,8.266666667,4.385714286,4.342857143,4.428571429,163907096.4,44291608.38,713863168,8346394624,713863168,8126898176
500,0.2,39.5,2,4.19,1.955,5.875,5.9,5.85,3.585,3.62,3.55,163796992,46236467.2,715853004.8,8346394624,715853004.8,8126898176
1000,0.1,77.9,1.9,8.32,3.068,8.91,9.1,8.81,4.475,4.38,4.57,163759308.8,43718246.4,712948121.6,8346394624,712948121.6,8126898176
500,0.2,39.5,2,4.263157895,1.994736842,5.963157895,6.126315789,5.8,3.663157895,3.726315789,3.6,163727683.4,46337401.26,715020611.4,8346394624,715020611.4,8126898176
1000,0.1,77.9,1.9,7.87,3.18,8.565,8.87,8.34,4.545,4.7,4.39,163841228.8,44691251.2,713547776,8346394624,713547776,8126898176
500,0.2,39.5,2,4.047368421,2.036842105,5.857894737,6.073684211,5.642105263,3.694736842,3.694736842,3.694736842,163938735.2,46375127.58,714908079.2,8346394624,714908079.2,8126898176
1000,0.1,77.9,1.9,7.935,3.16,8.68,9.015,8.315,4.435,4.42,4.45,163989504,44779724.8,714148249.6,8346394624,714148249.6,8126898176
500,0.2,39.5,2,4.173684211,1.952631579,5.957894737,5.863157895,6.052631579,3.568421053,3.621052632,3.515789474,163882037.9,46544357.05,715804456.4,8346394624,715804456.4,8126898176
1000,0.1,77.9,1.9,7.080952381,3.080952381,8.10952381,8.361904762,7.838095238,4.471428571,4.485714286,4.457142857,164013202.3,44378014.48,713639253.3,8346394624,713639253.3,8126898176
500,0.2,39.5,2,4.005,1.982,5.84,5.87,5.81,3.63,3.51,3.75,163935232,46701158.4,715606835.2,8346394624,715606835.2,8126898176
1000,0.1,77.9,1.9,7.095238095,3.091428571,8.20952381,8.638095238,7.771428571,4.442857143,4.419047619,4.466666667,163615890.3,45052294.1,714357418.7,8346394624,714357418.7,8126898176
500,0.2,39.5,1.9,3.78,1.97,5.69,5.8,5.58,3.55,3.46,3.64,163641548.8,46424473.6,715521433.6,8346394624,715521433.6,8126898176
1000,0.1,77.9,1.9,8.215,3.1025,8.79,8.84,8.79,4.43,4.34,4.52,163963904,45765017.6,714706124.8,8346394624,714706124.8,8126898176
500,0.2,39.5,1.9,4.221052632,1.956315789,5.9,6.021052632,5.778947368,3.726315789,3.757894737,3.694736842,164052129.7,47058081.68,715896724.2,8346394624,715896724.2,8126898176
1000,0.1,77.9,1.9,7.68,3.24,8.74,9.21,8.3,4.575,4.51,4.64,164123033.6,44164096,713361817.6,8346394624,713361817.6,8126898176
500,0.2,39.5,1.9,3.97,1.99,5.835,6.06,5.61,3.645,3.66,3.63,164117913.6,46036377.6,715116748.8,8346394624,715116748.8,8126898176
1000,0.1,77.9,2,8.42,3.25,9.01,9.19,8.81,4.47,4.405,4.535,164197171.2,43839283.2,712908595.2,8346394624,712908595.2,8126898176
500,0.2,39.5,2,4.3,1.989473684,6.057894737,6.242105263,5.873684211,3.726315789,3.705263158,3.747368421,164190962.5,45838982.74,714677840.8,8346394624,714677840.8,8126898176
