"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","VM 1 Avg Host CPU Usage","VM 1 Host CPU 0 Usage","VM 1 Host CPU 1 Usage","VM 1 Host Mem Usage","VM 1 Host Mem Total","VM 2 Avg Host CPU Usage","VM 2 Host CPU 0 Usage","VM 2 Host CPU 1 Usage","VM 2 Host Mem Usage","VM 2 Host Mem Total"
2022-01-22 21:26:35,0.0047,54431744,0.24,220315648,3.8,3.4,4.2,826040320,8346394624,2.1,2.2,2.0,970866688,8126898176
2022-01-22 21:26:40,0.011,54431744,0.23,220315648,3.8,4.2,3.4,825798656,8346394624,2.7,3.0,2.4,970608640,8126898176
2022-01-22 21:26:45,0.016,54431744,0.22,220315648,5.8,6.6,5,826568704,8346394624,2.2,1.8,2.6,970608640,8126898176
2022-01-22 21:26:50,0.0060,54431744,0.21,220426240,4.2,4.4,4.0,826036224,8346394624,2.8,2.8,2.8,970866688,8126898176
2022-01-22 21:26:55,0.010,54431744,0.26,220315648,3.9,3.8,4.0,826294272,8346394624,2.4,2.6,2.2,970608640,8126898176
2022-01-22 21:27:00,0.010,54431744,0.26,220315648,4.0,3.4,4.6,826294272,8346394624,3.0,3.0,3.0,971124736,8126898176
2022-01-22 21:27:05,0.0094,54431744,0.24,220315648,3.7,3.8,3.6,826294272,8346394624,2.3,2.4,2.2,971350016,8126898176
2022-01-22 21:27:10,0.0094,54431744,0.25,220315648,4.1,4.4,3.8,826310656,8346394624,2.6,2.0,3.2,970833920,8126898176
2022-01-22 21:27:15,0.011,54431744,0.25,220315648,5.3,6.4,4.2,826843136,8346394624,2.5,2.2,2.8,970829824,8126898176
2022-01-22 21:27:20,0.017,54431744,0.27,220381184,4.5,4.0,5,826544128,8346394624,2.8,2.6,3.0,971345920,8126898176
2022-01-22 21:27:25,0.010,54431744,0.24,220270592,3.9,3.4,4.4,826544128,8346394624,2.4,2.6,2.2,970829824,8126898176
2022-01-22 21:27:30,0.0095,54431744,0.22,220381184,3.9,3.4,4.4,826544128,8346394624,2.8,2.4,3.2,970571776,8126898176
2022-01-22 21:27:35,0.0096,54431744,0.24,220270592,3.7,3.6,3.8,826494976,8346394624,2.2,1.8,2.6,970829824,8126898176
2022-01-22 21:27:40,0.0097,54431744,0.25,220270592,4.6,4.6,4.6,827592704,8346394624,2.9,2.8,3.0,970571776,8126898176
2022-01-22 21:27:45,0.0049,54431744,0.22,220270592,5.4,4.0,6.8,828239872,8346394624,2.3,2.0,2.6,970829824,8126898176
2022-01-22 21:27:50,0.010,54431744,0.25,220270592,4.4,4.2,4.6,827981824,8346394624,2.6,3.0,2.2,970571776,8126898176
2022-01-22 21:27:55,0.010,54431744,0.26,220270592,3.5,3.6,3.4,827981824,8346394624,2.3,2.4,2.2,970829824,8126898176
2022-01-22 21:28:00,0.0096,54431744,0.21,220286976,4.2,5,3.4,827924480,8346394624,3.0,3.2,2.8,970813440,8126898176
2022-01-22 21:28:05,0.014,54431744,0.24,220286976,3.4,3.8,3.0,828182528,8346394624,2.5,2.8,2.2,970616832,8126898176
2022-01-22 21:28:10,0.0046,54431744,0.25,220286976,4.3,4.0,4.6,828174336,8346394624,2.9,2.8,3.0,970813440,8126898176
2022-01-22 21:28:15,2.0,53956608,0.21,220286976,4.9,6.2,3.6,828399616,8346394624,2.3,2.6,2.0,971063296,8126898176
2022-01-22 21:28:20,11,54992896,0.99,220356608,11,11,10,827703296,8346394624,5.9,5.6,6.2,971317248,8126898176
2022-01-22 21:28:25,28,51372032,4.4,220356608,25,26,25,825950208,8346394624,11,11,10,973103104,8126898176
2022-01-22 21:28:30,30,51703808,9.7,220262400,30,30,30,828264448,8346394624,13,13,13,979845120,8126898176
2022-01-22 21:28:35,29,53788672,9.9,220221440,28,29,26,829652992,8346394624,12,12,12,983199744,8126898176
2022-01-22 21:28:40,32,53858304,9.6,220303360,30,31,30,831283200,8346394624,13,13,13,983797760,8126898176
2022-01-22 21:28:45,30,55238656,10,220098560,34,35,33,831987712,8346394624,12,12,12,985403392,8126898176
2022-01-22 21:28:50,30,55238656,10,220147712,30,31,29,834793472,8346394624,14,13,14,985157632,8126898176
2022-01-22 21:28:55,25,55238656,10,220213248,25,26,25,833699840,8346394624,12,11,12,985395200,8126898176
2022-01-22 21:29:00,24,55439360,8.3,219824128,28,27,28,834379776,8346394624,11,11,12,984944640,8126898176
2022-01-22 21:29:05,30,55709696,9.8,219971584,26,27,25,835465216,8346394624,13,13,13,985288704,8126898176
2022-01-22 21:29:10,29,56619008,11,219897856,31,31,31,835203072,8346394624,13,12,13,985485312,8126898176
2022-01-22 21:29:15,28,56836096,10,219869184,31,33,28,836325376,8346394624,16,17,15,985526272,8126898176
2022-01-22 21:29:20,28,57769984,12,220168192,28,29,27,835932160,8346394624,13,13,13,985591808,8126898176
2022-01-22 21:29:25,26,58114048,11,219930624,27,27,27,836567040,8346394624,12,12,13,985919488,8126898176
2022-01-22 21:29:30,28,58314752,8.5,220090368,27,29,26,837476352,8346394624,11,11,12,986488832,8126898176
2022-01-22 21:29:35,25,56725504,9.5,220151808,25,24,27,838365184,8346394624,13,13,14,986492928,8126898176
2022-01-22 21:29:40,23,56832000,9.1,219947008,27,28,27,835915776,8346394624,12,12,12,987320320,8126898176
2022-01-22 21:29:45,30,55447552,8.3,220217344,30,30,30,834932736,8346394624,12,12,12,986935296,8126898176
2022-01-22 21:29:50,28,55463936,9.1,220393472,26,28,25,833986560,8346394624,12,13,12,987234304,8126898176
2022-01-22 21:29:55,23,55406592,10,220225536,25,24,25,835616768,8346394624,12,12,12,988020736,8126898176
2022-01-22 21:30:00,24,55414784,9.4,220221440,26,28,25,836206592,8346394624,11,11,11,988540928,8126898176
2022-01-22 21:30:05,26,56979456,7.9,220385280,26,28,24,836603904,8346394624,13,13,13,988344320,8126898176
2022-01-22 21:30:10,28,56983552,10,220344320,27,28,26,840359936,8346394624,13,12,13,988901376,8126898176
