Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
5.4,48246784,1.3,136228864,8.6,8.8,8.4,826150912,8346394624,4.7,5.6,3.8,1029894144,8126898176
8.1,48406528,2.6,136146944,12,10,15,827990016,8346394624,12,13,12,1029832704,8126898176
8.9,46927872,3.3,136011776,18,16,19,830976000,8346394624,12,12,12,1030262784,8126898176
9.7,46927872,3.3,136175616,15,14,15,827764736,8346394624,9.5,9,10,1030352896,8126898176
9.5,46927872,2.9,136470528,14,15,13,828665856,8346394624,11,11,10,1030377472,8126898176
8.5,46931968,3.1,136400896,15,16,15,827301888,8346394624,14,14,13,1031127040,8126898176
8.7,44253184,3.4,136744960,14,13,16,827797504,8346394624,9.7,9.8,9.6,1031266304,8126898176
8.8,44642304,2.8,136900608,14,14,14,825454592,8346394624,11,11,11,1031487488,8126898176
7.1,44892160,2.5,136732672,15,13,16,827777024,8346394624,11,11,11,1031831552,8126898176
6.7,44777472,3.2,136646656,14,15,13,829923328,8346394624,11,11,11,1032241152,8126898176
7.7,45035520,3.1,136929280,15,15,15,830439424,8346394624,12,12,12,1032880128,8126898176
8.7,45170688,3.4,136990720,13,11,14,828289024,8346394624,12,11,12,1033293824,8126898176
7.6,45101056,3.6,137031680,16,15,17,829591552,8346394624,13,13,12,1033437184,8126898176
7,45219840,4,137105408,14,13,15,830324736,8346394624,12,12,12,1033289728,8126898176
7.8,45391872,3.9,137039872,14,16,13,829476864,8346394624,13,12,13,1033437184,8126898176
8.6,45477888,2.9,137076736,15,15,14,830754816,8346394624,12,12,12,1033826304,8126898176
8.5,45715456,3.1,137256960,15,15,15,832077824,8346394624,10,10,9.8,1034002432,8126898176
7.3,45719552,3.5,137187328,13,12,14,832249856,8346394624,12,12,13,1035411456,8126898176
8,45830144,3.2,137158656,15,13,16,831447040,8346394624,13,12,13,1034592256,8126898176
9.9,45854720,2.9,137330688,15,16,14,831930368,8346394624,10,11,10,1034940416,8126898176
10,46161920,3.4,137322496,16,17,15,830476288,8346394624,14,14,14,1035145216,8126898176
8.4,46743552,3.8,137244672,16,16,16,832237568,8346394624,12,12,12,1036234752,8126898176
8.7,47071232,3.8,137510912,16,15,18,832917504,8346394624,10,10,11,1035612160,8126898176
10,47751168,4,137441280,14,15,13,833343488,8346394624,14,15,14,1035747328,8126898176
8.3,48054272,3.7,137506816,15,16,14,833970176,8346394624,13,13,12,1035759616,8126898176
6.8,47591424,3.3,137551872,14,15,13,834457600,8346394624,10,9.6,10,1035993088,8126898176
6.7,47591424,3,137863168,14,13,15,833802240,8346394624,13,13,13,1036070912,8126898176
6.1,47689728,2.9,137768960,15,15,15,833462272,8346394624,13,12,13,1036242944,8126898176
4.3,47689728,2.9,138039296,13,13,13,833396736,8346394624,9,9,9,1037459456,8126898176
1.3,47689728,1.7,137785344,6.7,5.8,7.6,833384448,8346394624,6.3,6.4,6.2,1036394496,8126898176
0.014,47689728,0.53,137789440,3.5,2.8,4.2,833384448,8346394624,2.3,2.4,2.2,1036390400,8126898176
0.013,47689728,0.27,137789440,4.1,4.6,3.6,833359872,8346394624,2.9,3,2.8,1035878400,8126898176
0.013,47689728,0.27,137867264,5.4,4.6,6.2,832458752,8346394624,2.2,2.2,2.2,1036103680,8126898176
0.012,47689728,0.26,137785344,4.3,3.6,5,832184320,8346394624,2.7,2.8,2.6,1036103680,8126898176
0.0055,47689728,0.2,137801728,3.9,4.4,3.4,832167936,8346394624,2.3,2.6,2,1035829248,8126898176
3,47247360,0.42,137932800,6,5.8,6.2,832200704,8346394624,3.9,3.8,4,1036075008,8126898176
6.6,47398912,1.8,138084352,8.9,8.6,9.2,832065536,8346394624,8.4,9.4,7.4,1036189696,8126898176
7.7,47411200,3.2,137998336,16,18,14,830930944,8346394624,17,18,17,1036115968,8126898176
9.3,47415296,3.1,138162176,18,20,16,831664128,8346394624,13,13,13,1037471744,8126898176
9.6,47415296,3,138080256,18,18,19,829849600,8346394624,15,15,15,1036566528,8126898176
9.6,47423488,3.2,138248192,15,14,15,830603264,8346394624,16,16,16,1036886016,8126898176
10,47570944,3.1,138297344,18,18,17,831508480,8346394624,14,14,14,1037299712,8126898176
9.6,43266048,3.1,138371072,17,17,16,834363392,8346394624,15,15,14,1037938688,8126898176
9.9,43769856,3.1,138293248,16,15,17,827924480,8346394624,15,15,16,1037983744,8126898176
8.4,43773952,3.3,138518528,21,19,23,828198912,8346394624,15,15,14,1038368768,8126898176
8.3,43786240,2.9,138551296,16,16,16,828375040,8346394624,13,14,13,1038217216,8126898176
10,43843584,2.6,138440704,19,19,18,828477440,8346394624,16,16,16,1038573568,8126898176
9.8,43855872,3.2,138616832,18,17,20,828289024,8346394624,14,15,14,1038434304,8126898176
9.1,43966464,4.2,138592256,17,17,16,828383232,8346394624,15,15,16,1039654912,8126898176
8.8,44068864,4,138502144,14,13,15,829038592,8346394624,17,17,17,1038516224,8126898176
8,44179456,3,138555392,21,20,22,829321216,8346394624,15,15,15,1038798848,8126898176
7,44244992,3.2,138727424,16,16,17,830480384,8346394624,14,13,14,1038921728,8126898176
8.6,44642304,3.2,138895360,15,13,16,829620224,8346394624,17,17,18,1039040512,8126898176
8.7,45101056,3.5,138825728,17,17,18,831033344,8346394624,14,14,15,1039683584,8126898176
8.3,45228032,3.2,138838016,17,16,17,830308352,8346394624,14,15,14,1040568320,8126898176
10,45867008,2.9,138756096,16,16,17,830963712,8346394624,16,16,16,1040150528,8126898176
10,46424064,3.7,138940416,21,21,20,831737856,8346394624,15,16,15,1041010688,8126898176
10,46559232,4.5,139014144,19,20,19,831619072,8346394624,13,14,13,1040588800,8126898176
8.8,46637056,4.2,139227136,15,13,18,832245760,8346394624,17,17,17,1040941056,8126898176
9,47267840,3.7,139321344,18,19,17,832454656,8346394624,15,15,14,1042591744,8126898176
9.5,47022080,4,139722752,17,15,19,835035136,8346394624,17,17,18,1044774912,8126898176
7,47022080,3.6,139759616,15,16,14,834121728,8346394624,16,15,16,1043574784,8126898176
6.4,47022080,2.4,139874304,16,17,16,838414336,8346394624,14,14,15,1009631232,8126898176
6.7,47022080,2.5,139784192,18,15,20,834486272,8346394624,13,13,13,968749056,8126898176
4.3,47022080,3,139960320,11,13,9.4,833257472,8346394624,17,17,17,933019648,8126898176
0.89,47022080,1.8,139837440,8.6,8.8,8.4,834031616,8346394624,2.7,3,2.4,927862784,8126898176
0.01,47022080,0.39,139702272,3.8,3.2,4.4,833773568,8346394624,2.8,3.1,2.5,926605312,8126898176
0.012,47022080,0.24,139702272,4.4,4.8,4,833515520,8346394624,2.5,2.9,2.1,926347264,8126898176
0.012,47022080,0.26,139796480,3.7,4.6,2.8,833515520,8346394624,2.9,2.8,3,926347264,8126898176
0.011,47022080,0.28,139702272,5.8,5.2,6.4,834281472,8346394624,2.1,1.6,2.6,926089216,8126898176
0.75,47022080,0.25,139702272,3.7,3.6,3.8,834547712,8346394624,3.2,3.6,2.8,926089216,8126898176
3.8,46616576,0.57,139837440,6.8,6.2,7.4,833773568,8346394624,3.6,3.6,3.6,925786112,8126898176
7.3,46665728,2.2,140042240,9.9,11,8.8,833052672,8346394624,14,15,13,925614080,8126898176
8.3,46714880,3.8,140091392,20,22,19,830820352,8346394624,17,17,16,926683136,8126898176
10,46727168,3.7,140185600,20,19,20,828858368,8346394624,16,16,15,925724672,8126898176
11,46764032,3.1,140099584,18,21,15,830619648,8346394624,21,21,21,926068736,8126898176
11,46768128,3.1,140251136,19,18,21,833609728,8346394624,19,19,19,926134272,8126898176
10,46768128,3.7,140316672,22,22,22,832352256,8346394624,15,16,15,925925376,8126898176
8.7,43008000,3.3,140275712,17,15,18,828588032,8346394624,22,22,22,925986816,8126898176
8.1,42987520,2.7,140316672,19,16,23,828669952,8346394624,19,19,18,926126080,8126898176
8.6,42987520,2.8,140472320,19,19,19,828391424,8346394624,16,16,16,927272960,8126898176
8.5,42987520,3.1,140517376,17,15,18,830210048,8346394624,21,21,20,927817728,8126898176
8.4,42987520,3.1,140566528,19,17,20,830414848,8346394624,18,19,18,929562624,8126898176
8.9,42987520,3.2,140611584,19,20,18,832606208,8346394624,15,14,15,928792576,8126898176
8.5,42987520,4.1,140959744,16,16,17,828989440,8346394624,22,23,21,929497088,8126898176
9,43008000,4,140734464,19,19,20,829521920,8346394624,18,18,18,928989184,8126898176
8.1,43008000,3.1,141008896,19,19,19,829313024,8346394624,15,15,15,929071104,8126898176
8.5,43040768,2.7,141328384,17,15,19,831623168,8346394624,19,19,19,929689600,8126898176
8.2,43515904,3.1,141463552,18,19,17,829919232,8346394624,19,20,19,929488896,8126898176
6.9,43909120,3.6,141377536,19,17,20,830574592,8346394624,15,14,15,929558528,8126898176
9.8,44531712,3.5,141529088,16,15,16,831184896,8346394624,20,19,20,930136064,8126898176
10,44912640,3.5,141455360,20,17,22,832659456,8346394624,20,20,20,930230272,8126898176
9.4,45486080,3.8,141697024,21,17,24,832471040,8346394624,16,16,16,930238464,8126898176
10,46227456,3.7,141623296,20,20,21,834121728,8346394624,19,19,19,931139584,8126898176
10,46813184,3.7,141844480,18,17,19,835252224,8346394624,21,21,21,931454976,8126898176
8.8,47210496,3.5,141758464,21,20,22,837718016,8346394624,15,15,15,931725312,8126898176
7.4,47316992,3.7,141828096,14,12,17,837001216,8346394624,19,19,19,931917824,8126898176
6.4,47316992,3.5,141860864,17,16,18,837103616,8346394624,20,20,20,931553280,8126898176
7.8,47386624,2.8,142016512,18,18,19,836583424,8346394624,15,15,14,931811328,8126898176
6.5,47480832,2.9,142184448,17,15,19,836407296,8346394624,17,16,17,930377728,8126898176
2.3,47480832,2.3,142102528,14,14,14,836337664,8346394624,13,13,13,931328000,8126898176
0.37,47480832,1.2,142106624,4,4.6,3.4,836337664,8346394624,2.3,2.2,2.4,931315712,8126898176
0.0093,47480832,0.33,142213120,4,3.4,4.6,836354048,8346394624,3,3.2,2.8,931053568,8126898176
0.012,47480832,0.23,142118912,3.9,4.2,3.6,836354048,8346394624,2.2,1.9,2.5,931053568,8126898176
0.012,47480832,0.22,142225408,4.4,4,4.8,835547136,8346394624,2.8,2.5,3.1,930537472,8126898176
0.0091,47480832,0.25,142118912,5.6,6.2,5,836145152,8346394624,2.2,2.5,1.9,930537472,8126898176
0.0047,47480832,0.23,142118912,4.4,4,4.8,836145152,8346394624,3.3,3.4,3.2,930275328,8126898176
4.4,47476736,0.78,142258176,7.2,7.6,6.8,835854336,8346394624,4,4.1,3.9,929996800,8126898176
9.7,48410624,2.7,142438400,17,16,18,836018176,8346394624,19,20,19,930902016,8126898176
9.6,46694400,3.9,142348288,21,22,20,832393216,8346394624,18,18,18,932302848,8126898176
9.3,46694400,3.5,142356480,18,19,16,829435904,8346394624,25,25,25,933023744,8126898176
13,46694400,3,142524416,24,23,25,831033344,8346394624,21,21,21,932925440,8126898176
13,46694400,3.1,142458880,23,21,26,835969024,8346394624,18,18,19,931442688,8126898176
12,42332160,3.5,142647296,20,18,21,832528384,8346394624,25,24,25,932704256,8126898176
12,42807296,3.6,142544896,22,22,22,828465152,8346394624,23,22,23,934830080,8126898176
9.5,42893312,3.1,142462976,23,24,21,831172608,8346394624,17,17,17,933859328,8126898176
8.9,42905600,2.8,142712832,17,19,15,829485056,8346394624,24,24,25,934391808,8126898176
8.1,43073536,3.1,142630912,20,18,23,831836160,8346394624,21,21,21,934920192,8126898176
9,43126784,3.3,142757888,23,23,22,829497344,8346394624,18,18,18,934694912,8126898176
9.5,43573248,3.1,142798848,18,17,18,829939712,8346394624,25,25,24,935038976,8126898176
9.4,43704320,3.7,142901248,22,19,25,829018112,8346394624,24,25,24,935133184,8126898176
9.5,44003328,3.6,142807040,22,22,22,829161472,8346394624,18,18,17,936239104,8126898176
8.8,44003328,3.3,142979072,17,17,17,829964288,8346394624,25,25,25,935956480,8126898176
9.1,44212224,3.2,143020032,22,22,22,829071360,8346394624,22,22,22,934465536,8126898176
9.1,44265472,3.2,142921728,23,21,25,829829120,8346394624,18,18,18,933736448,8126898176
8.7,44290048,3,143077376,19,17,20,830164992,8346394624,21,22,21,934285312,8126898176
9.2,44617728,2.6,143065088,20,20,20,831864832,8346394624,25,25,25,935157760,8126898176
10,45211648,3.6,143126528,24,24,23,835624960,8346394624,19,19,19,935694336,8126898176
11,45879296,3.9,143138816,19,19,18,835305472,8346394624,23,23,23,935682048,8126898176
9.6,46465024,4.1,143073280,23,25,21,833019904,8346394624,26,26,26,935985152,8126898176
9.9,47153152,3.9,143228928,23,23,22,833359872,8346394624,19,18,19,935727104,8126898176
9.8,47087616,3.6,143413248,19,18,21,834240512,8346394624,21,21,21,934793216,8126898176
7.3,46960640,3.9,143323136,18,17,20,834637824,8346394624,26,26,25,936169472,8126898176
6.1,47079424,3.5,143360000,19,21,17,834801664,8346394624,17,16,17,938856448,8126898176
6.5,47157248,3.1,143474688,17,17,17,834846720,8346394624,21,21,21,938663936,8126898176
5.2,47419392,2.9,143376384,20,24,17,836960256,8346394624,25,25,25,939995136,8126898176
2.2,47181824,2.1,143474688,12,14,10,836694016,8346394624,7.9,8.2,7.6,940130304,8126898176
0.14,47181824,0.88,143589376,3.7,3.6,3.8,836952064,8346394624,2.2,2,2.4,940130304,8126898176
0.01,47181824,0.27,143806464,4.1,4.8,3.4,836952064,8346394624,3,2.8,3.2,940130304,8126898176
0.012,47181824,0.26,143785984,4,3.8,4.2,836702208,8346394624,2.2,2.2,2.2,939614208,8126898176
0.011,47181824,0.26,143872000,4.4,5,3.8,836538368,8346394624,2.9,2.8,3,939614208,8126898176
0.011,47181824,0.23,143785984,6,6.8,5.2,837832704,8346394624,2,2.2,1.8,938840064,8126898176
1.5,47185920,0.26,143785984,5.7,5.2,6.2,827031552,8346394624,3.4,3.4,3.4,938835968,8126898176
6.3,47517696,0.76,143929344,9.4,9.2,9.6,824315904,8346394624,4.4,4.2,4.6,938532864,8126898176
8,47632384,3.2,143822848,26,24,29,829386752,8346394624,23,23,24,938790912,8126898176
7.5,47632384,4.3,143859712,23,22,24,830521344,8346394624,29,30,29,938532864,8126898176
9.1,47632384,3.2,143917056,25,23,28,833171456,8346394624,26,26,26,938950656,8126898176
11,47632384,3.5,143847424,29,28,30,835301376,8346394624,20,20,20,938414080,8126898176
11,47632384,3.8,144158720,20,19,22,837292032,8346394624,31,31,30,939909120,8126898176
8.3,47636480,3.4,144080896,23,24,23,836370432,8346394624,26,26,26,939528192,8126898176
9,42803200,3,143847424,25,27,22,831135744,8346394624,21,21,21,937181184,8126898176
9.6,42803200,3,143769600,17,15,20,832045056,8346394624,27,27,26,942071808,8126898176
8.9,42885120,3,144003072,22,22,22,831684608,8346394624,26,27,26,943136768,8126898176
9,42889216,2.9,143921152,26,27,24,832585728,8346394624,20,20,21,943104000,8126898176
8.7,43184128,3.4,144171008,20,24,16,833368064,8346394624,25,25,25,940797952,8126898176
9.7,43515904,3.1,144093184,22,23,21,834453504,8346394624,28,28,29,941150208,8126898176
9.2,43515904,4,144384000,24,23,24,835608576,8346394624,22,22,22,941531136,8126898176
7.9,43704320,4.2,144179200,20,19,20,835473408,8346394624,25,25,25,941502464,8126898176
8.3,43905024,3.1,144416768,21,21,21,835039232,8346394624,29,29,29,942039040,8126898176
7.4,43786240,3.3,144207872,25,24,27,835915776,8346394624,21,21,21,942030848,8126898176
7.3,43933696,3.6,144285696,21,17,25,836882432,8346394624,25,25,25,941494272,8126898176
8.4,44351488,3.3,144330752,20,18,23,836194304,8346394624,29,30,29,942256128,8126898176
9.7,44986368,3.1,144498688,25,22,28,836579328,8346394624,20,20,21,941813760,8126898176
11,45445120,3.7,144175104,21,19,23,836337664,8346394624,26,25,26,939978752,8126898176
10,45989888,4,144314368,25,24,26,837804032,8346394624,29,30,29,944349184,8126898176
9.5,46465024,3.7,144494592,26,28,25,837013504,8346394624,21,21,20,944103424,8126898176
9.7,47030272,3.6,144556032,23,23,22,836771840,8346394624,24,24,24,943919104,8126898176
9.3,47411200,4.1,144486400,23,24,23,837718016,8346394624,30,30,30,944189440,8126898176
8.6,47472640,3.5,144318464,22,23,21,838459392,8346394624,22,22,22,944082944,8126898176
7.6,47472640,3.6,144482304,21,19,23,838586368,8346394624,23,23,23,944893952,8126898176
6.6,47472640,3.9,144461824,20,25,16,837046272,8346394624,28,28,29,944869376,8126898176
4.5,47472640,2.7,144490496,24,23,25,839036928,8346394624,21,21,20,944877568,8126898176
1.4,47472640,1.9,144523264,9.7,13,6.4,837955584,8346394624,7.9,7.8,8,944340992,8126898176
0.044,47472640,0.73,144523264,4.4,3.8,5,837963776,8346394624,2.9,2.8,3,944599040,8126898176
0.011,47472640,0.23,144621568,4,3.8,4.2,837963776,8346394624,2.4,2.6,2.2,944082944,8126898176
0.011,47472640,0.26,144523264,4.3,3.8,4.8,837939200,8346394624,2.6,2.2,3,944857088,8126898176
0.011,47472640,0.25,144621568,4,3.6,4.4,837681152,8346394624,2.4,2,2.8,943308800,8126898176
0.077,47472640,0.23,144523264,5.9,7.4,4.4,838520832,8346394624,3.1,3,3.2,942845952,8126898176
2.6,46931968,0.51,144658432,7.7,7.2,8.2,822157312,8346394624,3.2,3.4,3,942780416,8126898176
6.5,48025600,1.7,144568320,9.7,10,9.4,821784576,8346394624,12,11,13,942989312,8126898176
9,48226304,3.4,144801792,28,31,25,827400192,8346394624,29,29,29,943943680,8126898176
8.9,46092288,3.4,144961536,31,35,28,830070784,8346394624,28,28,28,946016256,8126898176
9.3,46092288,3.4,144789504,28,31,24,830533632,8346394624,24,24,24,945823744,8126898176
11,46092288,3.8,144957440,24,23,25,830566400,8346394624,33,33,33,944939008,8126898176
9.6,46092288,3.5,144760832,29,26,33,832925696,8346394624,28,28,28,944644096,8126898176
11,42909696,3.7,144941056,27,27,28,832262144,8346394624,23,23,23,944947200,8126898176
11,43401216,3.6,144998400,23,21,24,829997056,8346394624,33,34,33,948772864,8126898176
7.2,43433984,3.2,145031168,25,30,20,830066688,8346394624,27,27,27,949190656,8126898176
7.8,43433984,3.2,144896000,26,29,23,828780544,8346394624,23,24,23,950067200,8126898176
9.6,43700224,3.4,144941056,22,20,24,830566400,8346394624,32,33,32,950722560,8126898176
9.1,43905024,2.7,145170432,26,28,24,829861888,8346394624,27,27,27,953470976,8126898176
8.8,43925504,3,145100800,28,29,26,830353408,8346394624,22,23,22,951164928,8126898176
9.4,44302336,4.6,145231872,20,20,20,830369792,8346394624,34,34,35,951095296,8126898176
9.3,44478464,4.1,145260544,26,23,28,831127552,8346394624,28,28,27,952320000,8126898176
8.8,44851200,3.5,145059840,26,25,28,831500288,8346394624,23,23,23,950288384,8126898176
8,44990464,3.8,145231872,23,22,24,832098304,8346394624,31,32,31,949641216,8126898176
7.6,45133824,3.4,145199104,23,27,20,832024576,8346394624,27,28,27,951054336,8126898176
8.3,45756416,3.2,145240064,28,30,25,832217088,8346394624,23,23,23,951549952,8126898176
11,46092288,3.8,145190912,21,27,16,832675840,8346394624,31,31,31,952426496,8126898176
12,46501888,4.1,145231872,26,24,29,833789952,8346394624,30,30,29,948830208,8126898176
9.5,47124480,3.7,145297408,28,27,29,835522560,8346394624,23,23,22,951361536,8126898176
8.7,47394816,4.4,145371136,22,23,22,837087232,8346394624,31,32,31,951349248,8126898176
9.3,48025600,4.1,145162240,25,29,22,838922240,8346394624,28,28,28,951590912,8126898176
9.1,48226304,3.5,145211392,27,28,26,839286784,8346394624,23,24,23,952287232,8126898176
7.7,48230400,4.1,145481728,18,19,17,839655424,8346394624,31,31,30,958173184,8126898176
6.8,48230400,3.4,145379328,22,22,23,840220672,8346394624,28,28,29,961896448,8126898176
6.5,48230400,2.4,145362944,25,27,23,841035776,8346394624,23,23,23,958210048,8126898176
3.5,48230400,2.7,145264640,20,15,25,841637888,8346394624,28,28,28,957206528,8126898176
0.53,48230400,1.6,145346560,9.1,11,6.8,842170368,8346394624,4.9,5,4.8,956968960,8126898176
0.011,48230400,0.39,145281024,4.4,4,4.8,842162176,8346394624,3,3.2,2.8,956968960,8126898176
0.011,48230400,0.28,145358848,3.7,4.2,3.2,840822784,8346394624,2.7,2.4,3,956968960,8126898176
0.011,48230400,0.28,145281024,4.3,3.8,4.8,840790016,8346394624,2.4,2.2,2.6,957231104,8126898176
0.011,48230400,0.23,145276928,3.7,3,4.4,840531968,8346394624,2.9,3,2.8,956973056,8126898176
0.61,48230400,0.24,145276928,6.8,7.6,6,841027584,8346394624,2.1,2.4,1.8,955478016,8126898176
4.1,48148480,0.58,145432576,6.2,6.2,6.2,826576896,8346394624,4,4.4,3.6,955125760,8126898176
8.2,48357376,1.6,145338368,12,13,11,825344000,8346394624,19,19,19,955695104,8126898176
9.1,48508928,3.6,145506304,39,40,38,829919232,8346394624,31,32,31,955842560,8126898176
8.7,47890432,4,145285120,32,31,33,836337664,8346394624,25,25,25,956440576,8126898176
9,47890432,3.2,145465344,21,23,19,836476928,8346394624,33,33,33,957472768,8126898176
11,47890432,3.1,145514496,29,29,30,837844992,8346394624,33,34,33,957927424,8126898176
11,43634688,3.1,145588224,30,34,27,839389184,8346394624,25,25,26,957968384,8126898176
8.9,44101632,3.4,145506304,23,20,26,837525504,8346394624,33,34,32,957214720,8126898176
7.1,44101632,3.6,145559552,26,27,26,836136960,8346394624,35,36,35,955424768,8126898176
8.1,44105728,3.2,145596416,30,29,30,836284416,8346394624,25,25,25,956534784,8126898176
9.1,44126208,3.2,145846272,20,25,15,836198400,8346394624,35,35,34,957521920,8126898176
7.8,44126208,3.4,145760256,26,27,25,847212544,8346394624,34,35,34,958517248,8126898176
8.1,44126208,2.9,145879040,29,28,30,837259264,8346394624,25,25,24,958152704,8126898176
8.2,44126208,3.6,145936384,24,22,25,837689344,8346394624,32,32,32,958627840,8126898176
9,44126208,4.7,145977344,27,23,31,838418432,8346394624,36,36,37,958271488,8126898176
9,44126208,3.6,146001920,26,26,27,838574080,8346394624,25,25,26,958701568,8126898176
7.6,44335104,3.2,146063360,24,22,26,837771264,8346394624,31,31,31,958668800,8126898176
9.2,44482560,3.7,145973248,25,24,26,836538368,8346394624,34,35,34,964780032,8126898176
8,44482560,3.2,146149376,31,33,28,838754304,8346394624,25,25,25,961388544,8126898176
9.7,45211648,3.3,146067456,23,24,22,837627904,8346394624,31,31,30,961437696,8126898176
12,45592576,3.4,146247680,29,24,33,842031104,8346394624,37,37,37,961499136,8126898176
11,46198784,3.9,146186240,30,30,30,840433664,8346394624,25,25,24,961589248,8126898176
10,46706688,3.6,146186240,26,29,23,841060352,8346394624,31,30,31,961949696,8126898176
9.2,47271936,3.6,146243584,26,29,22,841830400,8346394624,36,36,36,962564096,8126898176
9.2,47640576,4.3,146300928,31,28,34,842366976,8346394624,26,26,27,964325376,8126898176
8.2,48095232,3.9,146214912,24,25,23,842772480,8346394624,29,29,29,964022272,8126898176
7.5,48001024,3.3,146317312,24,26,22,843698176,8346394624,36,37,35,965111808,8126898176
8.3,48082944,3.4,146448384,27,32,21,844484608,8346394624,25,25,25,967622656,8126898176
7.3,48082944,3.7,146518016,24,26,21,842694656,8346394624,30,30,30,967892992,8126898176
3.2,48140288,2.7,146681856,20,27,12,843456512,8346394624,22,22,22,969232384,8126898176
0.37,48140288,1.2,146518016,6.8,5.4,8.2,843669504,8346394624,2.5,3,2,969195520,8126898176
0.01,48140288,0.37,146452480,4.3,4,4.6,842321920,8346394624,2.9,2.6,3.2,969195520,8126898176
0.0098,48140288,0.25,146452480,3.5,4.6,2.4,842321920,8346394624,2.4,2.8,2,967905280,8126898176
0.01,48140288,0.23,146452480,4.4,4,4.8,842321920,8346394624,2.9,2.8,3,967905280,8126898176
0.01,48140288,0.24,146546688,4,3.8,4.2,842047488,8346394624,2.2,2,2.4,967389184,8126898176
1,48140288,0.27,146452480,4.3,5,3.6,842010624,8346394624,3.1,3.2,3,966864896,8126898176
4.4,48164864,0.81,146595840,12,12,11,827187200,8346394624,4.1,3.8,4.4,966328320,8126898176
8,48267264,2,146481152,26,25,27,829288448,8346394624,28,28,27,966340608,8126898176
10,48402432,4,146743296,34,38,31,833392640,8346394624,31,32,29,966676480,8126898176
10,45588480,4.3,146620416,26,29,24,833966080,8346394624,39,38,39,971501568,8126898176
11,45588480,3.7,146677760,29,32,25,833404928,8346394624,41,41,42,970162176,8126898176
13,45780992,3.9,146599936,33,32,35,835092480,8346394624,29,30,29,969138176,8126898176
11,45785088,3.4,146731008,30,31,28,834502656,8346394624,36,36,35,968597504,8126898176
10,43606016,3.2,146579456,30,29,31,831741952,8346394624,40,40,40,969093120,8126898176
9.8,43606016,3.4,146878464,31,28,34,832102400,8346394624,27,27,27,969875456,8126898176
7.9,43606016,3.5,146792448,24,27,22,832176128,8346394624,35,35,34,969814016,8126898176
8.6,43606016,2.8,146911232,27,30,23,832069632,8346394624,41,41,41,969797632,8126898176
8.3,43606016,3,146980864,29,26,33,836210688,8346394624,29,29,29,979529728,8126898176
9.1,43745280,3.5,147189760,28,25,30,835428352,8346394624,34,35,33,976756736,8126898176
9,43778048,3.9,147251200,26,22,30,835788800,8346394624,40,41,40,972574720,8126898176
8.8,43786240,3.7,147369984,30,30,30,837001216,8346394624,31,32,31,973508608,8126898176
9.4,43913216,4.2,147353600,25,26,24,837517312,8346394624,33,33,33,974290944,8126898176
7.4,43921408,4,147480576,26,26,27,837943296,8346394624,43,43,43,975962112,8126898176
7.8,43925504,3.6,147677184,30,26,34,837623808,8346394624,29,29,29,975568896,8126898176
9.5,44232704,3.7,147357696,28,25,31,840441856,8346394624,35,35,35,975798272,8126898176
9.8,44601344,3,147398656,26,26,27,840196096,8346394624,41,41,41,978665472,8126898176
9.8,45068288,3.4,147800064,32,33,30,841990144,8346394624,33,33,33,977788928,8126898176
11,45764608,4.1,147873792,28,32,23,838922240,8346394624,35,36,34,978653184,8126898176
9.7,46161920,4.2,147857408,28,30,26,840282112,8346394624,40,40,40,978677760,8126898176
9.2,46768128,3.6,147894272,30,32,29,843788288,8346394624,29,29,29,977973248,8126898176
9.4,47091712,3.6,147857408,29,33,24,842432512,8346394624,33,33,34,978444288,8126898176
8.8,47296512,3.4,148017152,25,29,21,842850304,8346394624,39,39,39,975400960,8126898176
7.3,47296512,2.5,148107264,29,26,32,843104256,8346394624,31,31,31,974938112,8126898176
8.5,47296512,3.8,148291584,27,27,27,844623872,8346394624,34,35,34,975163392,8126898176
8.3,47312896,3.7,148250624,26,31,22,846245888,8346394624,36,36,35,975278080,8126898176
2.5,47312896,2.1,148275200,21,16,26,845176832,8346394624,14,13,15,974962688,8126898176
0.087,47312896,1.1,148385792,5.7,5.4,6,844910592,8346394624,2.3,2,2.6,975990784,8126898176
0.011,47312896,0.2,148279296,4.2,4.4,4,845443072,8346394624,2.8,2.8,2.8,975863808,8126898176
0.011,47312896,0.21,148279296,3.6,3.4,3.8,844668928,8346394624,2.3,2.2,2.4,974700544,8126898176
0.011,47312896,0.24,148279296,4.1,5,3.2,844677120,8346394624,2.7,2.8,2.6,974700544,8126898176
0.011,47312896,0.24,148279296,3.8,3,4.6,844419072,8346394624,2.2,2.4,2,974442496,8126898176
0.01,47312896,0.23,148279296,4.2,3.6,4.8,845791232,8346394624,2.8,2.8,2.8,973668352,8126898176
0.011,47312896,0.22,148148224,9,10,7.6,822878208,8346394624,2.1,1.8,2.4,973406208,8126898176
0.013,47312896,0.24,148148224,4.2,3.8,4.6,822878208,8346394624,3.3,3.2,3.4,972890112,8126898176
