Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
12,46718976,4.4,103653376,27,26,27,833335296,8346394624,24,24,23,935317504,8126898176
12,46739456,4.7,103464960,24,23,24,833884160,8346394624,25,25,25,942596096,8126898176
9.8,46739456,3.6,103641088,21,22,21,833220608,8346394624,24,24,24,942063616,8126898176
8.3,46739456,3.3,103456768,23,23,24,833867776,8346394624,24,24,25,942641152,8126898176
8,46747648,2.8,103489536,24,26,22,835035136,8346394624,22,22,22,943181824,8126898176
7.6,46911488,2.6,103661568,17,19,15,835014656,8346394624,25,25,25,943276032,8126898176
5.5,47108096,2.8,103821312,22,18,27,835059712,8346394624,23,23,22,942424064,8126898176
2,47108096,2,103620608,11,13,9.6,835559424,8346394624,11,11,10,942649344,8126898176
0.13,47108096,0.83,103620608,5.9,5.4,6.4,835809280,8346394624,2.3,2.6,2,943165440,8126898176
0.013,47108096,0.23,103718912,4,4.4,3.6,835551232,8346394624,3.2,3.2,3.2,942133248,8126898176
0.011,47108096,0.25,103620608,4.2,4,4.4,836640768,8346394624,2.3,2,2.6,941617152,8126898176
0.0056,47108096,0.27,103620608,3.6,4.2,3,836640768,8346394624,3.5,3.2,3.8,941772800,8126898176
0.0062,47108096,0.58,103587840,4.7,4.6,4.8,836640768,8346394624,2.8,2.8,2.8,941256704,8126898176
2.1,47239168,0.63,103587840,3.9,4.2,3.6,836636672,8346394624,3.4,3.2,3.6,940699648,8126898176
8.2,39477248,1.4,103854080,11,11,11,836747264,8346394624,4.7,4.8,4.6,940666880,8126898176
12,40910848,2.6,103661568,21,22,20,826048512,8346394624,29,29,28,940576768,8126898176
10,41299968,3.1,103833600,24,22,25,828387328,8346394624,31,31,32,941219840,8126898176
9.6,41304064,3.6,103768064,25,23,27,828338176,8346394624,24,25,24,941973504,8126898176
9.6,41349120,3.7,103944192,24,23,25,828276736,8346394624,26,26,26,942501888,8126898176
11,41627648,3.5,103596032,21,19,22,827817984,8346394624,33,33,33,942391296,8126898176
10,41660416,3.8,103657472,28,23,33,829247488,8346394624,25,25,25,942399488,8126898176
11,42184704,3.8,103813120,25,24,26,831451136,8346394624,26,26,26,942870528,8126898176
12,42250240,3.2,103858176,21,18,25,833810432,8346394624,31,31,31,943427584,8126898176
10,42594304,3.1,103903232,29,28,29,832331776,8346394624,26,27,26,943976448,8126898176
11,42651648,3.8,104013824,24,24,23,830570496,8346394624,25,25,25,944418816,8126898176
11,42803200,4,103931904,20,20,21,830951424,8346394624,33,33,33,944463872,8126898176
9.6,43102208,3.2,104103936,29,26,31,827617280,8346394624,27,26,27,945438720,8126898176
11,43130880,3.3,104239104,25,26,24,827080704,8346394624,26,26,26,944627712,8126898176
9.4,43216896,3.8,104165376,20,19,21,827748352,8346394624,30,30,30,944844800,8126898176
10,43462656,3.6,104411136,25,22,27,827691008,8346394624,29,30,29,944865280,8126898176
9.9,43864064,3.3,104591360,26,26,25,828399616,8346394624,26,26,26,945606656,8126898176
8.7,43966464,3.2,104652800,19,18,21,828497920,8346394624,34,34,34,945569792,8126898176
9.8,44355584,3.3,104435712,26,26,26,828964864,8346394624,28,27,28,945344512,8126898176
11,44781568,3.5,104529920,26,25,26,830054400,8346394624,26,25,26,946294784,8126898176
11,45043712,4,104595456,22,20,24,827531264,8346394624,31,30,31,945975296,8126898176
10,45682688,4.5,104923136,27,25,29,827654144,8346394624,28,28,29,946536448,8126898176
9.7,45920256,4.7,104878080,26,24,28,829255680,8346394624,26,26,26,946483200,8126898176
10,46010368,4.9,104955904,21,21,21,829861888,8346394624,34,33,34,947748864,8126898176
11,46010368,3.8,105005056,29,28,30,828268544,8346394624,27,27,27,947003392,8126898176
9.1,46010368,3.2,105209856,24,25,23,829165568,8346394624,24,24,25,947245056,8126898176
8.1,46010368,3.4,105246720,19,20,17,828076032,8346394624,31,31,31,947417088,8126898176
7.4,46088192,3.1,105373696,24,24,23,828649472,8346394624,27,27,27,947658752,8126898176
4.4,46247936,2.6,105402368,23,23,23,829095936,8346394624,23,24,22,947503104,8126898176
0.9,46247936,1.6,105496576,7.8,8.8,6.8,828928000,8346394624,7.8,8,7.6,947654656,8126898176
0.013,46247936,0.75,105377792,5.4,4.2,6.6,829173760,8346394624,2.3,2.2,2.4,947916800,8126898176
0.012,46247936,0.31,105455616,4.2,4.8,3.6,829181952,8346394624,2.8,2.8,2.8,947658752,8126898176
0.01,46247936,0.29,105373696,3.6,3,4.2,828923904,8346394624,2.1,2,2.2,947142656,8126898176
0.0055,46247936,0.2,105390080,4.4,4,4.8,829173760,8346394624,3.9,3,4.8,946335744,8126898176
0.12,46247936,0.57,105447424,3.8,4.4,3.2,829173760,8346394624,2.3,2.2,2.4,946077696,8126898176
3,45707264,0.77,105459712,5.5,5.8,5.2,828903424,8346394624,4,4.2,3.8,945807360,8126898176
7.8,45817856,1.7,105500672,11,11,12,830017536,8346394624,15,15,14,945983488,8126898176
8.2,45817856,3.1,105422848,25,27,23,828616704,8346394624,34,34,34,945500160,8126898176
9.1,45834240,3.1,105455616,26,28,24,829038592,8346394624,26,26,26,948854784,8126898176
11,45834240,3.6,105660416,23,26,20,830251008,8346394624,31,31,30,948207616,8126898176
11,45842432,4,105582592,25,24,25,830984192,8346394624,36,37,36,949223424,8126898176
11,45842432,3.5,105746432,29,28,29,829898752,8346394624,27,28,27,948740096,8126898176
11,40988672,3.6,105795584,27,30,23,830312448,8346394624,33,33,32,949825536,8126898176
11,41488384,3.5,106135552,23,22,23,825233408,8346394624,36,35,36,950476800,8126898176
8.7,41488384,3.5,105783296,28,30,26,824819712,8346394624,26,26,26,950931456,8126898176
8.4,41635840,3.7,106074112,23,18,28,826671104,8346394624,32,32,31,951025664,8126898176
8.4,41738240,3.6,106102784,22,22,22,828235776,8346394624,32,32,32,951480320,8126898176
7.7,41816064,3.4,106020864,26,23,29,830656512,8346394624,29,29,29,951668736,8126898176
8.9,42184704,3.5,106209280,28,33,22,830218240,8346394624,30,31,30,951119872,8126898176
9.4,42508288,3.8,106127360,22,20,24,830857216,8346394624,33,33,33,951328768,8126898176
9.8,42594304,3.5,106172416,28,30,25,831369216,8346394624,27,27,27,951296000,8126898176
9.8,43085824,3.5,106180608,26,27,24,829444096,8346394624,31,31,31,951631872,8126898176
8.7,43433984,3.5,106135552,21,23,19,829370368,8346394624,33,33,33,952025088,8126898176
7.6,43749376,3.5,106323968,27,23,31,830791680,8346394624,30,30,29,952598528,8126898176
9.2,44355584,3.9,106250240,28,29,26,833945600,8346394624,32,31,32,952135680,8126898176
10,44908544,3.6,106459136,22,17,27,834347008,8346394624,34,34,34,952778752,8126898176
10,45563904,3.5,106651648,30,33,27,835465216,8346394624,28,28,28,952197120,8126898176
12,46166016,4.4,106708992,27,30,24,835301376,8346394624,31,30,32,952565760,8126898176
11,46587904,4.6,107040768,22,20,24,835371008,8346394624,32,32,32,952545280,8126898176
8.9,47185920,4.8,107286528,28,26,31,835780608,8346394624,30,31,30,953090048,8126898176
8,46903296,4.1,107372544,27,28,26,838111232,8346394624,29,29,28,953413632,8126898176
7.2,46903296,2.9,107864064,20,24,17,836710400,8346394624,31,31,32,953339904,8126898176
6.6,46903296,2.8,107778048,28,30,25,837906432,8346394624,28,28,28,953896960,8126898176
6.9,46903296,3.1,107720704,24,21,27,837050368,8346394624,29,29,29,954208256,8126898176
3.8,46903296,2.6,107872256,19,16,21,836706304,8346394624,29,29,29,954150912,8126898176
0.52,46903296,1.3,107876352,9,8,10,836476928,8346394624,2.9,2.6,3.2,953917440,8126898176
0.013,46903296,0.42,107876352,6.4,7.8,5,836247552,8346394624,2.7,2.6,2.8,954175488,8126898176
0.012,46903296,0.29,107970560,3.8,4.2,3.4,835743744,8346394624,3,2.8,3.2,953917440,8126898176
0.01,46903296,0.24,107880448,4.2,4.6,3.8,835723264,8346394624,2,2.4,1.6,953659392,8126898176
0.01,46903296,0.26,107880448,3.8,4.2,3.4,835981312,8346394624,3.9,3.8,4,953266176,8126898176
0.8,46903296,0.68,107847680,4.5,4.2,4.8,835915776,8346394624,2.5,3,2,952750080,8126898176
3.9,46497792,1.2,108060672,6.3,5.4,7.2,835866624,8346394624,4.1,4,4.2,952721408,8126898176
7.5,46870528,2,107974656,19,18,20,829882368,8346394624,27,27,27,954761216,8126898176
9.2,47017984,3.1,108081152,30,25,34,832983040,8346394624,28,28,28,973058048,8126898176
11,47026176,3.3,108113920,24,25,24,832729088,8346394624,33,34,33,975134720,8126898176
11,47026176,3.4,108167168,27,24,30,834121728,8346394624,40,41,40,976355328,8126898176
9.7,47042560,4,108224512,29,30,28,834826240,8346394624,28,28,29,970178560,8126898176
9.3,47046656,4,108027904,26,28,25,837787648,8346394624,35,35,34,969400320,8126898176
10,41734144,3.6,107950080,25,22,27,845385728,8346394624,38,37,38,969576448,8126898176
9.7,42225664,3.4,108126208,30,33,27,838782976,8346394624,31,31,31,970067968,8126898176
9,42225664,3.2,108302336,26,30,22,842563584,8346394624,34,34,34,970162176,8126898176
8.9,42225664,3.7,108425216,22,25,20,844623872,8346394624,38,38,38,968957952,8126898176
9.2,42225664,4.2,108503040,30,30,30,848678912,8346394624,30,30,31,968585216,8126898176
9.4,42225664,3.9,108621824,26,24,29,851714048,8346394624,37,37,37,968810496,8126898176
8.1,42225664,3.1,108396544,23,23,23,855097344,8346394624,38,38,38,968785920,8126898176
8.1,42352640,3.5,108699648,32,27,37,858476544,8346394624,31,31,30,968843264,8126898176
8.6,42414080,3.9,108744704,27,26,28,861429760,8346394624,34,34,34,970178560,8126898176
8.8,42643456,3.9,108806144,23,19,26,864518144,8346394624,38,38,38,970022912,8126898176
8.6,42991616,4.1,108724224,31,26,35,867475456,8346394624,31,31,31,970915840,8126898176
8.9,43646976,3.8,111149056,27,25,28,872267776,8346394624,33,33,33,971874304,8126898176
9.4,43905024,3.5,111063040,23,20,26,874844160,8346394624,38,38,38,972996608,8126898176
10,44511232,3.8,111390720,34,30,38,878366720,8346394624,31,31,30,972402688,8126898176
12,45203456,4.5,111452160,28,27,29,883335168,8346394624,33,33,33,973033472,8126898176
11,45830144,4.4,111808512,24,18,30,825794560,8346394624,39,38,39,974147584,8126898176
9.6,46235648,4.7,111738880,43,43,43,825819136,8346394624,34,34,33,973996032,8126898176
8.3,46424064,4.5,111722496,31,29,33,826916864,8346394624,31,32,31,973680640,8126898176
7.8,46858240,3.7,111771648,23,28,17,826994688,8346394624,38,38,37,974458880,8126898176
8.6,46764032,3.5,111915008,33,34,32,825729024,8346394624,32,31,32,974512128,8126898176
7.9,46764032,3.2,111955968,28,26,30,826855424,8346394624,31,31,31,974475264,8126898176
5.4,46764032,2.9,112103424,21,17,24,826159104,8346394624,36,37,36,975441920,8126898176
2.3,46764032,2.3,112119808,26,33,20,826466304,8346394624,23,24,23,975339520,8126898176
0.28,46764032,1.1,112140288,3.1,3.8,2.4,827428864,8346394624,2.2,2,2.4,974200832,8126898176
0.013,46764032,0.28,112140288,4.5,5,4,826646528,8346394624,2.6,2.8,2.4,973942784,8126898176
0.012,46764032,0.24,112246784,5.6,4.2,7,826617856,8346394624,2.4,2.4,2.4,974974976,8126898176
0.01,46764032,0.26,112140288,4.4,4.2,4.6,827650048,8346394624,2.8,2.4,3.2,974974976,8126898176
0.0056,46764032,0.22,112140288,3.4,4,2.8,826617856,8346394624,3.1,3.2,3,974315520,8126898176
0.012,46764032,0.64,112201728,4.3,3.8,4.8,826875904,8346394624,2.8,2.4,3.2,973541376,8126898176
0.018,46764032,0.64,112201728,3.8,3.2,4.4,826875904,8346394624,2.3,2,2.6,973025280,8126898176
0.0074,46764032,0.22,112201728,4.7,4.8,4.6,826867712,8346394624,2.8,3,2.6,972509184,8126898176
0.99,37801984,0.22,112308224,5.2,6.4,4,826335232,8346394624,2.2,2.4,2,972251136,8126898176
0.99,37654528,0.26,112201728,5.3,6,4.6,817496064,8346394624,2.8,2.6,3,971735040,8126898176
0.0064,37654528,0.25,112308224,5.3,5,5.6,814546944,8346394624,2.5,2,3,971218944,8126898176
0.95,37797888,0.23,112201728,5.1,5.2,5,814546944,8346394624,3,2.6,3.4,970698752,8126898176
5,38719488,0.65,112308224,7.6,9,6.2,815030272,8346394624,3.7,3.2,4.2,970674176,8126898176
7.5,39055360,1.7,112357376,13,11,14,816140288,8346394624,7.7,7.4,8,970620928,8126898176
5.8,39297024,2,112123904,14,12,15,817336320,8346394624,7.9,7.8,8,970555392,8126898176
6.5,39579648,1.8,112017408,11,11,11,817336320,8346394624,6.9,7,6.8,970764288,8126898176
7.2,39952384,1.8,112173056,10,9.8,11,818028544,8346394624,8.1,8.4,7.8,970719232,8126898176
5.6,40214528,2.3,112263168,11,11,11,818724864,8346394624,8,8.4,7.6,970420224,8126898176
5.8,40226816,2.4,112164864,11,12,10,818921472,8346394624,7.6,7.6,7.6,970567680,8126898176
5.5,40321024,1.9,112185344,11,9.2,12,820158464,8346394624,8.2,8,8.4,970756096,8126898176
6.8,40452096,2.1,112361472,13,12,14,820043776,8346394624,8,7.8,8.2,970694656,8126898176
6.8,40525824,2.2,112390144,14,14,13,820224000,8346394624,8.1,8.4,7.8,970637312,8126898176
5.4,40710144,2.1,112541696,12,12,11,820887552,8346394624,7.7,7.4,8,966959104,8126898176
6.4,40828928,1.9,112431104,9.9,9.6,10,820113408,8346394624,8.1,8,8.2,967159808,8126898176
6.6,41058304,2,112467968,13,14,12,820219904,8346394624,7.4,7.2,7.6,967352320,8126898176
5.8,41025536,1.9,112488448,11,12,10,820142080,8346394624,8.8,9.2,8.4,967290880,8126898176
4.9,41295872,1.9,112254976,11,12,11,821145600,8346394624,7,6.8,7.2,967745536,8126898176
5,41279488,2.1,112275456,11,13,9.2,820559872,8346394624,7.6,7.4,7.8,967438336,8126898176
4.9,41652224,2,112439296,10,9.6,11,820768768,8346394624,8.1,8.2,8,967122944,8126898176
4.3,41795584,2.4,112402432,9.7,9.8,9.6,820723712,8346394624,7.3,7.4,7.2,967069696,8126898176
4.7,41746432,2.1,112422912,9.5,8.6,10,821157888,8346394624,7.2,7.4,7,967221248,8126898176
5.6,42184704,1.8,112316416,9.9,9.2,11,821334016,8346394624,6.7,6.2,7.2,967426048,8126898176
5.4,42184704,1.8,112336896,11,11,12,822792192,8346394624,8.5,8,9,966598656,8126898176
5.3,42381312,1.8,112361472,11,12,11,824258560,8346394624,7.5,7.8,7.2,966533120,8126898176
5,42328064,1.7,112377856,9.1,9.8,8.4,822595584,8346394624,6.1,6.2,6,966447104,8126898176
4.7,42356736,1.8,112529408,10,10,10,823046144,8346394624,8.5,8.4,8.6,967417856,8126898176
5.3,42356736,1.8,112357376,9.4,9.6,9.2,823181312,8346394624,7,7.4,6.6,966836224,8126898176
5.6,41197568,2,112521216,11,10,11,823279616,8346394624,7.1,6.8,7.4,966529024,8126898176
5.7,41943040,2.3,112541696,11,11,11,822427648,8346394624,8.7,9.2,8.2,966717440,8126898176
5.3,42061824,1.8,112250880,10,12,9,823648256,8346394624,7.6,7,8.2,967696384,8126898176
3.8,42078208,1.7,112447488,9.6,10,9,824168448,8346394624,6.7,5.8,7.6,966778880,8126898176
1.7,42078208,2,112410624,8.5,7.6,9.4,823623680,8346394624,5.8,5.8,5.8,966746112,8126898176
0.17,42078208,1.3,112414720,4.2,4.4,4,823365632,8346394624,2.6,3,2.2,967000064,8126898176
0.01,42078208,0.28,112414720,4.2,4,4.4,823656448,8346394624,2.6,2.8,2.4,966742016,8126898176
0.01,42078208,0.25,112500736,5.9,6.2,5.6,823627776,8346394624,2.3,2.2,2.4,966483968,8126898176
0.007,42078208,0.27,112414720,4.4,4.8,4,823857152,8346394624,2.7,2.8,2.6,966483968,8126898176
0.012,42078208,0.28,112365568,3.8,3.4,4.2,821059584,8346394624,2.3,2.4,2.2,962355200,8126898176
0.67,42098688,0.26,112152576,4.4,4.2,4.6,820285440,8346394624,2.9,2.6,3.2,962351104,8126898176
3.5,42868736,0.58,112443392,6.2,5.8,6.6,821067776,8346394624,3.2,3.4,3,962334720,8126898176
5.4,43134976,1.5,112279552,12,12,12,821207040,8346394624,9.7,9.8,9.6,962502656,8126898176
5,43134976,2,112455680,12,10,14,820965376,8346394624,11,11,11,962555904,8126898176
4.4,43134976,1.9,112349184,11,10,12,821129216,8346394624,11,11,11,962707456,8126898176
4.4,43134976,1.8,112398336,12,11,14,820604928,8346394624,9.1,8,10,963317760,8126898176
5,43266048,2.4,112631808,10,10,11,820633600,8346394624,10,10,10,962699264,8126898176
5,43380736,2.4,112656384,11,8.6,13,820981760,8346394624,12,12,12,962863104,8126898176
5.3,43302912,1.7,112168960,12,11,14,819978240,8346394624,9.1,8.8,9.4,964136960,8126898176
6.2,43372544,1.8,112250880,14,17,12,819138560,8346394624,11,11,11,963457024,8126898176
7.1,43458560,2.1,112283648,13,12,14,820772864,8346394624,13,13,13,964636672,8126898176
6.6,43761664,2.4,112640000,12,13,11,819810304,8346394624,9.7,9.6,9.8,964034560,8126898176
5.7,43548672,2.2,112541696,13,11,14,819867648,8346394624,11,11,12,964452352,8126898176
5.5,43683840,1.8,112697344,12,12,12,820129792,8346394624,12,12,12,964599808,8126898176
5.2,43692032,1.8,112594944,13,13,12,820727808,8346394624,10,10,10,964775936,8126898176
4.6,43708416,2,112746496,13,13,13,821682176,8346394624,11,11,11,964939776,8126898176
5,43806720,1.9,112640000,11,12,9.6,822513664,8346394624,12,13,12,965369856,8126898176
5.1,43872256,1.9,112640000,12,11,12,822804480,8346394624,9.4,9.2,9.6,965804032,8126898176
4,43933696,2.4,112697344,11,9.8,12,824143872,8346394624,13,13,12,966189056,8126898176
4.5,43945984,2.4,112791552,9.9,10,9.4,824672256,8346394624,12,12,12,967380992,8126898176
5.3,43966464,2,112807936,12,12,13,825749504,8346394624,8.8,8.6,9,967561216,8126898176
4.8,43438080,1.9,112697344,13,12,13,826007552,8346394624,12,12,12,966955008,8126898176
4.2,43438080,1.7,112721920,12,13,11,823902208,8346394624,12,12,12,967372800,8126898176
4.5,43438080,1.6,112873472,12,13,11,824463360,8346394624,9.7,10,9.2,966987776,8126898176
5,43438080,1.9,112893952,12,13,11,824913920,8346394624,11,11,12,967221248,8126898176
4.5,43442176,1.9,112979968,9.7,9.4,10,824066048,8346394624,12,12,13,967303168,8126898176
5.2,43442176,2,113004544,13,14,12,823721984,8346394624,9.8,10,9.2,967229440,8126898176
4.9,43442176,2,112803840,13,12,13,824872960,8346394624,11,11,10,967368704,8126898176
4.5,43442176,1.8,112824320,10,11,10,823697408,8346394624,12,12,12,966774784,8126898176
3.9,43442176,2.2,113557504,11,9.2,13,823951360,8346394624,9,9.2,8.8,967974912,8126898176
1.6,43442176,2.2,113553408,9.1,7.2,11,824524800,8346394624,9,8.4,9.6,968081408,8126898176
0.35,43442176,1.2,113553408,3.7,4,3.4,824262656,8346394624,2.6,2.6,2.6,968331264,8126898176
0.012,43442176,0.34,113553408,4.3,4.6,4,824254464,8346394624,2.8,3,2.6,967815168,8126898176
0.015,43442176,0.25,113651712,5.7,5.8,5.6,824221696,8346394624,2.2,2,2.4,967811072,8126898176
0.0095,43442176,0.27,113557504,4.8,4.8,4.8,825028608,8346394624,2.9,3,2.8,967811072,8126898176
0.0099,43442176,0.23,113655808,3.4,3.6,3.2,824254464,8346394624,2.5,2.2,2.8,967811072,8126898176
0.7,43442176,0.23,113557504,4.4,4.8,4,823988224,8346394624,2.9,2.6,3.2,967553024,8126898176
2.5,43446272,0.41,113565696,5.7,5.4,6,824225792,8346394624,3,3.2,2.8,968052736,8126898176
4.5,43446272,1.3,113610752,11,8.6,13,824471552,8346394624,11,12,11,967417856,8126898176
5,43446272,1.8,113500160,15,15,14,826085376,8346394624,12,12,12,967573504,8126898176
4.4,43483136,1.8,113528832,11,9,14,825565184,8346394624,15,15,15,967696384,8126898176
5,43483136,1.8,113557504,13,15,10,825348096,8346394624,14,15,14,968339456,8126898176
4.4,43483136,2.1,113496064,16,15,17,823451648,8346394624,13,12,13,968450048,8126898176
4.1,43483136,2.2,113664000,11,12,10,824385536,8346394624,14,13,14,969109504,8126898176
4.8,43483136,1.7,113553408,12,13,12,824201216,8346394624,15,15,15,970055680,8126898176
6.5,43487232,1.8,113586176,18,18,18,823508992,8346394624,11,11,11,969318400,8126898176
6.8,43528192,2.1,113610752,13,14,13,824221696,8346394624,15,15,15,969719808,8126898176
6.2,43528192,2.2,113750016,13,13,14,824799232,8346394624,16,16,15,969904128,8126898176
6.3,43544576,2.2,113905664,15,14,15,825856000,8346394624,12,12,12,969998336,8126898176
5.5,43560960,1.8,113795072,12,12,13,826707968,8346394624,15,14,15,970100736,8126898176
5.1,43630592,1.9,113954816,14,15,14,828452864,8346394624,16,16,16,970248192,8126898176
4.2,43692032,1.9,113819648,17,17,17,827588608,8346394624,13,13,13,970633216,8126898176
5.3,44019712,1.8,113848320,12,15,9,827023360,8346394624,14,14,14,970739712,8126898176
5.3,44183552,2.1,113876992,14,14,13,826929152,8346394624,16,16,17,971399168,8126898176
3.9,44175360,2.3,113803264,13,12,14,827666432,8346394624,12,13,12,971112448,8126898176
4.2,44277760,1.9,114077696,13,11,14,827346944,8346394624,14,13,14,970530816,8126898176
4.9,44560384,1.6,114102272,13,12,13,827613184,8346394624,17,17,17,970850304,8126898176
5,44560384,1.8,114003968,16,17,14,828194816,8346394624,11,11,11,971255808,8126898176
6.7,45068288,1.7,114024448,15,15,15,828723200,8346394624,14,15,14,971399168,8126898176
6.6,44826624,1.8,113983488,14,14,13,829181952,8346394624,15,15,16,971509760,8126898176
4.7,44826624,1.8,114130944,14,14,14,829706240,8346394624,11,11,11,971919360,8126898176
4.4,44826624,1.9,114106368,14,13,15,829030400,8346394624,15,15,15,971776000,8126898176
5.4,44986368,1.9,114249728,15,12,18,828698624,8346394624,16,15,16,972402688,8126898176
5.9,45039616,2,114098176,16,15,17,828870656,8346394624,13,13,13,972550144,8126898176
4.8,45039616,2.2,114122752,13,12,13,828993536,8346394624,14,14,14,972181504,8126898176
3.6,45039616,1.7,114290688,12,11,13,830070784,8346394624,16,16,16,972525568,8126898176
1.8,45039616,1.7,114159616,12,12,11,829915136,8346394624,12,12,12,972697600,8126898176
0.51,45039616,1.2,114212864,5.2,4.6,5.8,829911040,8346394624,3.1,3.2,3,972140544,8126898176
0.007,45039616,0.4,114212864,4.2,4.8,3.6,829911040,8346394624,2.4,2.8,2,972140544,8126898176
0.015,45039616,0.23,114323456,5.9,6.6,5.2,830480384,8346394624,2.7,2.8,2.6,972140544,8126898176
0.0095,45039616,0.23,114212864,4.3,4.2,4.4,830238720,8346394624,2.3,2.6,2,972140544,8126898176
0.0047,45039616,0.24,114323456,4,4.6,3.4,830238720,8346394624,2.7,2.6,2.8,971882496,8126898176
0.17,45039616,0.23,114212864,4.3,4,4.6,830230528,8346394624,2.2,2,2.4,971366400,8126898176
2.3,45649920,0.42,114454528,5.2,5,5.4,830214144,8346394624,4,3.8,4.2,971354112,8126898176
4.5,45780992,1.2,114372608,9.5,8.8,10,830373888,8346394624,13,13,13,971247616,8126898176
4.7,45780992,1.8,114290688,18,19,17,831721472,8346394624,15,15,14,971124736,8126898176
4.4,45780992,1.8,114307072,16,18,14,827756544,8346394624,15,15,16,972042240,8126898176
4.5,45780992,1.8,114573312,12,13,11,827518976,8346394624,20,20,20,971816960,8126898176
4.8,45780992,2.2,114470912,15,16,15,828297216,8346394624,17,17,17,972161024,8126898176
4.1,45780992,2.3,114536448,15,13,16,827072512,8346394624,15,15,15,974331904,8126898176
4.2,45780992,2.1,114688000,12,11,13,827932672,8346394624,19,19,20,975212544,8126898176
6.6,45785088,2,114450432,17,18,16,829345792,8346394624,18,18,18,974569472,8126898176
7.9,45785088,2.1,114606080,17,16,18,831340544,8346394624,14,14,14,975421440,8126898176
7,45785088,2.2,114614272,13,12,15,832221184,8346394624,19,18,19,974991360,8126898176
7.1,45785088,2.1,114765824,17,17,17,830750720,8346394624,19,19,19,976375808,8126898176
7.1,45830144,2,114675712,17,17,17,832184320,8346394624,15,15,14,975712256,8126898176
5.8,44781568,2.2,114569216,15,14,16,830779392,8346394624,18,18,18,975863808,8126898176
4.8,45023232,1.9,114798592,18,16,20,831016960,8346394624,19,19,20,976396288,8126898176
5.4,45219840,2,114696192,16,15,16,831229952,8346394624,15,15,15,977289216,8126898176
5.5,45297664,2,114855936,14,13,16,830038016,8346394624,16,16,16,977371136,8126898176
5.4,45469696,2.2,114843648,15,12,17,830316544,8346394624,21,20,21,976326656,8126898176
4.9,45481984,2.2,114745344,17,15,20,831090688,8346394624,14,14,14,977743872,8126898176
4.1,45531136,1.7,114892800,14,15,12,830255104,8346394624,17,17,16,976789504,8126898176
5.3,41476096,1.9,114999296,15,17,14,836259840,8346394624,21,21,21,976887808,8126898176
6,41545728,2,115019776,18,18,18,826220544,8346394624,14,14,14,977002496,8126898176
4.8,41697280,1.9,115052544,14,16,13,826339328,8346394624,18,17,18,977092608,8126898176
5,41897984,1.9,115077120,15,15,16,828080128,8346394624,19,19,19,977182720,8126898176
6.2,42135552,1.8,115163136,17,17,17,829624320,8346394624,16,16,16,977817600,8126898176
6.2,42135552,2,115191808,17,18,15,826998784,8346394624,17,17,17,977432576,8126898176
5.8,40964096,2.4,115183616,16,16,15,826617856,8346394624,21,20,21,977473536,8126898176
5.8,41054208,2,115331072,17,15,19,825819136,8346394624,14,14,14,978374656,8126898176
5,41553920,2,115314688,15,16,15,826044416,8346394624,17,17,17,977428480,8126898176
2.6,41705472,2.1,115331072,13,9.4,16,827031552,8346394624,19,19,19,977752064,8126898176
0.54,41705472,1.3,115245056,8.8,8.2,9.4,827543552,8346394624,2.8,2.4,3.2,977735680,8126898176
0.018,41705472,0.45,115245056,4.1,3.8,4.4,827236352,8346394624,2.3,2,2.6,977477632,8126898176
0.0076,41705472,0.27,115339264,4.3,3.8,4.8,827236352,8346394624,3,2.8,3.2,977211392,8126898176
0.0094,41705472,0.24,115253248,6,7,5,826953728,8346394624,2.2,2.2,2.2,976695296,8126898176
0.015,41705472,0.26,115343360,4.7,4,5.4,826929152,8346394624,2.8,3,2.6,976695296,8126898176
0.2,41705472,0.28,115253248,3.2,4,2.4,826929152,8346394624,2.5,2.4,2.6,976695296,8126898176
2,41930752,0.32,115257344,5.4,5,5.8,827437056,8346394624,3.7,4,3.4,976941056,8126898176
4.6,42700800,1.1,115523584,7.1,7.6,6.6,828379136,8346394624,9.1,9.2,9,977592320,8126898176
5.2,42868736,1.9,115367936,18,19,17,827760640,8346394624,25,25,24,977043456,8126898176
4.6,42868736,2.2,115523584,17,20,15,828153856,8346394624,16,17,16,976486400,8126898176
4.6,42868736,2.3,115453952,17,17,17,826339328,8346394624,22,22,21,977678336,8126898176
4.9,42881024,2.4,115474432,13,15,12,827326464,8346394624,22,22,22,977182720,8126898176
5,42885120,2.5,115519488,18,17,19,828411904,8346394624,20,19,21,976994304,8126898176
4.5,42885120,2.2,115544064,16,14,18,830169088,8346394624,21,20,21,977612800,8126898176
5.9,42913792,1.9,115544064,14,13,15,830898176,8346394624,20,20,20,978157568,8126898176
8,42983424,2.2,115568640,24,24,25,830230528,8346394624,20,20,20,978452480,8126898176
6.8,43020288,2.3,115589120,18,18,19,830554112,8346394624,21,21,21,978251776,8126898176
5.7,43249664,2.2,115486720,15,15,14,830496768,8346394624,21,21,20,978825216,8126898176
5.7,43175936,2.1,115511296,20,20,20,831037440,8346394624,21,22,21,1006055424,8126898176
