"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","Avg Host CPU Usage","Host CPU 0 Usage","Host CPU 1 Usage","Host Mem Usage","Host Mem Total"
2022-01-13 11:37:50,39,71372800,25,120541184,71,73,69,1073115136,8346394624
2022-01-13 11:37:55,41,72966144,25,120725504,80,81,80,1074262016,8346394624
2022-01-13 11:38:00,45,74014720,23,120832000,80,80,79,1074397184,8346394624
2022-01-13 11:38:05,49,72433664,20,120905728,71,74,68,1073614848,8346394624
2022-01-13 11:38:10,45,72445952,22,120774656,78,78,79,1075015680,8346394624
2022-01-13 11:38:15,36,74022912,22,120737792,74,72,75,1076219904,8346394624
2022-01-13 11:38:20,39,72511488,21,120856576,71,69,74,1075404800,8346394624
2022-01-13 11:38:25,47,74129408,24,120762368,78,80,75,1077149696,8346394624
2022-01-13 11:38:30,46,72548352,22,120979456,78,77,80,1076584448,8346394624
2022-01-13 11:38:35,41,70942720,19,120995840,69,70,69,1074110464,8346394624
2022-01-13 11:38:40,30,70885376,16,120893440,57,59,56,1074655232,8346394624
2022-01-13 11:38:45,12,70909952,8.0,120983552,11,11,10,1074040832,8346394624
2022-01-13 11:38:50,1.8,70909952,0.60,120909824,4.2,3.8,4.6,1073737728,8346394624
2022-01-13 11:38:55,0.016,70909952,1.3,121126912,3.8,3.4,4.2,1073573888,8346394624
2022-01-13 11:39:00,0.015,70909952,1.3,120942592,7.5,7.2,7.8,1074114560,8346394624
2022-01-13 11:39:05,0.014,70909952,0.44,121028608,3.8,4.0,3.6,1073332224,8346394624
2022-01-13 11:39:10,0.021,70909952,0.45,120946688,4.5,4.6,4.4,1073299456,8346394624
2022-01-13 11:39:15,0.0081,70909952,0.40,121032704,3.7,3.8,3.6,1072541696,8346394624
2022-01-13 11:39:20,0.0092,70909952,0.41,120946688,4.2,4.8,3.6,1072533504,8346394624
2022-01-13 11:39:25,0.017,70909952,0.40,121032704,4.1,4.2,4.0,1073090560,8346394624
2022-01-13 11:39:30,0.017,70909952,0.38,120946688,5.8,6.4,5.2,1072214016,8346394624
2022-01-13 11:39:35,0.014,70909952,0.39,121032704,4.0,4.6,3.4,1071423488,8346394624
2022-01-13 11:39:40,0.014,70909952,0.39,121008128,3.9,4.2,3.6,1071038464,8346394624
2022-01-13 11:39:45,0.014,70909952,0.42,121020416,3.8,3.8,3.8,1070735360,8346394624
2022-01-13 11:39:50,0.019,70909952,0.39,120934400,3.8,3.6,4.0,1070235648,8346394624
2022-01-13 11:39:55,0.013,70909952,0.38,121020416,4.1,3.8,4.4,1070489600,8346394624
2022-01-13 11:40:00,0.0083,70909952,0.43,120823808,7.5,8.8,6.2,1050869760,8346394624
2022-01-13 11:40:05,12,54415360,3.2,120901632,19,18,20,1052573696,8346394624
2022-01-13 11:40:10,33,56922112,11,120692736,51,56,46,1055940608,8346394624
2022-01-13 11:40:15,45,58437632,15,120909824,53,53,54,1056636928,8346394624
2022-01-13 11:40:20,42,62365696,16,120971264,50,50,49,1061187584,8346394624
2022-01-13 11:40:25,36,63291392,16,121008128,52,49,56,1062301696,8346394624
2022-01-13 11:40:30,40,64880640,15,120950784,57,60,53,1063698432,8346394624
2022-01-13 11:40:35,38,65609728,18,120913920,53,53,53,1061752832,8346394624
2022-01-13 11:40:40,32,67137536,17,121061376,48,48,48,1064034304,8346394624
2022-01-13 11:40:45,30,67194880,14,120963072,47,46,48,1064108032,8346394624
2022-01-13 11:40:50,33,67248128,15,121044992,46,45,46,1064382464,8346394624
2022-01-13 11:40:55,37,66207744,20,121098240,51,50,52,1064050688,8346394624
2022-01-13 11:41:00,34,66318336,21,121069568,57,60,53,1061421056,8346394624
2022-01-13 11:41:05,33,66052096,15,121241600,46,44,48,1060741120,8346394624
2022-01-13 11:41:10,33,66072576,14,121143296,47,46,48,1060757504,8346394624
2022-01-13 11:41:15,31,66084864,15,121249792,49,51,46,1060704256,8346394624
2022-01-13 11:41:20,31,66625536,16,121438208,45,45,44,1061187584,8346394624
2022-01-13 11:41:25,29,66641920,14,121585664,45,48,42,1061953536,8346394624
2022-01-13 11:41:30,28,66666496,15,121880576,52,52,52,1061781504,8346394624
2022-01-13 11:41:35,31,66535424,17,122400768,44,45,43,1062313984,8346394624
