"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","Avg Host CPU Usage","Host CPU 0 Usage","Host CPU 1 Usage","Host Mem Usage","Host Mem Total"
2022-01-12 23:06:25,11,49528832,6.1,116523008,55,57,53,1110491136,8346394624
2022-01-12 23:06:30,12,49524736,6.4,116609024,50,52,49,1110421504,8346394624
2022-01-12 23:06:35,14,45699072,6.9,116674560,63,66,61,1110753280,8346394624
2022-01-12 23:06:40,14,46149632,6.9,116801536,55,57,53,1110261760,8346394624
2022-01-12 23:06:45,12,46370816,6.7,116731904,47,48,45,1112653824,8346394624
2022-01-12 23:06:50,11,46379008,5.9,116850688,62,64,59,1114525696,8346394624
2022-01-12 23:06:55,11,46563328,6.5,116928512,56,58,53,1115279360,8346394624
2022-01-12 23:07:00,11,46563328,7.1,116744192,48,49,47,1114521600,8346394624
2022-01-12 23:07:05,12,46563328,7.0,116817920,63,65,60,1116254208,8346394624
2022-01-12 23:07:10,13,46563328,6.1,116867072,56,59,53,1117446144,8346394624
2022-01-12 23:07:15,10,46563328,5.3,117055488,48,48,48,1118388224,8346394624
2022-01-12 23:07:20,10,46563328,7.0,116879360,61,63,59,1117827072,8346394624
2022-01-12 23:07:25,13,46563328,6.7,116793344,57,60,54,1117999104,8346394624
2022-01-12 23:07:30,12,46563328,6.6,116912128,52,54,51,1117491200,8346394624
2022-01-12 23:07:35,14,46596096,7.6,116985856,66,68,65,1118511104,8346394624
2022-01-12 23:07:40,15,47333376,7.3,116883456,60,63,57,1118908416,8346394624
2022-01-12 23:07:45,12,47841280,7.2,116953088,48,49,48,1119436800,8346394624
2022-01-12 23:07:50,12,48082944,6.7,117145600,62,64,60,1120624640,8346394624
2022-01-12 23:07:55,11,48082944,6.2,117252096,56,59,53,1119584256,8346394624
2022-01-12 23:08:00,11,48082944,5.8,117170176,47,49,44,1119567872,8346394624
2022-01-12 23:08:05,11,48082944,6.3,117366784,60,61,59,1120583680,8346394624
2022-01-12 23:08:10,11,48082944,6.6,117379072,60,63,56,1121677312,8346394624
2022-01-12 23:08:15,11,48082944,5.3,117428224,43,46,41,1121308672,8346394624
2022-01-12 23:08:20,11,48205824,5.5,117346304,62,64,59,1122430976,8346394624
2022-01-12 23:08:25,12,48537600,6.9,117542912,60,62,57,1122971648,8346394624
2022-01-12 23:08:30,12,48898048,7.1,117661696,49,51,48,1123147776,8346394624
2022-01-12 23:08:35,12,49094656,6.2,117710848,56,58,54,1124265984,8346394624
2022-01-12 23:08:40,9.1,49176576,4.5,117706752,53,55,51,1122553856,8346394624
2022-01-12 23:08:45,3.3,49176576,2.3,117714944,21,21,20,1122070528,8346394624
2022-01-12 23:08:50,0.84,49176576,0.84,117813248,4.5,4.2,4.8,1120972800,8346394624
2022-01-12 23:08:55,0.014,49176576,0.95,117968896,4.3,4.4,4.2,1120718848,8346394624
2022-01-12 23:09:00,0.012,49176576,0.93,117874688,5.9,6.6,5.2,1121206272,8346394624
2022-01-12 23:09:05,0.012,49176576,0.33,117874688,3.4,3.0,3.8,1120161792,8346394624
2022-01-12 23:09:10,0.011,49176576,0.40,117968896,4.3,4.0,4.6,1119690752,8346394624
2022-01-12 23:09:15,0.011,49176576,0.38,117874688,3.7,4.0,3.4,1119498240,8346394624
2022-01-12 23:09:20,0.013,49176576,0.34,117968896,4.2,3.6,4.8,1119055872,8346394624
2022-01-12 23:09:25,1.3,49405952,0.88,117886976,6.5,5.6,7.4,1117954048,8346394624
2022-01-12 23:09:30,5.6,49397760,3.3,117813248,16,15,16,1118322688,8346394624
2022-01-12 23:09:35,9.8,49528832,5.2,117862400,53,55,50,1116172288,8346394624
2022-01-12 23:09:40,11,49401856,6.2,117940224,67,69,65,1120141312,8346394624
2022-01-12 23:09:45,13,49401856,6.2,117993472,70,71,68,1123852288,8346394624
2022-01-12 23:09:50,15,46174208,6.2,117850112,54,55,52,1127948288,8346394624
2022-01-12 23:09:55,13,46174208,8.5,118095872,66,67,65,1131864064,8346394624
2022-01-12 23:10:00,11,46178304,8.3,118136832,69,71,67,1143750656,8346394624
2022-01-12 23:10:05,10,46182400,6.1,118185984,54,56,52,1144045568,8346394624
2022-01-12 23:10:10,13,46186496,6.7,118259712,66,68,64,1150320640,8346394624
2022-01-12 23:10:15,13,46395392,7.1,118317056,70,72,67,1154265088,8346394624
2022-01-12 23:10:20,11,46473216,6.2,118247424,55,57,53,1154334720,8346394624
2022-01-12 23:10:25,13,46653440,6.0,118558720,62,65,59,1158832128,8346394624
2022-01-12 23:10:30,13,46673920,6.2,118235136,71,74,68,1163010048,8346394624
2022-01-12 23:10:35,11,46731264,6.7,118427648,55,57,53,1163694080,8346394624
2022-01-12 23:10:40,11,46735360,6.6,118312960,65,67,63,1169354752,8346394624
2022-01-12 23:10:45,14,46931968,7.2,118394880,73,75,70,1175359488,8346394624
2022-01-12 23:10:50,16,47636480,9.2,118476800,58,59,57,1176662016,8346394624
2022-01-12 23:10:55,14,48148480,9.4,118591488,66,69,64,1183342592,8346394624
2022-01-12 23:11:00,10,48635904,7.1,118521856,68,70,66,1188012032,8346394624
2022-01-12 23:11:05,9.8,48676864,5.9,118706176,54,58,50,1189736448,8346394624
2022-01-12 23:11:10,10,48762880,5.7,118677504,60,62,58,1193107456,8346394624
2022-01-12 23:11:15,10,48975872,5.8,118607872,67,69,66,1197182976,8346394624
2022-01-12 23:11:20,11,49295360,5.9,118820864,61,62,60,1130553344,8346394624
2022-01-12 23:11:25,11,49303552,5.5,118738944,68,69,66,1131573248,8346394624
2022-01-12 23:11:30,11,49401856,6.5,118640640,69,71,68,1133326336,8346394624
2022-01-12 23:11:35,11,49451008,7.1,118833152,60,62,59,1133260800,8346394624
2022-01-12 23:11:40,13,49508352,6.4,118775808,64,64,63,1134432256,8346394624
2022-01-12 23:11:45,12,49668096,5.8,118829056,69,70,67,1136726016,8346394624
2022-01-12 23:11:50,9.2,49766400,5.6,118874112,56,59,54,1134325760,8346394624
2022-01-12 23:11:55,5.9,49766400,4.9,118972416,44,45,42,1133236224,8346394624
2022-01-12 23:12:00,2.0,49766400,2.1,119103488,3.8,3.8,3.8,1132933120,8346394624
2022-01-12 23:12:05,0.013,49766400,0.30,119070720,6.6,6.4,6.8,1133170688,8346394624
2022-01-12 23:12:10,0.019,49766400,0.38,119185408,3.4,3.4,3.4,1132896256,8346394624
2022-01-12 23:12:15,0.012,49766400,0.39,119070720,4.3,4.8,3.8,1133064192,8346394624
2022-01-12 23:12:20,0.012,49766400,0.35,119185408,3.3,3.0,3.6,1133232128,8346394624
2022-01-12 23:12:25,0.013,49766400,0.30,119070720,4.4,4.0,4.8,1133109248,8346394624
2022-01-12 23:12:30,0.0062,49766400,0.32,119070720,3.7,3.6,3.8,1132863488,8346394624
2022-01-12 23:12:35,0.011,49766400,0.32,119070720,5.8,6.4,5.2,1132339200,8346394624
2022-01-12 23:12:40,0.016,49766400,0.33,119074816,3.8,3.6,4.0,1131266048,8346394624
2022-01-12 23:12:45,0.011,49766400,0.35,119074816,4.4,4.2,4.6,1130438656,8346394624
2022-01-12 23:12:50,0.013,49766400,0.31,119050240,3.6,3.8,3.4,1128849408,8346394624
2022-01-12 23:12:55,0.012,49766400,0.36,119017472,4.1,5,3.2,1127829504,8346394624
2022-01-12 23:13:00,0.0054,49766400,0.37,119009280,3.6,4.0,3.2,1127313408,8346394624
2022-01-12 23:13:05,0.0062,49766400,0.30,118898688,5.4,5.8,5,1128087552,8346394624
2022-01-12 23:13:10,0.017,49766400,0.38,119009280,3.8,4.0,3.6,1127579648,8346394624
2022-01-12 23:13:15,0.13,49766400,0.59,119033856,4.8,5.6,4.0,1127837696,8346394624
2022-01-12 23:13:20,4.1,49541120,2.3,119074816,14,14,14,1128398848,8346394624
2022-01-12 23:13:25,12,50540544,5.4,118886400,28,30,27,1127112704,8346394624
2022-01-12 23:13:30,16,50540544,8.7,119009280,37,39,35,1126658048,8346394624
2022-01-12 23:13:35,18,47398912,9.7,118980608,38,40,37,1122263040,8346394624
2022-01-12 23:13:40,18,48119808,7.9,119328768,29,30,27,1123049472,8346394624
2022-01-12 23:13:45,18,49025024,8.4,119042048,31,29,33,1123868672,8346394624
2022-01-12 23:13:50,17,49397760,8.5,119320576,33,34,33,1124261888,8346394624
2022-01-12 23:13:55,15,49750016,8.8,119525376,32,34,30,1124352000,8346394624
2022-01-12 23:14:00,15,49840128,9.8,119304192,30,32,28,1123966976,8346394624
2022-01-12 23:14:05,15,49872896,9.4,119578624,38,36,41,1117978624,8346394624
2022-01-12 23:14:10,20,49905664,9.6,119422976,35,37,32,1117433856,8346394624
2022-01-12 23:14:15,19,49909760,9.5,119652352,34,35,33,1117429760,8346394624
2022-01-12 23:14:20,16,49909760,9.3,119775232,33,33,34,1117216768,8346394624
2022-01-12 23:14:25,15,49377280,7.8,119967744,27,27,28,1117282304,8346394624
2022-01-12 23:14:30,15,49377280,6.3,120356864,26,27,26,1117581312,8346394624
2022-01-12 23:14:35,14,49438720,7.2,120410112,35,38,31,1118003200,8346394624
2022-01-12 23:14:40,13,49541120,8.3,120786944,29,31,28,1118162944,8346394624
2022-01-12 23:14:45,15,49856512,7.4,120741888,29,29,29,1118502912,8346394624
2022-01-12 23:14:50,16,50360320,8.5,120832000,33,33,32,1119858688,8346394624
2022-01-12 23:14:55,14,50704384,9.7,120991744,31,29,33,1120387072,8346394624
2022-01-12 23:15:00,16,50806784,9.5,121159680,30,31,29,1120231424,8346394624
2022-01-12 23:15:05,19,51003392,8.5,121114624,37,39,36,1120747520,8346394624
2022-01-12 23:15:10,16,51003392,7.8,121221120,31,31,31,1121665024,8346394624
2022-01-12 23:15:15,15,51003392,9.1,121200640,30,30,30,1121181696,8346394624
2022-01-12 23:15:20,16,51003392,8.4,121352192,30,31,30,1121091584,8346394624
2022-01-12 23:15:25,13,51003392,7.1,121421824,30,30,30,1113743360,8346394624
2022-01-12 23:15:30,16,51003392,8.2,121602048,28,31,26,1113051136,8346394624
2022-01-12 23:15:35,18,51003392,8.8,121692160,36,36,36,1113890816,8346394624
2022-01-12 23:15:40,13,51150848,7.7,121733120,28,29,27,1113767936,8346394624
2022-01-12 23:15:45,11,51298304,6.5,121929728,23,22,23,1113743360,8346394624
2022-01-12 23:15:50,7.3,51318784,3.8,122040320,12,12,12,1113341952,8346394624
2022-01-12 23:15:55,1.6,51318784,2.1,122441728,4.5,3.8,5.2,1114173440,8346394624
2022-01-12 23:16:00,0.019,51318784,1.0,122343424,4.0,4.2,3.8,1113849856,8346394624
2022-01-12 23:16:05,0.011,51318784,0.40,122322944,5.1,4.8,5.4,1114599424,8346394624
2022-01-12 23:16:10,0.011,51318784,0.41,122408960,3.9,3.4,4.4,1113858048,8346394624
2022-01-12 23:16:15,0.011,51318784,0.33,122327040,3.5,3.8,3.2,1113858048,8346394624
2022-01-12 23:16:20,0.012,51318784,0.35,122413056,4.0,4.2,3.8,1113911296,8346394624
2022-01-12 23:16:25,0.012,51318784,0.34,122327040,3.7,3.6,3.8,1113407488,8346394624
2022-01-12 23:16:30,0.99,51318784,0.84,122474496,6.7,6.4,7.0,1113890816,8346394624
2022-01-12 23:16:35,7.1,51150848,3.5,122535936,20,20,19,1112412160,8346394624
2022-01-12 23:16:40,15,50954240,6.7,122507264,44,47,41,1113047040,8346394624
2022-01-12 23:16:45,17,45637632,9.1,122355712,43,46,41,1109979136,8346394624
2022-01-12 23:16:50,17,46145536,8.8,122322944,42,43,41,1109979136,8346394624
2022-01-12 23:16:55,16,46145536,8.9,122499072,39,41,37,1109626880,8346394624
2022-01-12 23:17:00,17,46153728,8.8,122351616,39,41,38,1110016000,8346394624
2022-01-12 23:17:05,17,46157824,8.4,122458112,43,44,43,1111175168,8346394624
2022-01-12 23:17:10,15,46161920,8.9,122589184,37,38,36,1111166976,8346394624
2022-01-12 23:17:15,17,46170112,8.2,122417152,41,41,41,1111166976,8346394624
2022-01-12 23:17:20,17,46170112,9.0,122589184,41,42,40,1111113728,8346394624
2022-01-12 23:17:25,17,46940160,9.9,122437632,39,42,36,1111646208,8346394624
2022-01-12 23:17:30,19,47906816,10,122748928,44,44,45,1114140672,8346394624
2022-01-12 23:17:35,19,48558080,9.0,122699776,41,43,40,1114886144,8346394624
2022-01-12 23:17:40,15,48828416,7.5,123060224,30,32,29,1114791936,8346394624
2022-01-12 23:17:45,13,49004544,6.8,122880000,38,39,37,1115729920,8346394624
2022-01-12 23:17:50,16,49344512,7.9,123219968,38,40,36,1117450240,8346394624
2022-01-12 23:17:55,14,49430528,8.8,122933248,34,37,31,1117376512,8346394624
2022-01-12 23:18:00,15,49463296,8.6,123166720,41,44,39,1118023680,8346394624
2022-01-12 23:18:05,16,49463296,7.9,123379712,38,39,38,1120100352,8346394624
2022-01-12 23:18:10,15,49467392,8.2,123248640,36,37,35,1119539200,8346394624
2022-01-12 23:18:15,17,49487872,9.4,123363328,43,45,42,1119461376,8346394624
2022-01-12 23:18:20,17,49487872,8.9,123568128,37,39,35,1119916032,8346394624
2022-01-12 23:18:25,16,49487872,8.8,123539456,35,37,33,1120202752,8346394624
2022-01-12 23:18:30,17,49487872,8.0,123928576,42,44,40,1120817152,8346394624
2022-01-12 23:18:35,15,49451008,8.1,124088320,37,39,36,1121837056,8346394624
2022-01-12 23:18:40,15,49668096,8.3,124043264,33,33,34,1120989184,8346394624
2022-01-12 23:18:45,14,49590272,7.1,123998208,41,41,40,1122787328,8346394624
2022-01-12 23:18:50,15,50253824,8.6,124465152,37,39,36,1124323328,8346394624
2022-01-12 23:18:55,16,50421760,9.4,124342272,34,35,33,1124888576,8346394624
2022-01-12 23:19:00,10,50536448,6.8,124465152,33,35,31,1125007360,8346394624
2022-01-12 23:19:05,4.3,50692096,2.8,124469248,11,10,11,1125896192,8346394624
2022-01-12 23:19:10,0.79,50692096,0.56,124563456,4.0,3.6,4.4,1124659200,8346394624
2022-01-12 23:19:15,0.013,50692096,0.38,124477440,4.2,4.2,4.2,1124421632,8346394624
2022-01-12 23:19:20,0.013,50692096,0.41,124571648,4.1,4.2,4.0,1124155392,8346394624
2022-01-12 23:19:25,0.012,50692096,0.42,124477440,3.9,4.2,3.6,1124478976,8346394624
2022-01-12 23:19:30,0.011,50692096,0.33,124477440,3.9,4.6,3.2,1123434496,8346394624
2022-01-12 23:19:35,0.016,50692096,0.34,124477440,5.5,4.4,6.6,1123692544,8346394624
2022-01-12 23:19:40,0.011,50692096,0.39,124571648,4.3,4.2,4.4,1123188736,8346394624
2022-01-12 23:19:45,1.9,50696192,1.4,124497920,8.2,6.6,9.8,1123295232,8346394624
2022-01-12 23:19:50,8.4,50585600,4.7,124817408,26,27,26,1123663872,8346394624
2022-01-12 23:19:55,16,50585600,8.1,124694528,45,47,43,1127821312,8346394624
2022-01-12 23:20:00,19,46968832,8.9,124997632,50,52,48,1121771520,8346394624
2022-01-12 23:20:05,19,47013888,9.2,124981248,45,46,44,1121640448,8346394624
2022-01-12 23:20:10,17,47230976,9.8,125321216,53,54,51,1120010240,8346394624
2022-01-12 23:20:15,16,47230976,8.2,125124608,45,45,45,1121169408,8346394624
2022-01-12 23:20:20,16,47230976,7.6,125386752,41,42,40,1121693696,8346394624
2022-01-12 23:20:25,16,47239168,9.4,125513728,49,52,47,1123069952,8346394624
2022-01-12 23:20:30,16,47239168,9.7,125755392,46,48,44,1123319808,8346394624
2022-01-12 23:20:35,16,47247360,9.2,125755392,44,46,42,1136963584,8346394624
2022-01-12 23:20:40,20,47628288,11,126103552,56,59,54,1146511360,8346394624
2022-01-12 23:20:45,21,48500736,11,126222336,46,47,46,1148157952,8346394624
2022-01-12 23:20:50,16,48652288,7.5,126386176,41,40,41,1141747712,8346394624
2022-01-12 23:20:55,13,48701440,8.0,126435328,47,48,46,1142165504,8346394624
2022-01-12 23:21:00,13,48910336,9.2,126836736,45,44,45,1144758272,8346394624
2022-01-12 23:21:05,14,49041408,7.5,126783488,40,42,38,1144258560,8346394624
2022-01-12 23:21:10,17,49262592,7.6,126849024,51,52,49,1145233408,8346394624
2022-01-12 23:21:15,16,49377280,8.3,127066112,46,49,44,1145536512,8346394624
2022-01-12 23:21:20,14,49610752,8.8,127168512,38,39,37,1145946112,8346394624
2022-01-12 23:21:25,15,49819648,9.1,127119360,52,54,51,1147965440,8346394624
2022-01-12 23:21:30,19,49930240,10,127430656,48,48,47,1149644800,8346394624
2022-01-12 23:21:35,17,49934336,9.3,127311872,42,43,41,1149665280,8346394624
2022-01-12 23:21:40,16,49934336,8.4,127799296,53,56,50,1145057280,8346394624
2022-01-12 23:21:45,19,49942528,9.1,128020480,46,46,45,1145204736,8346394624
2022-01-12 23:21:50,16,49958912,8.5,128233472,40,42,38,1145675776,8346394624
2022-01-12 23:21:55,14,50180096,7.6,128266240,49,51,47,1146167296,8346394624
2022-01-12 23:22:00,17,50192384,8.5,128438272,46,48,44,1146474496,8346394624
2022-01-12 23:22:05,15,50233344,9.0,128417792,40,40,39,1149816832,8346394624
2022-01-12 23:22:10,15,50401280,7.8,128704512,49,52,47,1148674048,8346394624
2022-01-12 23:22:15,10,50405376,5.6,128737280,36,37,35,1148276736,8346394624
2022-01-12 23:22:20,2.7,50405376,1.9,128847872,4.2,4.0,4.4,1148731392,8346394624
2022-01-12 23:22:25,0.0082,50405376,0.30,128827392,3.9,3.6,4.2,1148575744,8346394624
2022-01-12 23:22:30,0.0054,50405376,0.34,128827392,4.0,3.6,4.4,1147678720,8346394624
2022-01-12 23:22:35,0.016,50405376,0.35,128827392,3.8,3.4,4.2,1147396096,8346394624
2022-01-12 23:22:40,0.011,50405376,0.34,128937984,5.4,5.6,5.2,1147392000,8346394624
2022-01-12 23:22:45,0.011,50405376,0.33,128827392,4.1,4.4,3.8,1146703872,8346394624
2022-01-12 23:22:50,0.018,50405376,0.34,128937984,4.4,4.2,4.6,1146384384,8346394624
2022-01-12 23:22:55,0.11,50405376,1.1,128905216,4.2,4.2,4.2,1146302464,8346394624
2022-01-12 23:23:00,2.9,51179520,2.9,128962560,12,11,13,1145925632,8346394624
2022-01-12 23:23:05,11,51421184,6.1,128782336,45,48,42,1150341120,8346394624
2022-01-12 23:23:10,20,46665728,8.7,128741376,52,54,51,1148006400,8346394624
2022-01-12 23:23:15,21,47177728,8.7,128962560,56,58,53,1139879936,8346394624
2022-01-12 23:23:20,17,47177728,8.7,128917504,58,59,56,1140604928,8346394624
2022-01-12 23:23:25,16,47177728,9.1,128749568,49,52,47,1141919744,8346394624
2022-01-12 23:23:30,15,47185920,9.0,128851968,53,56,50,1139113984,8346394624
2022-01-12 23:23:35,18,47120384,9.5,128823296,58,61,56,1139073024,8346394624
2022-01-12 23:23:40,18,47120384,8.7,128888832,53,54,53,1139855360,8346394624
2022-01-12 23:23:45,17,47120384,7.8,128856064,52,55,50,1141710848,8346394624
2022-01-12 23:23:50,17,47153152,9.5,128970752,60,61,58,1141661696,8346394624
2022-01-12 23:23:55,20,48320512,13,129048576,57,60,55,1141686272,8346394624
2022-01-12 23:24:00,19,48865280,12,129089536,51,53,50,1143816192,8346394624
2022-01-12 23:24:05,15,48844800,8.3,129019904,57,57,56,1143738368,8346394624
2022-01-12 23:24:10,16,48898048,8.3,128983040,50,52,48,1144102912,8346394624
2022-01-12 23:24:15,15,49074176,7.9,129048576,50,51,48,1144414208,8346394624
2022-01-12 23:24:20,16,49352704,7.2,129273856,55,56,54,1147322368,8346394624
2022-01-12 23:24:25,16,49352704,9.0,129114112,51,53,50,1146339328,8346394624
2022-01-12 23:24:30,14,49352704,9.3,129265664,51,49,52,1146155008,8346394624
2022-01-12 23:24:35,17,49352704,7.4,129335296,53,54,52,1146318848,8346394624
2022-01-12 23:24:40,17,49352704,9.1,129327104,56,58,54,1147019264,8346394624
2022-01-12 23:24:45,15,49352704,11,129560576,50,52,48,1147985920,8346394624
2022-01-12 23:24:50,18,49352704,7.7,129581056,58,60,55,1147719680,8346394624
2022-01-12 23:24:55,16,49356800,9.4,129892352,53,54,52,1146474496,8346394624
2022-01-12 23:25:00,16,49360896,10,129802240,50,52,48,1146224640,8346394624
2022-01-12 23:25:05,16,49360896,8.2,129888256,56,58,55,1148850176,8346394624
2022-01-12 23:25:10,16,49360896,8.5,130035712,55,57,54,1148932096,8346394624
2022-01-12 23:25:15,18,49369088,8.9,130011136,50,51,49,1148620800,8346394624
2022-01-12 23:25:20,14,49373184,9.3,130363392,55,57,53,1150046208,8346394624
2022-01-12 23:25:25,12,49373184,7.5,130293760,48,50,47,1150554112,8346394624
2022-01-12 23:25:30,8.4,49373184,4.0,130424832,30,31,29,1150496768,8346394624
2022-01-12 23:25:35,2.5,49373184,1.2,130424832,3.6,3.4,3.8,1150615552,8346394624
2022-01-12 23:25:40,0.012,49373184,0.38,130510848,5.6,4.4,6.8,1150885888,8346394624
2022-01-12 23:25:45,0.018,49373184,0.40,130424832,3.8,3.4,4.2,1150107648,8346394624
2022-01-12 23:25:50,0.0084,49373184,0.39,130510848,4.4,4.6,4.2,1149837312,8346394624
2022-01-12 23:25:55,0.012,49373184,1.0,130412544,4.6,5.4,3.8,1150271488,8346394624
2022-01-12 23:26:00,0.017,49373184,0.99,130461696,4.0,3.8,4.2,1148678144,8346394624
2022-01-12 23:26:05,0.012,49373184,0.39,130375680,3.5,3.8,3.2,1148325888,8346394624
2022-01-12 23:26:10,0.34,49373184,0.51,130461696,7.8,6.2,9.4,1149087744,8346394624
2022-01-12 23:26:15,5.6,49373184,3.4,130449408,15,16,14,1147973632,8346394624
2022-01-12 23:26:20,13,49381376,7.2,130445312,55,56,54,1147006976,8346394624
2022-01-12 23:26:25,18,46190592,9.1,130412544,63,65,61,1142235136,8346394624
2022-01-12 23:26:30,21,46624768,9.3,130551808,68,70,65,1144840192,8346394624
2022-01-12 23:26:35,17,46718976,8.5,130637824,57,59,55,1148674048,8346394624
2022-01-12 23:26:40,15,46739456,8.2,130523136,60,62,59,1150427136,8346394624
2022-01-12 23:26:45,19,46804992,9.1,130502656,68,69,68,1154252800,8346394624
2022-01-12 23:26:50,18,46804992,10,130699264,59,61,56,1154973696,8346394624
2022-01-12 23:26:55,17,46804992,9.8,130772992,61,63,59,1153544192,8346394624
2022-01-12 23:27:00,19,46907392,10,130813952,68,70,67,1154879488,8346394624
2022-01-12 23:27:05,21,47726592,11,130777088,62,63,61,1156136960,8346394624
2022-01-12 23:27:10,19,48713728,10,131088384,64,64,65,1159245824,8346394624
2022-01-12 23:27:15,17,49139712,9.6,130920448,68,71,66,1158836224,8346394624
2022-01-12 23:27:20,16,49147904,9.3,131231744,53,54,53,1158893568,8346394624
2022-01-12 23:27:25,14,49516544,8.6,131252224,57,60,55,1161043968,8346394624
2022-01-12 23:27:30,15,49614848,8.3,131493888,67,68,65,1160945664,8346394624
2022-01-12 23:27:35,16,49803264,7.4,131432448,56,58,55,1161080832,8346394624
2022-01-12 23:27:40,17,49864704,7.6,131768320,61,61,61,1162661888,8346394624
2022-01-12 23:27:45,18,49872896,8.9,131862528,65,67,63,1164070912,8346394624
2022-01-12 23:27:50,16,49795072,10,131964928,58,60,56,1163030528,8346394624
2022-01-12 23:27:55,16,50036736,9.5,132059136,59,60,59,1165615104,8346394624
2022-01-12 23:28:00,19,50429952,10,132067328,71,73,69,1166299136,8346394624
2022-01-12 23:28:05,17,50438144,11,132304896,60,61,58,1165774848,8346394624
2022-01-12 23:28:10,17,50438144,9.8,132526080,61,61,61,1166757888,8346394624
2022-01-12 23:28:15,19,50438144,8.5,132349952,65,66,65,1167433728,8346394624
2022-01-12 23:28:20,14,50438144,7.6,132730880,58,60,56,1167663104,8346394624
2022-01-12 23:28:25,15,50438144,8.6,132722688,57,56,57,1167220736,8346394624
2022-01-12 23:28:30,16,50438144,9.8,133238784,67,68,66,1167749120,8346394624
2022-01-12 23:28:35,17,50438144,7.7,133255168,62,64,60,1168105472,8346394624
2022-01-12 23:28:40,14,50438144,6.7,133464064,51,54,49,1168883712,8346394624
2022-01-12 23:28:45,4.9,50458624,4.3,133468160,29,30,27,1167810560,8346394624
2022-01-12 23:28:50,1.3,50458624,0.61,133566464,4.0,4.2,3.8,1167949824,8346394624
2022-01-12 23:28:55,0.013,50458624,0.50,133603328,3.7,4.0,3.4,1167532032,8346394624
2022-01-12 23:29:00,0.010,50458624,1.1,133660672,4.7,4.8,4.6,1167073280,8346394624
2022-01-12 23:29:05,0.011,50458624,0.93,133566464,4.2,4.4,4.0,1166884864,8346394624
2022-01-12 23:29:10,0.018,50458624,0.39,133566464,5.4,5.8,5,1167183872,8346394624
2022-01-12 23:29:15,0.012,50458624,0.35,133566464,4.4,4.8,4.0,1166274560,8346394624
2022-01-12 23:29:20,0.012,50458624,0.35,133660672,3.4,3.0,3.8,1165668352,8346394624
2022-01-12 23:29:25,1.8,50458624,1.2,133586944,8.1,8.2,8.0,1165221888,8346394624
2022-01-12 23:29:30,6.0,50053120,3.8,133783552,19,19,19,1164218368,8346394624
2022-01-12 23:29:35,16,50241536,7.4,133611520,68,71,66,1164283904,8346394624
2022-01-12 23:29:40,22,47177728,10,133738496,79,79,78,1163448320,8346394624
2022-01-12 23:29:45,17,47181824,10,133824512,66,67,65,1162424320,8346394624
2022-01-12 23:29:50,16,47198208,9.4,133689344,64,65,63,1164070912,8346394624
2022-01-12 23:29:55,18,47198208,8.4,133767168,73,74,71,1166524416,8346394624
2022-01-12 23:30:00,17,47230976,10,134098944,68,69,67,1163890688,8346394624
2022-01-12 23:30:05,17,47271936,12,134197248,65,67,64,1164500992,8346394624
2022-01-12 23:30:10,16,47304704,9.3,134287360,79,80,78,1171165184,8346394624
2022-01-12 23:30:15,20,47308800,9.8,134397952,74,77,72,1172893696,8346394624
2022-01-12 23:30:20,22,47624192,11,134246400,67,67,67,1176424448,8346394624
2022-01-12 23:30:25,19,48558080,10,134344704,81,83,80,1179811840,8346394624
2022-01-12 23:30:30,20,49115136,9.3,134590464,72,73,70,1180794880,8346394624
2022-01-12 23:30:35,17,49115136,8.3,134803456,58,60,57,1181782016,8346394624
2022-01-12 23:30:40,13,49295360,9.0,134782976,75,77,72,1193357312,8346394624
2022-01-12 23:30:45,13,49356800,8.3,134840320,69,72,67,1185402880,8346394624
2022-01-12 23:30:50,17,49520640,8.6,134713344,63,64,61,1188343808,8346394624
2022-01-12 23:30:55,19,49975296,8.9,134905856,75,77,74,1188089856,8346394624
2022-01-12 23:31:00,16,50053120,9.8,134938624,68,70,65,1184083968,8346394624
2022-01-12 23:31:05,17,50171904,12,135045120,65,65,64,1182900224,8346394624
2022-01-12 23:31:10,18,50274304,10,135143424,80,81,78,1188491264,8346394624
2022-01-12 23:31:15,17,50274304,9.0,135094272,76,78,74,1189146624,8346394624
2022-01-12 23:31:20,18,50307072,9.5,135442432,62,64,60,1190404096,8346394624
2022-01-12 23:31:25,18,50348032,9.7,135393280,77,79,74,1192288256,8346394624
2022-01-12 23:31:30,17,50348032,7.9,135671808,70,71,68,1192062976,8346394624
2022-01-12 23:31:35,15,50352128,7.7,135766016,62,63,60,1189601280,8346394624
2022-01-12 23:31:40,15,50352128,8.4,135737344,74,76,71,1192579072,8346394624
2022-01-12 23:31:45,15,50360320,9.8,135716864,74,76,72,1191653376,8346394624
2022-01-12 23:31:50,16,50429952,9.6,135974912,59,61,57,1192361984,8346394624
2022-01-12 23:31:55,12,50429952,5.7,136003584,66,68,64,1195167744,8346394624
2022-01-12 23:32:00,4.0,50429952,3.1,136163328,19,20,18,1191653376,8346394624
2022-01-12 23:32:05,0.21,50429952,1.7,136163328,4.0,3.8,4.2,1191903232,8346394624
2022-01-12 23:32:10,0.012,50429952,0.34,136278016,3.8,4.2,3.4,1191645184,8346394624
