Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
9.3,46555136,5.6,90411008,30,32,28,1058648064,8346394624
10,46878720,5.4,90460160,31,31,31,1059254272,8346394624
9.6,47443968,4.6,90296320,30,31,28,1059430400,8346394624
7.1,47824896,4.5,90206208,27,28,25,1065938944,8346394624
7.6,47972352,4.1,90398720,29,31,28,1060671488,8346394624
7.9,48005120,3.7,90451968,29,30,27,1060614144,8346394624
8,48197632,3.4,90771456,27,26,27,1060950016,8346394624
5.3,48201728,2,90583040,13,13,12,1060712448,8346394624
0.43,48201728,0.68,90677248,3.6,3.8,3.4,1060704256,8346394624
0.015,48201728,0.36,90583040,4.2,4.8,3.6,1060962304,8346394624
0.016,48201728,0.41,90677248,5.8,5.2,6.4,1060491264,8346394624
0.014,48201728,0.37,90583040,4.2,4.6,3.8,1060331520,8346394624
0.017,48201728,0.65,90636288,4,3.6,4.4,1059848192,8346394624
0.9,48209920,0.81,90640384,7.1,6.6,7.6,1059856384,8346394624
4.3,48234496,2.3,90697728,13,13,13,1059409920,8346394624
10,49766400,4.1,90722304,39,41,37,1062649856,8346394624
12,50782208,4.3,90775552,44,45,42,1062948864,8346394624
9.3,50700288,4.7,90898432,34,34,33,1061478400,8346394624
9.8,50716672,5.4,90918912,37,38,37,1062105088,8346394624
11,50716672,5.6,90972160,41,43,39,1063690240,8346394624
11,42139648,4.9,91459584,34,35,33,1056206848,8346394624
11,42708992,5.2,91402240,38,39,37,1056071680,8346394624
11,42835968,5.4,91488256,42,44,39,1056976896,8346394624
9.2,42835968,4.2,91525120,34,34,34,1057951744,8346394624
8.8,42958848,4.7,91553792,38,39,37,1058951168,8346394624
9.9,43184128,5.3,91598848,39,40,37,1059987456,8346394624
9.9,43835392,5,91791360,38,40,36,1059471360,8346394624
9.8,43712512,4.9,91963392,38,39,36,1060147200,8346394624
9.3,44064768,5,91889664,41,43,38,1061310464,8346394624
9.4,44195840,4.5,92049408,37,37,37,1062838272,8346394624
8.9,44490752,4,91922432,34,35,34,1063632896,8346394624
8.7,44441600,4.5,91963392,38,39,37,1063575552,8346394624
8.2,44544000,4.9,92168192,37,38,36,1065365504,8346394624
9.4,45158400,5.6,92094464,36,37,35,1066311680,8346394624
11,45883392,6.3,92327936,46,48,44,1067626496,8346394624
11,46288896,5.6,92377088,39,41,38,1069248512,8346394624
10,46940160,6.1,92925952,38,38,38,1070018560,8346394624
11,47505408,6.2,92839936,43,44,41,1071919104,8346394624
11,46739456,4.9,92774400,39,40,38,1070800896,8346394624
9.3,46755840,4.8,92696576,32,33,31,1071198208,8346394624
7.9,46919680,4.1,92889088,41,43,38,1071833088,8346394624
7.5,47050752,4.4,92807168,37,38,35,1071915008,8346394624
6.3,46968832,3.8,92991488,28,29,26,1072394240,8346394624
2.7,46968832,1.5,92991488,15,16,15,1071599616,8346394624
0.31,46968832,0.39,93102080,4.1,4.8,3.4,1071296512,8346394624
0.013,46968832,0.37,92991488,3.7,4,3.4,1072099328,8346394624
0.012,46968832,0.38,92991488,6.5,7,6,1071702016,8346394624
0.014,46968832,0.35,92991488,3.8,3.4,4.2,1071022080,8346394624
0.016,46968832,0.6,92958720,4.6,5.6,3.6,1070661632,8346394624
1.5,46755840,1.2,92971008,7.4,7.2,7.6,1069637632,8346394624
5.4,46833664,2.7,93016064,21,21,20,1068941312,8346394624
8.1,46911488,4.3,93065216,45,46,45,1069355008,8346394624
9.7,47243264,5.1,93163520,46,46,47,1068216320,8346394624
10,47300608,4.9,93073408,38,39,37,1068441600,8346394624
10,47427584,4.6,93044736,49,51,47,1069359104,8346394624
10,47595520,5.3,93106176,48,50,47,1069989888,8346394624
11,43819008,5.1,93147136,38,39,36,1065881600,8346394624
10,43819008,5.1,93204480,48,50,46,1066106880,8346394624
9.1,43843584,5.3,93118464,53,55,50,1079595008,8346394624
9.5,43843584,4.4,93286400,38,40,37,1078747136,8346394624
8.5,43851776,4.4,93417472,48,48,47,1079443456,8346394624
9.5,43896832,4.9,93593600,50,51,48,1081761792,8346394624
8.6,43900928,5.2,93540352,38,39,36,1082015744,8346394624
8.8,43909120,5.4,93589504,51,53,50,1081384960,8346394624
9.1,43909120,4.4,93618176,52,55,49,1078255616,8346394624
8.5,43917312,4.8,93548544,36,38,34,1079332864,8346394624
9.6,43982848,5.4,93831168,46,48,45,1081319424,8346394624
9.9,44331008,4.5,93872128,50,52,48,1082097664,8346394624
9.6,44724224,4.6,93995008,39,41,38,1083105280,8346394624
11,45305856,5.4,94056448,47,48,46,1084092416,8346394624
11,45752320,6,94007296,56,58,54,1085079552,8346394624
11,46518272,6.5,94081024,41,41,40,1085468672,8346394624
10,46927872,6,94363648,45,45,45,1086541824,8346394624
9.3,47276032,5.4,94416896,52,54,51,1088364544,8346394624
10,47337472,4.8,94330880,40,41,38,1086730240,8346394624
8.5,47357952,3.8,94494720,42,43,41,1087602688,8346394624
7.4,47374336,3.9,94441472,49,52,45,1087078400,8346394624
7.5,47374336,4.5,94486528,35,37,34,1085480960,8346394624
5,47403008,3.3,94662656,39,41,37,1086341120,8346394624
1.7,47403008,1.1,94662656,3.4,4,2.8,1085521920,8346394624
0.013,47403008,0.38,94752768,4.2,4.6,3.8,1084735488,8346394624
0.012,47403008,0.41,94662656,3.8,3.6,4,1084870656,8346394624
0.013,47403008,0.37,94662656,6,6.8,5.2,1085685760,8346394624
0.012,47403008,0.39,94662656,3.8,3.4,4.2,1084534784,8346394624
0.014,47403008,0.7,94810112,4.7,5,4.4,1084506112,8346394624
2.1,47112192,1.5,94826496,9.1,9.4,8.8,1082949632,8346394624
6.9,41881600,2.9,94752768,42,43,40,1079619584,8346394624
10,42778624,4.9,94810112,44,46,42,1080733696,8346394624
10,43069440,5.5,94740480,53,54,52,1081049088,8346394624
9.9,43298816,4.4,94777344,56,58,55,1081393152,8346394624
11,43270144,5.4,94916608,50,51,49,1081065472,8346394624
11,43483136,5.5,94949376,48,50,46,1083125760,8346394624
10,43667456,4.9,95084544,59,61,57,1085104128,8346394624
12,44314624,5.3,95129600,53,57,50,1085427712,8346394624
12,44314624,5.2,95195136,49,50,47,1086521344,8346394624
9.6,44453888,5.2,95223808,56,58,54,1087025152,8346394624
9.1,44531712,5.1,95465472,52,54,49,1086554112,8346394624
9.5,44670976,5.4,95371264,47,49,46,1087516672,8346394624
10,44675072,5.2,95436800,59,61,56,1089634304,8346394624
9.9,44687360,4.8,95305728,52,55,50,1090347008,8346394624
9.5,44703744,5.1,95641600,46,47,46,1092075520,8346394624
8.4,44720128,4.8,95686656,58,60,56,1091657728,8346394624
9.8,44728320,4.6,95887360,50,50,49,1091182592,8346394624
8.7,44728320,4.5,95936512,46,48,43,1091342336,8346394624
8.8,45215744,5.1,95830016,58,60,56,1092698112,8346394624
12,45821952,6,95887360,57,58,55,1091694592,8346394624
13,46276608,5.9,96174080,51,54,49,1092935680,8346394624
12,46960640,6.3,96124928,61,63,59,1094529024,8346394624
11,47472640,6.7,96432128,53,54,51,1095401472,8346394624
11,47837184,6.1,96366592,43,44,41,1095782400,8346394624
9.7,47874048,5.1,96415744,59,60,58,1097940992,8346394624
7.6,47894528,3.8,96440320,50,52,48,1097043968,8346394624
6.6,47968256,3.7,96808960,45,46,44,1097711616,8346394624
7.9,48152576,4.1,96710656,56,59,53,1098932224,8346394624
5.5,48070656,2.8,96600064,35,37,33,1098653696,8346394624
1.4,48070656,1.2,96600064,3.9,3.6,4.2,1098502144,8346394624
0.014,48070656,0.37,96702464,3.9,3.6,4.2,1098117120,8346394624
0.012,48070656,0.37,96604160,4.1,4.4,3.8,1098113024,8346394624
0.013,48070656,0.39,96604160,5.3,6.6,4,1098801152,8346394624
0.014,48070656,0.34,96604160,4.1,3.4,4.8,1097773056,8346394624
0.083,48070656,0.73,96780288,5.3,5.4,5.2,1097744384,8346394624
3.2,48054272,2,96546816,11,11,11,1096769536,8346394624
7.4,48611328,4,96841728,48,49,47,1096183808,8346394624
10,48672768,4.7,97079296,61,63,58,1100750848,8346394624
11,48672768,4.8,97181696,68,70,65,1100607488,8346394624
9.5,48680960,5.1,97226752,57,59,55,1102258176,8346394624
10,48689152,5.9,97202176,58,60,56,1103499264,8346394624
12,48689152,5.6,97247232,66,68,64,1109487616,8346394624
12,45998080,5.1,97460224,60,61,58,1112064000,8346394624
11,45998080,5.1,97509376,56,58,54,1119866880,8346394624
10,46006272,4.7,97591296,68,71,66,1128931328,8346394624
9.5,46006272,4.9,97632256,56,58,54,1128017920,8346394624
8.4,46006272,5.1,97808384,55,56,54,1128308736,8346394624
8.6,46006272,5.3,97718272,66,68,64,1130754048,8346394624
10,46010368,5.2,97820672,59,62,56,1134411776,8346394624
11,46202880,5.2,97869824,55,57,53,1136930816,8346394624
10,46247936,5,97968128,65,67,63,1150476288,8346394624
10,46252032,5.4,98025472,61,62,60,1144565760,8346394624
9.4,46473216,5.2,98197504,52,53,52,1147371520,8346394624
7.6,46637056,4.2,98095104,65,68,63,1151139840,8346394624
8.4,46874624,5,98394112,61,62,60,1153626112,8346394624
12,47009792,6.7,98328576,60,62,58,1159057408,8346394624
13,47185920,6.3,98504704,69,71,66,1164161024,8346394624
13,47198208,5.9,98435072,66,68,64,1098756096,8346394624
10,47198208,6,98635776,55,55,55,1098158080,8346394624
8.6,47525888,5.7,98689024,73,75,70,1099776000,8346394624
10,47730688,5.1,99008512,59,61,58,1098813440,8346394624
12,48066560,4.3,98779136,54,55,52,1114296320,8346394624
10,48136192,4.2,98803712,66,68,64,1112862720,8346394624
8.9,48177152,4,98832384,61,62,60,1110880256,8346394624
4.6,48177152,2.5,98856960,29,29,28,1110953984,8346394624
0.43,48177152,0.8,98856960,4.1,4,4.2,1110433792,8346394624
0.013,48177152,0.4,98938880,4.2,3.6,4.8,1110413312,8346394624
0.013,48177152,0.44,98861056,4.1,4.2,4,1110130688,8346394624
0.013,48177152,0.43,98938880,4.2,3.4,5,1110413312,8346394624
0.014,48177152,0.4,98865152,5.6,4.8,6.4,1110896640,8346394624
1.3,48189440,1.2,98926592,7.5,8,7,1110323200,8346394624
5.4,47919104,2.6,99090432,12,12,12,1109856256,8346394624
9.2,48508928,4.6,99041280,56,58,55,1114308608,8346394624
11,48599040,5.3,98951168,78,80,77,1127096320,8346394624
11,47644672,4.8,99020800,70,72,67,1128259584,8346394624
11,47652864,5.3,99074048,59,61,57,1136001024,8346394624
11,47652864,5.6,99164160,74,76,71,1150955520,8346394624
11,47652864,4.9,99217408,73,75,70,1163874304,8346394624
11,43876352,4.9,99188736,58,59,56,1150025728,8346394624
11,43876352,5.2,99229696,70,72,68,1162514432,8346394624
9,43876352,5.3,99414016,74,77,72,1178640384,8346394624
8.8,44027904,4.9,99323904,58,60,55,1182003200,8346394624
9.6,44216320,5,99536896,70,74,67,1196724224,8346394624
9.8,44548096,5.5,99467264,74,75,72,1210408960,8346394624
11,44929024,5.3,99524608,62,64,60,1211899904,8346394624
11,45047808,5.7,99442688,65,68,63,1218117632,8346394624
9.4,45129728,5.2,99549184,78,80,76,1146667008,8346394624
9.6,45133824,4.7,99598336,65,67,62,1143902208,8346394624
9.5,45281280,5.1,99581952,66,67,65,1134219264,8346394624
9.2,45293568,5.7,99639296,74,76,71,1136513024,8346394624
11,45297664,5.7,99786752,66,69,63,1137360896,8346394624
13,45436928,6.3,99872768,70,72,67,1146662912,8346394624
13,45998080,6.4,99995648,75,77,72,1159725056,8346394624
11,46358528,5.7,100065280,69,71,67,1138900992,8346394624
10,47013888,6.3,100130816,68,69,67,1141583872,8346394624
9.3,47222784,6,100179968,73,74,71,1147695104,8346394624
8.8,47423488,4.9,100253696,59,62,57,1142935552,8346394624
8,47423488,4,100286464,62,64,60,1145040896,8346394624
7.5,47423488,4.2,100265984,71,72,70,1145233408,8346394624
6,47423488,3.8,100290560,57,58,55,1144565760,8346394624
2.5,47423488,1.8,100388864,18,19,17,1146855424,8346394624
0.32,47423488,0.46,100323328,3.9,3.6,4.2,1146597376,8346394624
0.014,47423488,0.37,100417536,4,4.6,3.4,1146597376,8346394624
0.013,47423488,0.39,100323328,4.1,3.6,4.6,1146839040,8346394624
0.012,47423488,0.38,100323328,4.4,4.2,4.6,1146806272,8346394624
0.015,47423488,0.36,100323328,5.7,6.2,5.2,1146798080,8346394624
1.4,47423488,1.5,100327424,8.3,8.4,8.2,1145896960,8346394624
4.8,47423488,3.4,100372480,16,18,15,1146134528,8346394624
7.8,47665152,4.4,100429824,76,78,73,1144659968,8346394624
11,47665152,5.4,100610048,83,85,80,1157099520,8346394624
12,47665152,5.5,100704256,68,71,65,1156272128,8346394624
9.8,47665152,5.1,100757504,76,77,75,1163038720,8346394624
12,47665152,5.3,100896768,79,81,78,1187975168,8346394624
13,43827200,5.4,100958208,70,73,68,1187143680,8346394624
10,44298240,5.3,100941824,77,81,74,1215709184,8346394624
10,44318720,5.5,100986880,86,88,83,1250238464,8346394624
9.1,44343296,5.3,100974592,76,79,74,1260224512,8346394624
9.7,44412928,5.1,101019648,75,76,74,1170530304,8346394624
10,44613632,5.6,101359616,80,83,78,1174536192,8346394624
10,44666880,6.1,101412864,74,75,73,1160904704,8346394624
11,44724224,5.7,101367808,75,78,72,1163190272,8346394624
11,44957696,5.5,101421056,84,86,81,1172537344,8346394624
9.2,44957696,5.3,101408768,75,78,72,1182994432,8346394624
9.3,44969984,5.5,101462016,73,74,73,1196617728,8346394624
10,44969984,5.5,101691392,80,83,78,1216278528,8346394624
11,45191168,5.2,101744640,76,79,72,1221677056,8346394624
12,45563904,6.4,101789696,74,76,72,1236082688,8346394624
12,46166016,6.9,101715968,86,89,84,1253588992,8346394624
11,46702592,6,101920768,78,80,76,1174855680,8346394624
12,47431680,6,101986304,72,73,70,1178652672,8346394624
12,47902720,7.4,102318080,86,89,84,1181655040,8346394624
9.9,48312320,6.2,102354944,73,76,71,1191272448,8346394624
9.7,48345088,4.1,102625280,67,69,65,1204527104,8346394624
8,48345088,3.6,102653952,83,85,81,1228693504,8346394624
8.1,48345088,4.4,102649856,77,81,74,1232609280,8346394624
6.9,48349184,4,102670336,61,63,59,1246916608,8346394624
1.8,48349184,1.4,102780928,16,17,15,1239650304,8346394624
0.13,48349184,0.34,102678528,3.6,4,3.2,1238646784,8346394624
0.013,48349184,0.36,102789120,4,3.6,4.4,1238663168,8346394624
0.013,48349184,0.35,102678528,4.2,3.8,4.6,1238724608,8346394624
0.014,48349184,0.36,102682624,4,3.8,4.2,1238724608,8346394624
0.1,48349184,0.38,102682624,4,3.8,4.2,1238679552,8346394624
2.4,47812608,1,102694912,13,13,13,1238458368,8346394624
6.6,48168960,3.8,102735872,40,40,41,1174151168,8346394624
10,47099904,5.2,102817792,79,81,76,1185214464,8346394624
11,47099904,5,102862848,76,79,73,1174515712,8346394624
9.4,47104000,5.9,102801408,85,86,83,1215225856,8346394624
10,47235072,5.2,102846464,90,92,87,1239449600,8346394624
13,44457984,5.2,103211008,82,83,80,1245614080,8346394624
12,44933120,6.6,103141376,86,88,84,1265381376,8346394624
9.7,44933120,5,103333888,89,91,87,1291939840,8346394624
9.5,44953600,5,103387136,84,87,81,1187483648,8346394624
9.3,44953600,5.9,103276544,83,85,81,1188483072,8346394624
10,45096960,5.4,103329792,89,91,86,1217454080,8346394624
10,45277184,6.3,103530496,82,85,80,1225318400,8346394624
10,45281280,5.7,103567360,80,82,78,1243938816,8346394624
10,45375488,5.5,103751680,86,88,85,1271521280,8346394624
9.8,45551616,5.4,103657472,85,88,81,1276628992,8346394624
9.7,45555712,4.7,103792640,85,88,83,1208438784,8346394624
10,45568000,6,103849984,87,89,85,1215770624,8346394624
10,45572096,5.8,103931904,85,87,82,1206976512,8346394624
8.8,45633536,5.4,103985152,83,84,81,1205915648,8346394624
11,46141440,5.7,104120320,88,89,86,1226567680,8346394624
14,46952448,6.7,104280064,86,89,84,1237897216,8346394624
12,47407104,6.9,104607744,88,90,85,1218097152,8346394624
11,48009216,5.8,104542208,90,92,89,1222488064,8346394624
12,48459776,6.3,104656896,85,88,82,1222864896,8346394624
10,48488448,6.6,104845312,81,84,79,1236238336,8346394624
7.9,48488448,5.3,104886272,86,89,84,1224957952,8346394624
7.4,48553984,4.9,106668032,77,81,74,1222828032,8346394624
8,48623616,4.6,107061248,80,83,77,1239056384,8346394624
5.1,48664576,2.9,107085824,65,67,63,1247809536,8346394624
1.1,48664576,1.4,107147264,5.6,5,6.2,1247182848,8346394624
0.014,48664576,0.41,107147264,4.2,4,4.4,1247432704,8346394624
0.0074,48664576,0.42,107233280,3.6,3.2,4,1247424512,8346394624
0.012,48664576,0.38,107147264,4.1,4.4,3.8,1247301632,8346394624
0.018,48664576,0.36,107147264,3.6,3.4,3.8,1247293440,8346394624
0.0071,48664576,0.36,107147264,4.3,4.2,4.4,1247277056,8346394624
0.014,48664576,0.83,107278336,5.7,4.4,7,1248210944,8346394624
0.022,48664576,0.81,107163648,4.7,4.4,5,1247449088,8346394624
0.014,48664576,0.39,107249664,4.4,4.6,4.2,1247309824,8346394624
0.012,48664576,0.43,107233280,3.8,4.2,3.4,1246490624,8346394624
0.014,48664576,0.38,107233280,4.1,5,3.2,1245339648,8346394624
0.087,48664576,0.51,107364352,4.5,4.4,4.6,1241382912,8346394624
1.6,48685056,1,107245568,10,9.6,11,1241604096,8346394624
4.5,48656384,2.5,107143168,15,16,15,1230520320,8346394624
4.6,48689152,3.1,107098112,17,18,17,1231433728,8346394624
3.9,48824320,2.3,107114496,19,19,19,1231085568,8346394624
5.3,48881664,2.3,107212800,17,16,18,1218945024,8346394624
5.4,41639936,2.7,107237376,20,20,19,1155657728,8346394624
4.9,41705472,2.6,107307008,23,23,23,1151545344,8346394624
4.2,41897984,3,107454464,17,18,17,1151848448,8346394624
5.1,42139648,3.2,107503616,19,20,19,1152315392,8346394624
5.6,42135552,2.8,107659264,21,22,20,1151766528,8346394624
4.5,42356736,3,107700224,16,17,16,1151983616,8346394624
5,42618880,2.9,107593728,19,20,18,1152565248,8346394624
5.1,42881024,2.8,107708416,26,27,25,1139343360,8346394624
4.7,43012096,2.6,107855872,16,16,16,1138823168,8346394624
4.4,43282432,2.4,107614208,19,20,17,1137205248,8346394624
4.7,43458560,2.6,107761664,19,21,18,1137278976,8346394624
4.6,43716608,2.8,107663360,16,16,16,1137717248,8346394624
4.1,43757568,2.8,107679744,18,19,18,1139621888,8346394624
4.6,44052480,3,107847680,21,22,20,1139175424,8346394624
4,44191744,3,107655168,18,18,18,1137561600,8346394624
3.5,44634112,2.3,107876352,17,17,18,1130307584,8346394624
5.1,44482560,2.5,107769856,21,22,20,1130491904,8346394624
5.3,44482560,2.6,107995136,15,16,14,1130094592,8346394624
4.5,44482560,2.7,107892736,17,18,17,1130164224,8346394624
5.1,44482560,3,108118016,20,20,21,1130582016,8346394624
5.2,43343872,3.1,107884544,17,17,17,1128411136,8346394624
5.6,43565056,2.8,107941888,19,19,19,1128902656,8346394624
5.5,43343872,2.6,108093440,19,21,18,1129115648,8346394624
4,43343872,2.6,107991040,15,16,14,1129213952,8346394624
2.5,43343872,1.8,107864064,12,12,11,1129545728,8346394624
0.84,43343872,0.76,107876352,5.5,5,6,1129799680,8346394624
0.016,43343872,0.82,108064768,4.9,6,3.8,1129205760,8346394624
0.013,43343872,0.84,108027904,3.5,4,3,1129205760,8346394624
0.012,43343872,0.38,107929600,3.9,3.4,4.4,1129213952,8346394624
0.013,43343872,0.39,107929600,3.5,3.4,3.6,1129213952,8346394624
0.13,43343872,0.46,107929600,4.6,5,4.2,1128992768,8346394624
2,43343872,1.1,108068864,9.5,8.8,10,1129709568,8346394624
4.9,43610112,2.5,107970560,22,22,21,1130164224,8346394624
5.1,43577344,3.2,107991040,22,22,22,1129996288,8346394624
4.3,43741184,2.9,108138496,31,32,30,1130295296,8346394624
5.2,43966464,3.1,108044288,27,28,25,1131180032,8346394624
5.7,44298240,3.2,108064768,22,23,20,1131433984,8346394624
5.2,44519424,2.5,107950080,26,26,27,1131839488,8346394624
5.2,44863488,3.1,108118016,29,30,28,1133518848,8346394624
5.6,44814336,3.5,108339200,24,25,24,1131220992,8346394624
5,44814336,3.1,108236800,26,28,25,1131352064,8346394624
4.8,44859392,2.9,108199936,29,29,29,1130360832,8346394624
5.3,44859392,2.8,108224512,22,22,22,1130487808,8346394624
5.4,44945408,3.1,108392448,26,28,24,1132101632,8346394624
5.1,45056000,2.8,108412928,27,28,26,1132007424,8346394624
4.3,45142016,2.7,108564480,22,22,21,1132523520,8346394624
4.1,45211648,2.7,108453888,25,27,23,1132924928,8346394624
4,45215744,2.5,108486656,27,28,25,1133252608,8346394624
4.6,45219840,2.9,108646400,23,23,22,1134002176,8346394624
4.6,45297664,2.6,108470272,27,26,27,1135607808,8346394624
3.6,45359104,3,108580864,28,28,27,1136697344,8346394624
3.5,45359104,3,108597248,21,21,20,1136185344,8346394624
5.2,45383680,2.6,108486656,28,30,27,1137184768,8346394624
5.6,45383680,3.1,108519424,27,28,27,1136586752,8346394624
4,45404160,2.7,108535808,21,21,21,1136713728,8346394624
4,45568000,2.4,108732416,26,27,26,1137684480,8346394624
5.6,45772800,2.8,108630016,28,30,27,1138159616,8346394624
5.5,45797376,3.3,108605440,22,23,21,1138831360,8346394624
4.3,45797376,3.1,108625920,24,25,24,1139044352,8346394624
4,45842432,2.3,108773376,23,24,22,1139507200,8346394624
3,45858816,1.9,108654592,21,22,20,1138991104,8346394624
1,45858816,1,108654592,5.6,6,5.2,1139216384,8346394624
0.019,45858816,1.1,108769280,4.9,5.2,4.6,1139666944,8346394624
0.014,45858816,1.1,108720128,3.7,3.2,4.2,1138692096,8346394624
0.55,41578496,0.34,108662784,4.8,5.4,4.2,1133875200,8346394624
0.56,41529344,0.32,108662784,3.3,3.8,2.8,1133662208,8346394624
0.058,41660416,0.35,108662784,4.2,4,4.4,1133895680,8346394624
2.1,42336256,0.91,108675072,9.1,8.6,9.6,1134870528,8346394624
6.4,43151360,2.2,108703744,28,30,26,1137569792,8346394624
7.4,43241472,3,108797952,27,29,26,1137057792,8346394624
6.5,43491328,2.8,108814336,33,35,32,1138286592,8346394624
7.3,43446272,2.9,108924928,35,36,34,1136988160,8346394624
6.8,43532288,3,108949504,31,32,31,1136947200,8346394624
6,43638784,2.5,108965888,33,33,33,1137872896,8346394624
7.2,43966464,3.2,109019136,36,37,36,1138642944,8346394624
7.2,44048384,3.5,109047808,35,37,34,1139838976,8346394624
7.5,44199936,3.1,109203456,30,31,28,1140027392,8346394624
8,44212224,3.3,108986368,37,38,35,1140596736,8346394624
7.5,44212224,3.2,109010944,35,36,34,1142362112,8346394624
8.1,44363776,2.7,109051904,31,32,29,1144553472,8346394624
6.9,44396544,2.6,109207552,39,41,38,1144471552,8346394624
5.3,44474368,3,109187072,31,33,29,1143394304,8346394624
