NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
5333,0.01875,400,3.9,18.18726087,66920091.83,9.245652174,190799337.7,44.19130435,45.60869565,42.68695652,828679924.9,8126898176
4000,0.025,301.3,2.8,14.27142857,64627858.29,7.533333333,190802602.7,36.71428571,36.52380952,36.71428571,828815067.4,8126898176
5333,0.01875,400,3.7,19.05909091,66131409.45,9.572727273,190817186.9,45.8,46.69090909,44.5,828813312,8126898176
4000,0.025,301.3,2.8,13.31763913,64924805.57,6.973913043,190832461.9,33.66521739,34.49565217,32.90434783,828796037.6,8126898176
5333,0.01875,400,4.3,17.95114783,67357651.48,9.18826087,190830503,43.93913043,44.28695652,43.84347826,828760420.2,8126898176
4000,0.025,301.3,2.9,14.26190476,64933497.9,7.628571429,190836150.9,36.61904762,37.0952381,35.9047619,828808435.8,8126898176
5333,0.01875,400,3.9,19.08181818,66751022.55,9.62,190845858.9,45.76818182,46.45454545,45.12727273,828839563.6,8126898176
4000,0.025,301.3,2.9,13.14722174,64936915.48,6.956521739,190880723.5,33.53478261,34.15652174,33.2173913,828831476.9,8126898176
5333,0.01875,400,3.9,18.65941364,66660538.18,9.568181818,190879930.2,45.65909091,45.95454545,45.57272727,828623220.4,8126898176
4000,0.025,301.3,2.9,13.75454545,65659252.36,7.381818182,190892218.2,35.14090909,36.03636364,34.33636364,828809588.4,8126898176
5333,0.01875,400,3.8,18.86818182,66633169.45,9.633636364,190896686.5,45.59090909,46.86363636,44.56363636,828749451.6,8126898176
4000,0.025,301.3,2.9,13.57811304,63972752.7,7.008695652,190920971.1,34.11304348,33.68695652,34.36521739,828661581.9,8126898176
5333,0.01875,399.9,3.9,17.96043478,66654920.35,9.347826087,190777967.3,43.84782609,43.6,43.96521739,828731926.3,8126898176
4000,0.025,301.3,2.9,13.96363636,64272011.64,7.292272727,190788887.3,35.22727273,35.91818182,34.30909091,828730274.9,8126898176
5333,0.01875,400,3.8,18.67954545,67011863.27,9.513636364,190804526.5,45.35909091,45.39090909,45.28181818,828665669.8,8126898176
4000,0.025,301.3,2.9,14.42857143,64696320,7.414285714,190816256,36.47619048,36.52380952,36.33333333,828764160,8126898176
5333,0.01875,400,4,18.0626087,67194345.74,9.352173913,190836201.7,43.93478261,44.60869565,43.53043478,828671554.8,8126898176
4000,0.025,301.3,2.9,13.87272727,65255424,7.268636364,190844183.3,35.18181818,35.41818182,34.49090909,828831557.8,8126898176
5333,0.01875,400,4.1,18.59318182,66515316.36,9.547272727,190852933.8,45.32727273,45.97272727,44.72727273,828769186.9,8126898176
4000,0.025,301.3,2.8,13.55482273,64490402.91,7.113636364,190853678.5,34.76363636,35.5,34.05454545,828824855.3,8126898176
5333,0.01875,400,3.8,17.82391304,67336815.3,9.386956522,190772090.4,43.90869565,44.17391304,43.59130435,828817051.8,8126898176
4000,0.025,301.3,2.9,14.01409091,64274245.82,7.320454545,190735825.5,35.25454545,35.55454545,35.13636364,828908078.5,8126898176
5333,0.01875,400,4.1,19.60952381,67809280,10.07619048,190757936.8,47.61904762,48.04761905,46.95238095,831928807.6,8126898176
4000,0.025,301.3,2.8,12.56277917,65616384,6.693333333,190759253.3,32.37083333,32.69166667,32.175,829066581.3,8126898176
5333,0.01875,400,3.8,18.68045455,67217408,9.823181818,190770641.5,45.72727273,46.86363636,44.60909091,828921483.6,8126898176
4000,0.025,301.3,2.9,14.51428571,64415451.43,7.595238095,190795385.9,36.57142857,36.47619048,36.85714286,829001728,8126898176
5333,0.01875,399.9,3.8,18.77727273,66703360,9.531818182,190737501.1,45.35,46.37272727,44.28181818,828886109.1,8126898176
4000,0.025,301.3,2.9,12.73360417,63368704,6.714583333,190754133.3,32.55,32.84166667,32.15,828845909.3,8126898176
5333,0.01875,400,4.2,18.75136364,67268980.36,9.576818182,190726144,45.64090909,46.36363636,44.69090909,829126283.6,8126898176
4000,0.025,301.3,2.9,14.24285714,64757369.9,7.566666667,190738041.9,36.57142857,36.85714286,36.19047619,828709546.7,8126898176
5333,0.01875,400,4.2,18.90454545,67213125.82,9.613636364,190775296,45.63181818,46.05454545,45.25454545,828765090.9,8126898176
4000,0.025,301.3,2.8,12.7002625,64043178.67,6.701666667,190784000,32.57083333,33.91666667,31.25,828741461.3,8126898176
5333,0.01875,400,3.8,19.38571429,66799323.43,10.00952381,190833810.3,47.42857143,46.52380952,48.33333333,828638549.3,8126898176
4000,0.025,301.3,2.9,13.65,64030720,7.377272727,190862987.6,35.04090909,35.94545455,34.09090909,828870469.8,8126898176
5333,0.01875,400,4.1,18.93181818,67787124.36,9.694545455,190884770.9,45.77272727,46.31818182,45.45454545,829028538.2,8126898176
4000,0.025,301.3,2.8,13.45682609,65774636.52,7.113043478,190831571.5,33.90869565,34.20869565,33.56521739,828823997.2,8126898176
5333,0.01875,400,4,19.43333333,67750570.67,10.07619048,190733750.9,47.57142857,48.04761905,47.0952381,828796928,8126898176
4000,0.025,301.3,2.8,13.88181818,64071307.64,7.295454545,190349498.2,35.04545455,35.23636364,34.62727273,828312482.9,8126898176
5333,0.01875,400,3.8,18.59454545,68159488,9.609090909,190399022.5,45.49090909,46.22727273,44.70909091,828255138.9,8126898176
4000,0.025,301.3,2.8,13.25247826,64835940.17,7.073913043,190393299.5,33.9,34.89565217,33,828267475.5,8126898176
5333,0.01875,400,3.8,18.97727273,66675246.55,9.940909091,190415034.2,46.11818182,45.72727273,46.46363636,828426984.7,8126898176
4000,0.025,301.3,2.9,13.92727273,63464541.09,7.293181818,190478894.5,35.17727273,34.96363636,35.43636364,828436293.8,8126898176
5333,0.01875,400,3.8,18.65318182,67185757.09,9.568636364,190699706.2,45.52727273,45.2,45.80909091,828737908.4,8126898176
4000,0.025,301.3,2.8,13.19146957,64790884.17,7.060869565,190709581.9,33.95217391,34.26086957,33.72173913,828649650.1,8126898176
5333,0.01875,400,3.9,18.85454545,67107188.36,9.613636364,190728005.8,45.53181818,45.77272727,45.40909091,828452491.6,8126898176
4000,0.025,301.3,2.8,13.79090909,65223959.27,7.328181818,190727074.9,35.09545455,36.28181818,33.90909091,828594176,8126898176
5333,0.01875,400,3.9,19.53333333,67749400.38,9.90952381,190747014.1,47.52380952,47.85714286,47.28571429,828544341.3,8126898176
4000,0.025,301.3,2.9,13.39156087,65176086.26,7.020434783,190749651.5,33.95652174,34.16521739,33.66956522,828579840,8126898176
5333,0.01875,400,3.8,18.64545455,67621050.18,9.712272727,190722234.2,45.68181818,46.90909091,44.40909091,828482839.3,8126898176
4000,0.025,301.3,2.8,14.41904762,65001764.57,7.728571429,190706054.1,36.80952381,37.61904762,36.14285714,828562285.7,8126898176
5333,0.01875,400,3.9,18.92727273,67106816,9.722727273,190701754.2,45.6,46.29090909,44.86363636,828483397.8,8126898176
4000,0.025,301.3,2.9,13.16970435,65800993.39,7.069565217,190724007,34.16956522,35,33.52173913,828547250.1,8126898176
5333,0.01875,400,3.8,18.70136364,67957294.55,9.732272727,190736384,45.62727273,46.29090909,45.05454545,828466455.3,8126898176
4000,0.025,301.3,2.8,14.3952381,66004699.43,7.633333333,190625304.4,36.52380952,35.85714286,37.23809524,828375625.1,8126898176
