Acme Web CPU Usage,Acme Web Memory Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Usage,Host Mem Usage,Host Mem Total,Host Mem Total,Host Mem Total
0.0066,44711936,44711936,0.83,162942976,162942976,3.1,3,3.2,828170240,828170240,828170240,8126898176,8126898176,8126898176
0.0068,44711936,44711936,0.22,163049472,163049472,3.5,3.8,3.2,827912192,827912192,827912192,8126898176,8126898176,8126898176
1.1,44711936,44711936,0.63,162963456,162963456,7.7,7.2,8.2,827912192,827912192,827912192,8126898176,8126898176,8126898176
5.1,44711936,44711936,2.1,163041280,163041280,21,20,21,827908096,827908096,827908096,8126898176,8126898176,8126898176
8.4,44711936,44711936,3.8,163135488,163135488,22,25,19,828170240,828170240,828170240,8126898176,8126898176,8126898176
10,44711936,44711936,4,163213312,163213312,26,27,24,828166144,828166144,828166144,8126898176,8126898176,8126898176
10,44711936,44711936,4.6,163201024,163201024,24,25,22,828166144,828166144,828166144,8126898176,8126898176,8126898176
7.9,44711936,44711936,4.7,163024896,163024896,22,21,23,828149760,828149760,828149760,8126898176,8126898176,8126898176
7.8,44711936,44711936,3.7,163106816,163106816,21,21,22,828149760,828149760,828149760,8126898176,8126898176,8126898176
8.6,44711936,44711936,3.7,163061760,163061760,23,24,21,828133376,828133376,828133376,8126898176,8126898176,8126898176
8.4,44711936,44711936,4.3,163041280,163041280,21,21,22,827875328,827875328,827875328,8126898176,8126898176,8126898176
8.6,44711936,44711936,4.4,163127296,163127296,24,25,24,828133376,828133376,828133376,8126898176,8126898176,8126898176
8.3,44711936,44711936,5.5,163008512,163008512,25,24,26,828649472,828649472,828649472,8126898176,8126898176,8126898176
9.5,44711936,44711936,6,163115008,163115008,28,31,24,827875328,827875328,827875328,8126898176,8126898176,8126898176
10,44711936,44711936,5.2,163106816,163106816,25,26,24,827875328,827875328,827875328,8126898176,8126898176,8126898176
8.2,44711936,44711936,4.3,163299328,163299328,21,25,18,827875328,827875328,827875328,8126898176,8126898176,8126898176
7.2,44711936,44711936,3.1,163373056,163373056,18,21,16,827875328,827875328,827875328,8126898176,8126898176,8126898176
7.7,44711936,44711936,3.9,163082240,163082240,20,23,18,827875328,827875328,827875328,8126898176,8126898176,8126898176
7.3,44711936,44711936,4.2,163102720,163102720,20,22,18,827875328,827875328,827875328,8126898176,8126898176,8126898176
7,44711936,44711936,3.7,162996224,162996224,22,23,20,828649472,828649472,828649472,8126898176,8126898176,8126898176
7.5,44711936,44711936,3.8,163008512,163008512,21,21,22,828907520,828907520,828907520,8126898176,8126898176,8126898176
7.3,44711936,44711936,3.9,162906112,162906112,20,23,16,828133376,828133376,828133376,8126898176,8126898176,8126898176
5.5,44711936,44711936,3.1,162951168,162951168,11,10,12,828129280,828129280,828129280,8126898176,8126898176,8126898176
2,44711936,44711936,1.4,162881536,162881536,4.2,4.4,4,827613184,827613184,827613184,8126898176,8126898176,8126898176
0.14,44711936,44711936,0.8,163053568,163053568,4.6,3.4,5.8,829755392,829755392,829755392,8126898176,8126898176,8126898176
0.0063,44711936,44711936,0.82,163008512,163008512,3.6,3.4,3.8,830529536,830529536,830529536,8126898176,8126898176,8126898176
0.0065,44711936,44711936,0.22,162918400,162918400,2.8,3,2.6,827867136,827867136,827867136,8126898176,8126898176,8126898176
0.0071,44711936,44711936,0.18,162938880,162938880,3.4,3.6,3.2,828125184,828125184,828125184,8126898176,8126898176,8126898176
0.0068,44711936,44711936,0.18,162914304,162914304,2.7,2.2,3.2,827867136,827867136,827867136,8126898176,8126898176,8126898176
1.1,44711936,44711936,0.54,162934784,162934784,8.7,9.2,8.2,827867136,827867136,827867136,8126898176,8126898176,8126898176
3.9,44711936,44711936,1.7,162856960,162856960,15,14,15,828125184,828125184,828125184,8126898176,8126898176,8126898176
5.9,44711936,44711936,3,162795520,162795520,17,17,17,828125184,828125184,828125184,8126898176,8126898176,8126898176
5.8,44711936,44711936,3.3,162861056,162861056,16,17,15,827867136,827867136,827867136,8126898176,8126898176,8126898176
6,44711936,44711936,3.2,162807808,162807808,18,19,16,827858944,827858944,827858944,8126898176,8126898176,8126898176
6.1,44711936,44711936,2.9,162590720,162590720,17,15,19,827858944,827858944,827858944,8126898176,8126898176,8126898176
5.7,44711936,44711936,2.7,162652160,162652160,17,20,15,828116992,828116992,828116992,8126898176,8126898176,8126898176
5.5,44711936,44711936,3.6,162902016,162902016,18,16,20,827858944,827858944,827858944,8126898176,8126898176,8126898176
5.4,44711936,44711936,3.7,162562048,162562048,17,19,14,828116992,828116992,828116992,8126898176,8126898176,8126898176
5.9,44711936,44711936,3.2,162496512,162496512,16,15,17,827858944,827858944,827858944,8126898176,8126898176,8126898176
6,44711936,44711936,3.1,162635776,162635776,18,20,15,828108800,828108800,828108800,8126898176,8126898176,8126898176
4.9,44711936,44711936,2.8,162693120,162693120,15,16,15,828108800,828108800,828108800,8126898176,8126898176,8126898176
5.4,44711936,44711936,2.7,162762752,162762752,16,17,15,828108800,828108800,828108800,8126898176,8126898176,8126898176
5.6,44711936,44711936,2.7,162816000,162816000,16,18,15,828108800,828108800,828108800,8126898176,8126898176,8126898176
5.4,44711936,44711936,2.9,162742272,162742272,18,16,19,828108800,828108800,828108800,8126898176,8126898176,8126898176
6.7,44711936,44711936,3.8,162791424,162791424,18,15,22,828108800,828108800,828108800,8126898176,8126898176,8126898176
6.6,44711936,44711936,3.8,162914304,162914304,20,21,19,828100608,828100608,828100608,8126898176,8126898176,8126898176
6.6,44711936,44711936,3.2,162590720,162590720,18,19,17,828067840,828067840,828067840,8126898176,8126898176,8126898176
5.8,44711936,44711936,3.3,162676736,162676736,16,17,15,828067840,828067840,828067840,8126898176,8126898176,8126898176
3.7,44711936,44711936,3,162656256,162656256,9.5,8.2,11,828067840,828067840,828067840,8126898176,8126898176,8126898176
1.3,44711936,44711936,1.4,162770944,162770944,3.5,4.2,2.8,828067840,828067840,828067840,8126898176,8126898176,8126898176
0.0069,44711936,44711936,0.2,162660352,162660352,3,3.2,2.8,828067840,828067840,828067840,8126898176,8126898176,8126898176
0.0075,44711936,44711936,0.17,162770944,162770944,3.5,3.6,3.4,827809792,827809792,827809792,8126898176,8126898176,8126898176
0.0071,44711936,44711936,0.16,162668544,162668544,2.7,2.8,2.6,828325888,828325888,828325888,8126898176,8126898176,8126898176
0.0063,44711936,44711936,0.18,162779136,162779136,3.6,4,3.2,828063744,828063744,828063744,8126898176,8126898176,8126898176
0.2,44711936,44711936,0.18,162680832,162680832,3.6,3.2,4,827805696,827805696,827805696,8126898176,8126898176,8126898176
3.2,44711936,44711936,1.5,162881536,162881536,15,18,12,827805696,827805696,827805696,8126898176,8126898176,8126898176
7.8,44711936,44711936,3,162955264,162955264,24,22,25,827805696,827805696,827805696,8126898176,8126898176,8126898176
9.9,44711936,44711936,4.2,162934784,162934784,25,26,25,827793408,827793408,827793408,8126898176,8126898176,8126898176
10,44711936,44711936,4.6,162897920,162897920,23,23,24,827793408,827793408,827793408,8126898176,8126898176,8126898176
9,44711936,44711936,3.9,162975744,162975744,23,21,24,828051456,828051456,828051456,8126898176,8126898176,8126898176
7.8,44711936,44711936,4.7,163287040,163287040,24,22,27,828051456,828051456,828051456,8126898176,8126898176,8126898176
7.9,44711936,44711936,5.4,163151872,163151872,22,23,22,827793408,827793408,827793408,8126898176,8126898176,8126898176
8,44711936,44711936,4.2,163229696,163229696,22,22,22,828051456,828051456,828051456,8126898176,8126898176,8126898176
8.1,44711936,44711936,3.8,163205120,163205120,22,24,19,827793408,827793408,827793408,8126898176,8126898176,8126898176
7.5,44711936,44711936,4.1,163164160,163164160,23,23,22,827793408,827793408,827793408,8126898176,8126898176,8126898176
9.3,44711936,44711936,4.9,163299328,163299328,26,23,28,828051456,828051456,828051456,8126898176,8126898176,8126898176
10,44711936,44711936,5,163127296,163127296,26,24,28,827793408,827793408,827793408,8126898176,8126898176,8126898176
9.6,44711936,44711936,4.1,163213312,163213312,23,21,26,827777024,827777024,827777024,8126898176,8126898176,8126898176
8.6,44711936,44711936,4.2,163184640,163184640,19,20,17,828551168,828551168,828551168,8126898176,8126898176,8126898176
6.7,44711936,44711936,3.8,163139584,163139584,20,20,21,827772928,827772928,827772928,8126898176,8126898176,8126898176
6.7,44711936,44711936,3.8,163115008,163115008,20,19,21,827772928,827772928,827772928,8126898176,8126898176,8126898176
6.9,44711936,44711936,3.7,163184640,163184640,22,22,21,827772928,827772928,827772928,8126898176,8126898176,8126898176
8.8,44711936,44711936,4.3,163348480,163348480,27,28,25,827772928,827772928,827772928,8126898176,8126898176,8126898176
9.3,44711936,44711936,5.5,163209216,163209216,24,24,23,827772928,827772928,827772928,8126898176,8126898176,8126898176
6.2,44711936,44711936,4.1,163385344,163385344,16,15,18,828030976,828030976,828030976,8126898176,8126898176,8126898176
3.1,44711936,44711936,1.8,163139584,163139584,6.4,5.6,7.2,827514880,827514880,827514880,8126898176,8126898176,8126898176
0.91,44711936,44711936,0.56,163139584,163139584,2.9,3,2.8,827772928,827772928,827772928,8126898176,8126898176,8126898176
0.0064,44711936,44711936,0.22,163233792,163233792,3.7,3.8,3.6,828030976,828030976,828030976,8126898176,8126898176,8126898176
0.0062,44711936,44711936,0.21,163139584,163139584,2.8,3.2,2.4,827772928,827772928,827772928,8126898176,8126898176,8126898176
0.0074,44711936,44711936,0.21,163233792,163233792,3.6,4,3.2,827772928,827772928,827772928,8126898176,8126898176,8126898176
0.007,44711936,44711936,0.19,163143680,163143680,2.7,2.6,2.8,828030976,828030976,828030976,8126898176,8126898176,8126898176
0.48,44711936,44711936,0.36,163151872,163151872,5.4,5.8,5,828022784,828022784,828022784,8126898176,8126898176,8126898176
2.5,44711936,44711936,1.5,163201024,163201024,12,13,11,827760640,827760640,827760640,8126898176,8126898176,8126898176
4.5,44711936,44711936,2.5,163266560,163266560,17,17,16,827760640,827760640,827760640,8126898176,8126898176,8126898176
6.5,44711936,44711936,3.7,163188736,163188736,19,19,19,827756544,827756544,827756544,8126898176,8126898176,8126898176
6.7,44711936,44711936,3.8,163241984,163241984,19,19,18,827756544,827756544,827756544,8126898176,8126898176,8126898176
6.4,44711936,44711936,3.2,163328000,163328000,18,20,17,827756544,827756544,827756544,8126898176,8126898176,8126898176
6.4,44711936,44711936,3.3,163393536,163393536,17,16,18,827756544,827756544,827756544,8126898176,8126898176,8126898176
5.7,44711936,44711936,2.8,163446784,163446784,16,15,16,827756544,827756544,827756544,8126898176,8126898176,8126898176
5.7,44711936,44711936,2.5,163106816,163106816,16,16,16,827498496,827498496,827498496,8126898176,8126898176,8126898176
5.6,44711936,44711936,3,163307520,163307520,16,18,14,828014592,828014592,828014592,8126898176,8126898176,8126898176
5.4,44711936,44711936,3.1,163491840,163491840,18,17,18,827748352,827748352,827748352,8126898176,8126898176,8126898176
5.4,44711936,44711936,3,163303424,163303424,16,17,15,827748352,827748352,827748352,8126898176,8126898176,8126898176
5.3,44711936,44711936,3.3,163115008,163115008,16,16,17,827731968,827731968,827731968,8126898176,8126898176,8126898176
5.2,44711936,44711936,2.8,163291136,163291136,17,16,17,827731968,827731968,827731968,8126898176,8126898176,8126898176
5.8,44711936,44711936,2.9,163368960,163368960,16,14,18,827990016,827990016,827990016,8126898176,8126898176,8126898176
7,44711936,44711936,4.4,163315712,163315712,21,19,23,827731968,827731968,827731968,8126898176,8126898176,8126898176
7.3,44711936,44711936,4.3,163258368,163258368,21,24,17,827764736,827764736,827764736,8126898176,8126898176,8126898176
6.9,44711936,44711936,3.9,163221504,163221504,19,19,18,827764736,827764736,827764736,8126898176,8126898176,8126898176
6.7,44711936,44711936,3.6,163418112,163418112,19,20,17,827502592,827502592,827502592,8126898176,8126898176,8126898176
4.7,44711936,44711936,2.5,163192832,163192832,11,11,12,827760640,827760640,827760640,8126898176,8126898176,8126898176
1.9,44711936,44711936,1.3,163278848,163278848,4.2,4,4.4,828018688,828018688,828018688,8126898176,8126898176,8126898176
0.09,44711936,44711936,0.33,163205120,163205120,2.7,2.4,3,828018688,828018688,828018688,8126898176,8126898176,8126898176
0.0061,44711936,44711936,0.2,163287040,163287040,3.6,3.2,4,828018688,828018688,828018688,8126898176,8126898176,8126898176
0.0062,44711936,44711936,0.19,163205120,163205120,2.9,2.8,3,828018688,828018688,828018688,8126898176,8126898176,8126898176
0.0072,44711936,44711936,0.19,163205120,163205120,3.6,3.4,3.8,827748352,827748352,827748352,8126898176,8126898176,8126898176
0.0077,44711936,44711936,0.19,163205120,163205120,2.7,3,2.4,828006400,828006400,828006400,8126898176,8126898176,8126898176
1.5,44711936,44711936,0.45,163233792,163233792,9.5,9,10,827748352,827748352,827748352,8126898176,8126898176,8126898176
5.6,44711936,44711936,3.2,163233792,163233792,22,21,22,828006400,828006400,828006400,8126898176,8126898176,8126898176
8.5,44711936,44711936,4.8,163328000,163328000,24,26,22,828006400,828006400,828006400,8126898176,8126898176,8126898176
9.7,44711936,44711936,4.6,163307520,163307520,24,24,25,827748352,827748352,827748352,8126898176,8126898176,8126898176
8.7,44711936,44711936,4.4,163258368,163258368,23,26,20,827748352,827748352,827748352,8126898176,8126898176,8126898176
6.8,44711936,44711936,3.7,163340288,163340288,20,19,22,828002304,828002304,828002304,8126898176,8126898176,8126898176
8.3,44711936,44711936,3.7,163426304,163426304,22,22,22,828002304,828002304,828002304,8126898176,8126898176,8126898176
8.2,44711936,44711936,4,163258368,163258368,22,21,24,827744256,827744256,827744256,8126898176,8126898176,8126898176
7.7,44711936,44711936,4.2,163356672,163356672,22,20,25,827744256,827744256,827744256,8126898176,8126898176,8126898176
8.7,44711936,44711936,4.4,163336192,163336192,21,20,22,828002304,828002304,828002304,8126898176,8126898176,8126898176
8.4,44711936,44711936,4.4,163430400,163430400,24,23,26,827981824,827981824,827981824,8126898176,8126898176,8126898176
9.5,44711936,44711936,4.2,163389440,163389440,26,28,24,827981824,827981824,827981824,8126898176,8126898176,8126898176
10,44711936,44711936,5.3,163397632,163397632,25,28,22,827981824,827981824,827981824,8126898176,8126898176,8126898176
8.3,44711936,44711936,5.5,163319808,163319808,23,25,20,829054976,829054976,829054976,8126898176,8126898176,8126898176
7.5,44711936,44711936,4.2,163409920,163409920,19,19,19,829054976,829054976,829054976,8126898176,8126898176,8126898176
7.2,44711936,44711936,4,163340288,163340288,20,22,18,828796928,828796928,828796928,8126898176,8126898176,8126898176
7.3,44711936,44711936,3.9,163237888,163237888,20,21,19,829571072,829571072,829571072,8126898176,8126898176,8126898176
7.9,44711936,44711936,4,163303424,163303424,21,23,18,829054976,829054976,829054976,8126898176,8126898176,8126898176
7.9,44711936,44711936,4.1,163082240,163082240,22,22,22,828817408,828817408,828817408,8126898176,8126898176,8126898176
7.3,44711936,44711936,3.8,163274752,163274752,19,19,18,829054976,829054976,829054976,8126898176,8126898176,8126898176
4.7,44711936,44711936,2.8,163303424,163303424,11,12,10,829038592,829038592,829038592,8126898176,8126898176,8126898176
1.4,44711936,44711936,0.93,163180544,163180544,3,3.2,2.8,828780544,828780544,828780544,8126898176,8126898176,8126898176
0.026,44711936,44711936,0.17,163278848,163278848,3.4,3.6,3.2,828768256,828768256,828768256,8126898176,8126898176,8126898176
0.0068,44711936,44711936,0.18,163180544,163180544,2.7,2.4,3,828768256,828768256,828768256,8126898176,8126898176,8126898176
0.0063,44711936,44711936,0.21,163278848,163278848,3.5,3.4,3.6,829026304,829026304,829026304,8126898176,8126898176,8126898176
0.0066,44711936,44711936,0.93,163139584,163139584,4.7,6.2,3.2,828768256,828768256,828768256,8126898176,8126898176,8126898176
0.0061,44711936,44711936,0.94,163139584,163139584,4.2,4,4.4,829026304,829026304,829026304,8126898176,8126898176,8126898176
1.5,44711936,44711936,0.85,163295232,163295232,9.2,11,7.6,829026304,829026304,829026304,8126898176,8126898176,8126898176
4.1,44711936,44711936,2,163278848,163278848,16,18,15,828760064,828760064,828760064,8126898176,8126898176,8126898176
5.3,44711936,44711936,2.6,163201024,163201024,16,18,13,829018112,829018112,829018112,8126898176,8126898176,8126898176
6.4,44711936,44711936,2.9,163192832,163192832,18,19,17,828985344,828985344,828985344,8126898176,8126898176,8126898176
7.3,44711936,44711936,3.6,162947072,162947072,18,19,18,828985344,828985344,828985344,8126898176,8126898176,8126898176
6.6,44711936,44711936,3.5,163012608,163012608,18,20,16,828985344,828985344,828985344,8126898176,8126898176,8126898176
6.2,44711936,44711936,3,163086336,163086336,16,15,17,829755392,829755392,829755392,8126898176,8126898176,8126898176
5.1,44711936,44711936,2.8,163332096,163332096,16,16,16,828968960,828968960,828968960,8126898176,8126898176,8126898176
4.9,44711936,44711936,2.7,163123200,163123200,16,15,16,828968960,828968960,828968960,8126898176,8126898176,8126898176
6.3,44711936,44711936,2.8,163012608,163012608,17,16,19,828710912,828710912,828710912,8126898176,8126898176,8126898176
6.3,44711936,44711936,4,163074048,163074048,20,19,20,827895808,827895808,827895808,8126898176,8126898176,8126898176
6.1,44711936,44711936,4.1,163201024,163201024,17,17,16,827895808,827895808,827895808,8126898176,8126898176,8126898176
6.2,44711936,44711936,3,163262464,163262464,16,17,16,827895808,827895808,827895808,8126898176,8126898176,8126898176
5.5,44711936,44711936,3.3,163332096,163332096,17,15,18,827891712,827891712,827891712,8126898176,8126898176,8126898176
4.9,44711936,44711936,2.9,163258368,163258368,16,16,16,827891712,827891712,827891712,8126898176,8126898176,8126898176
5.5,44711936,44711936,2.9,163037184,163037184,20,20,19,827891712,827891712,827891712,8126898176,8126898176,8126898176
7.1,44711936,44711936,3.5,163115008,163115008,19,21,17,828407808,828407808,828407808,8126898176,8126898176,8126898176
7,44711936,44711936,3.9,163074048,163074048,19,19,18,828149760,828149760,828149760,8126898176,8126898176,8126898176
6.3,44711936,44711936,3.3,162988032,162988032,15,15,15,828149760,828149760,828149760,8126898176,8126898176,8126898176
4.1,44711936,44711936,1.8,163069952,163069952,7.8,7.8,7.8,827875328,827875328,827875328,8126898176,8126898176,8126898176
0.81,44711936,44711936,0.55,163069952,163069952,2.6,2.6,2.6,827875328,827875328,827875328,8126898176,8126898176,8126898176
0.0072,44711936,44711936,0.21,163020800,163020800,3.5,3.4,3.6,827875328,827875328,827875328,8126898176,8126898176,8126898176
0.012,44711936,44711936,0.94,163061760,163061760,4.6,3.4,5.8,827875328,827875328,827875328,8126898176,8126898176,8126898176
0.011,44711936,44711936,0.93,163143680,163143680,3.6,4.2,3,828133376,828133376,828133376,8126898176,8126898176,8126898176
0.0068,44711936,44711936,0.22,163061760,163061760,3.1,2.8,3.4,828133376,828133376,828133376,8126898176,8126898176,8126898176
0.49,44711936,44711936,0.22,163143680,163143680,5.1,5.4,4.8,829247488,829247488,829247488,8126898176,8126898176,8126898176
3.6,44711936,44711936,1.7,163123200,163123200,16,16,16,829243392,829243392,829243392,8126898176,8126898176,8126898176
8.3,44711936,44711936,3.2,163065856,163065856,25,27,23,827863040,827863040,827863040,8126898176,8126898176,8126898176
9.7,44711936,44711936,3.7,163168256,163168256,25,29,20,827895808,827895808,827895808,8126898176,8126898176,8126898176
9.6,44711936,44711936,4.6,163323904,163323904,25,29,21,827895808,827895808,827895808,8126898176,8126898176,8126898176
11,44711936,44711936,4.4,163274752,163274752,21,23,20,828153856,828153856,828153856,8126898176,8126898176,8126898176
9.3,44711936,44711936,4.3,163123200,163123200,23,25,21,827895808,827895808,827895808,8126898176,8126898176,8126898176
8.2,44711936,44711936,4.3,163336192,163336192,23,25,21,827895808,827895808,827895808,8126898176,8126898176,8126898176
7.9,44711936,44711936,4,163188736,163188736,23,22,24,827895808,827895808,827895808,8126898176,8126898176,8126898176
9,44711936,44711936,5.2,163344384,163344384,25,27,22,827895808,827895808,827895808,8126898176,8126898176,8126898176
10,44711936,44711936,5.3,163192832,163192832,23,22,25,827895808,827895808,827895808,8126898176,8126898176,8126898176
9.6,44711936,44711936,4.5,163307520,163307520,27,30,24,828153856,828153856,828153856,8126898176,8126898176,8126898176
9.5,44711936,44711936,4.7,163143680,163143680,27,27,26,827895808,827895808,827895808,8126898176,8126898176,8126898176
8.9,44711936,44711936,5,163258368,163258368,22,24,20,827637760,827637760,827637760,8126898176,8126898176,8126898176
7.3,44711936,44711936,4.1,163209216,163209216,19,20,18,827637760,827637760,827637760,8126898176,8126898176,8126898176
6.6,44711936,44711936,3.3,163291136,163291136,20,21,18,828411904,828411904,828411904,8126898176,8126898176,8126898176
7.2,44711936,44711936,4,163401728,163401728,21,19,23,827895808,827895808,827895808,8126898176,8126898176,8126898176
8.3,44711936,44711936,4.2,163491840,163491840,21,24,17,827895808,827895808,827895808,8126898176,8126898176,8126898176
8.7,44711936,44711936,3.8,163336192,163336192,22,21,23,828661760,828661760,828661760,8126898176,8126898176,8126898176
7.2,44711936,44711936,3.6,163401728,163401728,21,18,23,827887616,827887616,827887616,8126898176,8126898176,8126898176
6.1,44711936,44711936,3.6,163487744,163487744,16,16,16,827887616,827887616,827887616,8126898176,8126898176,8126898176
3.6,44711936,44711936,3.1,163360768,163360768,7.3,9.8,4.8,827887616,827887616,827887616,8126898176,8126898176,8126898176
0.78,44711936,44711936,1.2,163463168,163463168,3.6,3.6,3.6,827887616,827887616,827887616,8126898176,8126898176,8126898176
0.0062,44711936,44711936,0.2,163360768,163360768,3.2,3.4,3,827887616,827887616,827887616,8126898176,8126898176,8126898176
0.0074,44711936,44711936,0.22,163463168,163463168,3.5,3.4,3.6,827883520,827883520,827883520,8126898176,8126898176,8126898176
0.0073,44711936,44711936,0.2,163360768,163360768,2.7,2.8,2.6,827883520,827883520,827883520,8126898176,8126898176,8126898176
0.0061,44711936,44711936,0.18,163463168,163463168,3.6,4.2,3,827883520,827883520,827883520,8126898176,8126898176,8126898176
0.57,44711936,44711936,0.47,163373056,163373056,5.5,5.2,5.8,828141568,828141568,828141568,8126898176,8126898176,8126898176
2.5,44711936,44711936,1.5,163287040,163287040,14,16,12,827867136,827867136,827867136,8126898176,8126898176,8126898176
5.2,44711936,44711936,2.4,163471360,163471360,15,14,17,828125184,828125184,828125184,8126898176,8126898176,8126898176
7.1,44711936,44711936,3,163549184,163549184,19,18,19,828116992,828116992,828116992,8126898176,8126898176,8126898176
7.5,44711936,44711936,2.8,163467264,163467264,19,18,20,828116992,828116992,828116992,8126898176,8126898176,8126898176
8.1,44711936,44711936,3.2,163409920,163409920,20,22,18,827858944,827858944,827858944,8126898176,8126898176,8126898176
7.8,44711936,44711936,4.5,163504128,163504128,20,20,20,827858944,827858944,827858944,8126898176,8126898176,8126898176
5.7,44711936,44711936,4.2,163577856,163577856,18,21,16,827858944,827858944,827858944,8126898176,8126898176,8126898176
5.8,44711936,44711936,3.1,163491840,163491840,16,17,15,827858944,827858944,827858944,8126898176,8126898176,8126898176
6.5,44711936,44711936,2.5,163418112,163418112,17,19,15,827858944,827858944,827858944,8126898176,8126898176,8126898176
6.4,44711936,44711936,3,163491840,163491840,17,18,16,828116992,828116992,828116992,8126898176,8126898176,8126898176
6.1,44711936,44711936,3.3,163430400,163430400,17,17,17,827854848,827854848,827854848,8126898176,8126898176,8126898176
5.9,44711936,44711936,2.9,163356672,163356672,16,17,15,828112896,828112896,828112896,8126898176,8126898176,8126898176
5.5,44711936,44711936,2.9,163422208,163422208,17,15,18,828112896,828112896,828112896,8126898176,8126898176,8126898176
5.2,44711936,44711936,2.9,163602432,163602432,16,19,13,828112896,828112896,828112896,8126898176,8126898176,8126898176
6.9,44711936,44711936,3.3,163434496,163434496,19,20,17,827838464,827838464,827838464,8126898176,8126898176,8126898176
7.3,44711936,44711936,3.8,163422208,163422208,19,17,21,827834368,827834368,827834368,8126898176,8126898176,8126898176
6,44711936,44711936,3.4,163618816,163618816,20,20,20,827801600,827801600,827801600,8126898176,8126898176,8126898176
6.9,44711936,44711936,4.5,163463168,163463168,21,19,22,828833792,828833792,828833792,8126898176,8126898176,8126898176
6,44711936,44711936,3.6,163356672,163356672,12,12,12,828059648,828059648,828059648,8126898176,8126898176,8126898176
2.1,44711936,44711936,0.95,163360768,163360768,3.6,4,3.2,827801600,827801600,827801600,8126898176,8126898176,8126898176
0.21,44711936,44711936,0.34,163450880,163450880,3.5,3.8,3.2,827789312,827789312,827789312,8126898176,8126898176,8126898176
0.0075,44711936,44711936,0.21,163364864,163364864,2.8,2.4,3.2,827789312,827789312,827789312,8126898176,8126898176,8126898176
0.0064,44711936,44711936,0.18,163454976,163454976,3.4,3.8,3,827789312,827789312,827789312,8126898176,8126898176,8126898176
0.0066,44711936,44711936,0.19,163364864,163364864,2.9,2.6,3.2,828047360,828047360,828047360,8126898176,8126898176,8126898176
0.0065,44711936,44711936,0.22,163454976,163454976,3.5,3.4,3.6,827531264,827531264,827531264,8126898176,8126898176,8126898176
1.5,44711936,44711936,0.7,163385344,163385344,9.2,10,8.4,828047360,828047360,828047360,8126898176,8126898176,8126898176
5.7,44711936,44711936,2.8,163491840,163491840,21,21,22,827785216,827785216,827785216,8126898176,8126898176,8126898176
9.2,44711936,44711936,4.2,163446784,163446784,24,24,23,828043264,828043264,828043264,8126898176,8126898176,8126898176
11,44711936,44711936,4.3,163532800,163532800,26,25,26,828043264,828043264,828043264,8126898176,8126898176,8126898176
9.6,44711936,44711936,5.3,163532800,163532800,25,27,23,828850176,828850176,828850176,8126898176,8126898176,8126898176
8.6,44711936,44711936,5.1,163483648,163483648,23,23,22,827817984,827817984,827817984,8126898176,8126898176,8126898176
8.6,44711936,44711936,3.8,163553280,163553280,22,23,22,827817984,827817984,827817984,8126898176,8126898176,8126898176
8.6,44711936,44711936,4.1,163540992,163540992,23,24,22,828076032,828076032,828076032,8126898176,8126898176,8126898176
8,44711936,44711936,4.4,163504128,163504128,21,24,19,827817984,827817984,827817984,8126898176,8126898176,8126898176
8,44711936,44711936,4.3,163598336,163598336,22,23,21,827809792,827809792,827809792,8126898176,8126898176,8126898176
9.3,44711936,44711936,4,163557376,163557376,25,25,24,828067840,828067840,828067840,8126898176,8126898176,8126898176
9.7,44711936,44711936,5,163573760,163573760,28,29,26,828067840,828067840,828067840,8126898176,8126898176,8126898176
11,44711936,44711936,5.5,163553280,163553280,25,27,23,828067840,828067840,828067840,8126898176,8126898176,8126898176
8.2,44711936,44711936,3.7,163475456,163475456,20,23,18,828055552,828055552,828055552,8126898176,8126898176,8126898176
6.2,44711936,44711936,3.8,163708928,163708928,19,19,19,828055552,828055552,828055552,8126898176,8126898176,8126898176
7.5,44711936,44711936,4.3,163549184,163549184,21,25,17,828055552,828055552,828055552,8126898176,8126898176,8126898176
8,44711936,44711936,4.7,163471360,163471360,24,24,24,828055552,828055552,828055552,8126898176,8126898176,8126898176
8.4,44711936,44711936,4.6,163512320,163512320,23,24,21,827797504,827797504,827797504,8126898176,8126898176,8126898176
8.5,44711936,44711936,4.1,163581952,163581952,22,23,21,828055552,828055552,828055552,8126898176,8126898176,8126898176
7.4,44711936,44711936,4,163500032,163500032,20,20,20,828047360,828047360,828047360,8126898176,8126898176,8126898176
4.7,44711936,44711936,2.6,163463168,163463168,9.1,8.6,9.6,828014592,828014592,828014592,8126898176,8126898176,8126898176
1.4,44711936,44711936,0.96,163573760,163573760,3.7,3.8,3.6,828014592,828014592,828014592,8126898176,8126898176,8126898176
0.054,44711936,44711936,0.21,163532800,163532800,3.3,3,3.6,827756544,827756544,827756544,8126898176,8126898176,8126898176
0.0062,44711936,44711936,0.21,163639296,163639296,3.6,3.6,3.6,828264448,828264448,828264448,8126898176,8126898176,8126898176
0.0067,44711936,44711936,0.22,163532800,163532800,3.5,3.2,3.8,827490304,827490304,827490304,8126898176,8126898176,8126898176
0.0074,44711936,44711936,0.17,163639296,163639296,3.3,3.2,3.4,827998208,827998208,827998208,8126898176,8126898176,8126898176
