NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
1000,0.1,77.9,2.3,3.858454545,46166760.73,2.176363636,171187851.6,12.58636364,12.96363636,12.20909091,827884823.3,8126898176
500,0.2,39.5,2.2,2.064333333,48273895.62,1.37,171434569.1,8.471428571,8.895238095,8.057142857,827801405,8126898176
1000,0.1,77.9,2.2,4.004761905,46691669.33,2.295238095,171863673.9,12.8,13.12380952,12.43809524,827787166.5,8126898176
500,0.2,39.5,2.4,2.3845,48167116.8,1.4865,172050432,8.93,9.34,8.63,827799961.6,8126898176
1000,0.1,77.9,2.3,4.3,46092492.8,2.355,171358208,13.6,14.55,12.9,827874508.8,8126898176
500,0.2,39.5,2.3,2.120740909,48634042.18,1.385909091,171511249.5,8.5,8.8,8.118181818,827828782.5,8126898176
1000,0.1,77.9,2.4,4.423809524,46725802.67,2.371428571,171560569.9,13.29047619,13.52380952,13.03809524,827861869.7,8126898176
500,0.2,39.5,2.3,2.255,48604364.8,1.4605,171327283.2,8.835,9.21,8.42,827816755.2,8126898176
1000,0.1,77.9,2.3,4.13952381,46351506.29,2.29952381,171372934.1,12.94761905,13.12380952,12.67619048,827853677.7,8126898176
500,0.2,39.5,2.3,2.243,48674201.6,1.47,171661721.6,8.76,8.97,8.46,827931033.6,8126898176
1000,0.1,77.9,2.3,4.078571429,46733019.43,2.338095238,172158000.8,12.96666667,13.58095238,12.63809524,827915117.7,8126898176
