Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Probe App CPU Usage,VM 1 Probe App Memory Usage,VM 2 Probe App CPU Usage,VM 2 Probe App Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
10,45522944,4.7,95674368,16,49692672,20,49291264,24,22,26,770146304,8346394624,23,9.2,36,810663936,8126898176
12,46272512,4.7,95711232,15,49692672,18,49291264,27,24,29,770228224,8346394624,26,9.4,42,810659840,8126898176
13,47083520,5.7,95969280,14,49692672,16,49291264,25,34,17,771923968,8346394624,23,27,19,810500096,8126898176
12,46342144,5.6,96120832,16,49692672,17,49291264,28,30,25,771342336,8346394624,24,28,21,810627072,8126898176
9.9,46362624,5.1,95948800,13,49692672,19,49291264,26,27,25,771248128,8346394624,24,6.6,41,810541056,8126898176
5.5,46362624,4.1,96137216,10,43966464,19,49291264,20,9.6,31,771448832,8346394624,20,4.4,36,810528768,8126898176
0.91,46362624,1.7,95965184,4.5,43966464,14,43708416,7.9,12,3.4,765730816,8346394624,3.2,2,4.4,804827136,8126898176
0.012,46362624,0.35,95965184,0,43966464,4.5,43585536,2.4,2.4,2.4,765399040,8346394624,2.4,2.2,2.6,805085184,8126898176
0.012,46362624,0.25,96051200,0,43966464,0,43585536,3.3,3,3.6,765399040,8346394624,2.1,2.2,2,805085184,8126898176
0.011,46362624,0.26,95965184,0,43966464,0,43585536,2.6,3,2.2,765399040,8346394624,2.4,2.2,2.6,805085184,8126898176
0.012,46362624,0.26,96051200,0,43966464,0,43585536,2.9,3,2.8,765407232,8346394624,1.8,1.6,2,805085184,8126898176
1.4,46366720,0.27,95965184,4.7,49856512,0,43585536,2.7,2.4,3,765665280,8346394624,8.9,15,3.2,811556864,8126898176
7,46313472,0.86,96051200,14,49856512,7.3,49520640,23,25,22,770809856,8346394624,25,45,5.8,811200512,8126898176
10,46243840,3.3,96387072,16,49860608,20,49426432,26,14,38,771506176,8346394624,25,41,9.2,811147264,8126898176
11,46252032,4.3,96452608,17,49860608,22,49426432,28,35,20,772255744,8346394624,26,34,17,812032000,8126898176
12,46260224,4.9,96264192,18,49860608,19,49426432,28,26,30,772284416,8346394624,27,8.2,45,810917888,8126898176
12,41971712,5.6,96428032,15,49860608,20,49426432,27,36,19,767221760,8346394624,25,7.6,43,811044864,8126898176
12,41975808,4.8,96641024,16,49860608,19,49426432,28,33,23,766607360,8346394624,27,26,28,811491328,8126898176
11,41979904,4.2,96710656,17,49860608,19,49426432,28,41,15,766799872,8346394624,25,9.4,41,812412928,8126898176
10,41979904,4.4,96784384,15,49860608,20,49430528,25,15,35,767741952,8346394624,27,20,34,811806720,8126898176
11,41979904,4.5,96702464,17,49860608,21,49430528,27,36,19,766615552,8346394624,24,26,22,811216896,8126898176
11,41988096,4.3,96804864,17,49860608,22,49430528,27,25,30,766504960,8346394624,26,9,42,811393024,8126898176
11,42045440,4.8,96878592,14,49860608,22,49430528,27,26,29,767692800,8346394624,27,24,29,811274240,8126898176
9,42364928,4.6,96862208,15,49860608,22,49430528,27,33,21,767594496,8346394624,26,33,18,812253184,8126898176
9.6,43122688,4.4,96800768,18,49860608,19,49430528,27,23,31,768598016,8346394624,27,12,42,811352064,8126898176
11,43790336,4.2,96837632,18,49860608,20,49430528,27,17,37,769785856,8346394624,26,28,23,812044288,8126898176
12,44830720,4.6,97103872,16,49860608,18,49430528,27,22,32,768712704,8346394624,25,28,22,811704320,8126898176
14,45772800,4.9,97181696,17,49860608,19,49430528,29,32,27,769888256,8346394624,28,35,20,811311104,8126898176
14,46575616,5.2,97263616,15,49860608,22,49430528,28,23,33,771362816,8346394624,26,25,27,812744704,8126898176
11,46260224,6,97226752,16,49860608,22,49430528,29,35,24,771780608,8346394624,27,8.8,46,811876352,8126898176
8.6,46260224,5.3,97390592,15,49860608,21,49430528,27,23,30,771444736,8346394624,24,25,24,811798528,8126898176
3.7,46260224,3,97484800,11,44163072,18,49430528,21,28,15,771076096,8346394624,20,5.2,35,807124992,8126898176
0.025,46260224,1.1,97460224,4.9,44138496,13,43757568,4.6,6.4,2.8,765374464,8346394624,2,2.4,1.6,806092800,8126898176
0.01,46260224,0.31,97357824,0,44138496,3.5,43732992,2.9,2.2,3.6,765112320,8346394624,2.7,2.6,2.8,806350848,8126898176
0.01,46260224,0.23,97460224,0,44138496,0,43732992,2.3,2.4,2.2,765370368,8346394624,2,1.8,2.2,806088704,8126898176
0.012,46260224,0.25,97361920,0,44138496,0,43732992,3.1,3,3.2,765370368,8346394624,2.1,2.4,1.8,806088704,8126898176
0.089,46260224,0.26,97464320,0,44138496,0,43732992,2.5,2.2,2.8,765370368,8346394624,2.1,2,2.2,806088704,8126898176
2.8,45854720,0.32,97366016,8.2,50020352,2.9,49676288,7.8,11,4.8,771112960,8346394624,16,28,5.4,812433408,8126898176
7.7,45875200,1.8,97574912,18,50020352,14,49598464,27,20,34,770551808,8346394624,28,37,20,813092864,8126898176
10,45903872,3.6,97644544,18,50020352,22,49598464,30,32,28,770715648,8346394624,28,34,22,812228608,8126898176
12,45961216,4.2,97583104,18,50020352,20,49598464,29,26,32,770879488,8346394624,28,39,17,812400640,8126898176
14,41975808,4.5,97722368,19,50020352,21,49598464,30,34,25,771031040,8346394624,29,36,22,812331008,8126898176
12,42446848,5.2,97918976,19,50020352,26,49598464,30,37,22,767836160,8346394624,28,47,8,812716032,8126898176
11,42446848,4.5,98066432,20,50020352,25,49602560,30,37,22,767213568,8346394624,30,11,49,813666304,8126898176
11,42467328,4.3,98222080,17,50020352,21,49602560,29,39,18,767123456,8346394624,28,48,8.2,813846528,8126898176
9,42553344,5,98099200,18,50020352,24,49602560,29,33,24,768327680,8346394624,28,7.8,47,812974080,8126898176
10,42868736,4.5,98410496,19,50020352,25,49602560,28,38,18,767459328,8346394624,28,14,41,813154304,8126898176
11,42876928,4.3,98426880,16,50020352,21,49602560,29,25,34,767873024,8346394624,29,29,29,814071808,8126898176
11,43167744,4.3,98484224,18,50020352,21,49602560,29,18,39,767770624,8346394624,29,42,16,813481984,8126898176
10,43933696,4.4,98476032,20,50020352,24,49602560,29,21,37,767934464,8346394624,29,18,41,813924352,8126898176
9.2,44593152,5,98680832,18,50020352,24,49602560,28,27,29,768348160,8346394624,28,15,42,813572096,8126898176
10,45199360,4.7,98729984,17,50020352,23,49602560,29,36,22,769232896,8346394624,28,8,48,813506560,8126898176
12,46092288,4.7,98902016,19,50020352,22,49602560,29,41,18,769888256,8346394624,29,20,38,814665728,8126898176
14,47042560,4.9,98803712,17,50020352,21,49602560,31,21,40,770854912,8346394624,30,27,32,814829568,8126898176
14,47349760,5.3,98938880,18,50020352,24,49602560,31,17,46,771788800,8346394624,29,10,49,814698496,8126898176
11,47349760,5.3,98983936,20,50020352,24,49602560,30,37,23,772161536,8346394624,28,12,43,813547520,8126898176
7.1,47480832,4.4,99446784,18,50020352,23,49602560,27,15,39,772091904,8346394624,27,21,34,814518272,8126898176
2.2,47370240,3,99545088,10,44314624,21,49602560,18,19,18,766455808,8346394624,13,24,2.8,808558592,8126898176
0.014,47370240,0.89,99647488,0.51,44314624,9.3,43888640,2.6,2.4,2.8,766337024,8346394624,2.5,2,3,808558592,8126898176
0.015,47370240,0.26,99520512,0,44314624,0.074,43888640,3.2,3.2,3.2,766595072,8346394624,1.9,1.8,2,809848832,8126898176
0.01,47370240,0.26,99610624,0,44314624,0,43888640,2.3,2.4,2.2,766304256,8346394624,2.5,2.4,2.6,808558592,8126898176
0.012,47370240,0.25,99528704,0,44314624,0,43888640,3.2,2.6,3.8,766300160,8346394624,2.5,2,3,808321024,8126898176
0.15,47370240,0.58,99729408,1.2,48451584,0,43888640,2.5,2.6,2.4,766365696,8346394624,2.4,2.4,2.4,808546304,8126898176
4.3,47095808,1,99753984,11,49516544,5.8,49229824,15,6,24,771813376,8346394624,25,43,6.4,813965312,8126898176
9.8,47644672,2,99729408,21,49516544,17,49143808,30,36,24,771461120,8346394624,30,47,13,814907392,8126898176
11,47665152,3.6,99844096,23,49516544,23,49143808,32,41,23,771936256,8346394624,31,29,34,814833664,8126898176
12,47673344,4.1,99803136,20,49516544,27,49143808,31,28,33,771842048,8346394624,30,47,14,815509504,8126898176
13,41897984,5.1,100356096,18,49516544,28,49147904,32,47,18,771993600,8346394624,32,54,10,814641152,8126898176
12,42373120,5.3,100585472,19,49516544,26,49147904,32,19,44,767270912,8346394624,31,44,17,815865856,8126898176
10,42373120,4.4,100651008,21,49516544,26,49147904,31,14,48,766656512,8346394624,31,52,8.8,815988736,8126898176
9.6,42512384,4.8,100585472,21,49516544,24,49147904,30,24,36,767594496,8346394624,31,35,26,814874624,8126898176
9.6,42704896,4.4,100593664,22,49516544,23,49147904,31,19,43,767504384,8346394624,31,8.2,53,814784512,8126898176
11,43188224,4.1,100757504,20,49516544,26,49147904,31,41,21,767148032,8346394624,31,53,8.4,814964736,8126898176
12,43462656,4.3,100790272,19,49516544,28,49147904,32,33,31,768335872,8346394624,32,16,48,815398912,8126898176
12,43753472,5,100851712,22,49516544,23,49147904,30,27,34,767721472,8346394624,31,43,18,815255552,8126898176
11,43950080,5.4,101060608,21,49516544,24,49147904,32,45,20,767873024,8346394624,31,37,25,815161344,8126898176
10,44535808,4.5,101294080,20,49516544,27,49147904,29,23,35,769056768,8346394624,31,22,40,815071232,8126898176
9.7,45318144,4.5,101236736,20,49516544,23,49147904,31,36,27,768966656,8346394624,31,18,44,814964736,8126898176
13,46084096,4.3,101289984,22,49516544,26,49147904,32,20,43,769630208,8346394624,31,45,17,815366144,8126898176
14,47038464,5.2,101457920,20,49516544,28,49147904,34,17,50,770244608,8346394624,32,9.6,54,815763456,8126898176
12,47951872,5.6,101752832,17,49516544,24,49147904,32,32,33,771182592,8346394624,31,9.2,54,815890432,8126898176
10,47824896,5.1,101580800,22,49516544,21,49147904,33,26,39,772096000,8346394624,31,9,53,815804416,8126898176
4.7,47955968,4.1,101675008,20,43819008,27,49147904,28,23,32,772034560,8346394624,29,6.4,52,815783936,8126898176
0.87,47845376,1.9,101703680,7.2,43798528,23,43524096,13,2.8,24,766324736,8346394624,7,3,11,809820160,8126898176
0.016,47845376,0.66,101679104,0,43798528,8.4,43433984,3.2,3.2,3.2,766324736,8346394624,2.1,2.2,2,809816064,8126898176
0.016,47845376,0.24,101576704,0,43798528,0.0017,43433984,2.7,2.8,2.6,766324736,8346394624,3.1,3.4,2.8,810213376,8126898176
0.007,47845376,0.58,101797888,0,43798528,0,43433984,3.1,3.4,2.8,766324736,8346394624,2,2,2,810160128,8126898176
0.012,47845376,0.61,101695488,0,43798528,0,43433984,2.5,2.2,2.8,766324736,8346394624,2.3,2.6,2,810160128,8126898176
0.84,47845376,0.25,101801984,4.7,49655808,0,43433984,3,3.2,2.8,766267392,8346394624,5.4,8.6,2.2,816631808,8126898176
5.4,47722496,0.78,101957632,16,49655808,10,49278976,23,17,30,771936256,8346394624,32,44,19,816353280,8126898176
9.4,48754688,2.5,101826560,22,49655808,20,49278976,33,36,30,772374528,8346394624,34,11,57,817053696,8126898176
11,47304704,4.2,101703680,24,49655808,24,49278976,32,39,25,772820992,8346394624,34,26,42,816988160,8126898176
12,47443968,4.5,102027264,25,49655808,31,49278976,35,49,20,772718592,8346394624,33,29,37,817385472,8126898176
13,43872256,4.4,102174720,22,49655808,33,49278976,34,41,26,772866048,8346394624,33,31,35,817016832,8126898176
12,43839488,4.7,102109184,22,49655808,29,49278976,34,49,19,768122880,8346394624,34,10,58,816144384,8126898176
10,43839488,4.7,102109184,23,49655808,24,49278976,33,31,35,769314816,8346394624,34,60,8.4,816336896,8126898176
9.7,43839488,4,102195200,20,49655808,27,49278976,31,26,36,769249280,8346394624,33,28,37,816250880,8126898176
11,43892736,4.3,102273024,22,49655808,31,49278976,32,25,39,768385024,8346394624,34,18,50,817147904,8126898176
11,43999232,4.9,102285312,23,49659904,27,49278976,33,32,34,768290816,8346394624,33,54,12,817315840,8126898176
10,44494848,4.8,102363136,20,49659904,24,49278976,33,44,21,769220608,8346394624,34,58,10,817491968,8126898176
11,44539904,5,102330368,21,49659904,31,49278976,33,37,28,769347584,8346394624,33,59,7.4,816648192,8126898176
10,44740608,4.7,102367232,23,49659904,30,49278976,34,19,48,768962560,8346394624,33,20,45,817057792,8126898176
11,45371392,4.8,102301696,24,49659904,25,49278976,31,18,44,768872448,8346394624,34,37,31,817463296,8126898176
13,45666304,4.4,102309888,23,49659904,26,49278976,33,33,32,770322432,8346394624,34,8.8,60,816353280,8126898176
11,46358528,4.9,102686720,23,49659904,28,49278976,34,16,53,769679360,8346394624,34,34,33,816746496,8126898176
12,47284224,5.8,102625280,22,49659904,30,49278976,35,45,25,771371008,8346394624,33,55,11,817950720,8126898176
12,47976448,4.9,102825984,23,49659904,28,49278976,32,34,30,771756032,8346394624,34,49,19,816766976,8126898176
9.2,47738880,5.1,102764544,22,49659904,27,49278976,34,32,35,771928064,8346394624,34,47,21,816697344,8126898176
4.4,48230400,3.9,102739968,16,43970560,28,49278976,28,38,18,772657152,8346394624,27,8.8,46,812384256,8126898176
0.34,48230400,1.2,102739968,6.7,43945984,18,43573248,8.8,14,3.4,766681088,8346394624,3.3,4.2,2.4,811679744,8126898176
0.018,48230400,0.72,102932480,0,43945984,5.4,43573248,2.4,2.8,2,766681088,8346394624,2,1.8,2.2,812056576,8126898176
0.017,48230400,0.68,102854656,0,43945984,0,43573248,3,3.2,2.8,766906368,8346394624,2.4,2.2,2.6,811024384,8126898176
0.011,48230400,0.26,102948864,0,43945984,0,43573248,2.6,2.4,2.8,766648320,8346394624,1.9,2.2,1.6,811024384,8126898176
0.011,48230400,0.24,102854656,0,43945984,0,43573248,3.5,3.6,3.4,766930944,8346394624,2.5,2.6,2.4,811024384,8126898176
2.4,48230400,0.26,102948864,11,49790976,0,43573248,5.1,7,3.2,770306048,8346394624,14,24,3.6,817491968,8126898176
6.4,47824896,1.5,103137280,20,49790976,11,49463296,31,22,39,772083712,8346394624,36,21,51,816922624,8126898176
9.7,48365568,3,103202816,23,49790976,29,49467392,36,25,47,773271552,8346394624,35,9.8,60,817377280,8126898176
13,46895104,4.2,103247872,26,49790976,32,49467392,35,39,32,771391488,8346394624,36,44,28,817291264,8126898176
15,46899200,4.7,103407616,25,49790976,29,49467392,36,55,16,771477504,8346394624,35,62,9.4,818208768,8126898176
15,42721280,4.5,103325696,25,49790976,31,49467392,37,48,25,772141056,8346394624,37,49,25,817094656,8126898176
12,42721280,5.1,103518208,24,49790976,32,49467392,35,44,26,766877696,8346394624,34,60,8.4,818548736,8126898176
12,42725376,4.8,103366656,26,49790976,32,49467392,37,47,27,767815680,8346394624,38,56,20,817446912,8126898176
11,42725376,4.1,103870464,24,49790976,29,49467392,33,27,38,766685184,8346394624,35,24,45,818135040,8126898176
11,42942464,4.6,103895040,23,49790976,27,49467392,36,42,30,767881216,8346394624,35,38,32,817000448,8126898176
13,42987520,4.4,103849984,25,49790976,34,49467392,34,41,27,767262720,8346394624,36,58,13,817926144,8126898176
11,42995712,4.5,103981056,24,49790976,33,49467392,37,44,30,767160320,8346394624,36,36,35,818868224,8126898176
10,43409408,5.2,103882752,22,49790976,29,49467392,35,48,21,768094208,8346394624,36,44,28,817483776,8126898176
12,44347392,4.7,103804928,25,49790976,27,49467392,34,44,24,767692800,8346394624,35,46,24,816877568,8126898176
9.5,44781568,4.2,104300544,23,49790976,28,49467392,35,36,33,768364544,8346394624,37,42,31,817086464,8126898176
12,45633536,4.3,104357888,24,49790976,32,49467392,35,29,40,769081344,8346394624,36,29,44,819544064,8126898176
15,46702592,5.1,104411136,29,49790976,30,49467392,37,34,40,770781184,8346394624,36,50,22,819924992,8126898176
14,46751744,5.3,104476672,23,49790976,31,49467392,37,37,37,770818048,8346394624,36,24,49,817221632,8126898176
12,46751744,5.2,104673280,23,49790976,32,49467392,36,55,17,770957312,8346394624,36,45,27,817905664,8126898176
7.7,46858240,5.3,104677376,27,49790976,28,49467392,33,35,32,770867200,8346394624,35,29,41,818061312,8126898176
2.8,46858240,3.5,104783872,14,44113920,32,49467392,28,45,11,766427136,8346394624,22,41,3.4,812347392,8126898176
0.035,46858240,1.2,104599552,1.7,44093440,19,43749376,3.2,3.2,3.2,765353984,8346394624,1.9,1.8,2,813121536,8126898176
0.016,46858240,0.17,104599552,0,44093440,0.22,43749376,3,2.8,3.2,765612032,8346394624,2.5,2.4,2.6,812331008,8126898176
0.015,46858240,0.27,104615936,0,44093440,0,43749376,2.8,2.4,3.2,765353984,8346394624,1.7,1.6,1.8,812072960,8126898176
0.0059,46858240,0.23,104615936,0,44093440,0,43749376,2.6,2.6,2.6,765353984,8346394624,2.4,2.4,2.4,812331008,8126898176
0.0061,46858240,0.23,104615936,0,44093440,0,43749376,3.1,2.6,3.6,765321216,8346394624,1.9,1.8,2,812072960,8126898176
3.1,46432256,0.34,104730624,12,49979392,3.4,49684480,14,5.4,22,772317184,8346394624,25,20,30,818012160,8126898176
8,46862336,1.7,104861696,28,49979392,22,49602560,34,30,38,771473408,8346394624,38,18,58,819716096,8126898176
10,47095808,3.4,104775680,28,49979392,32,49602560,37,22,52,772149248,8346394624,39,44,33,819621888,8126898176
13,47095808,4.5,105013248,26,49979392,29,49602560,37,23,51,771534848,8346394624,38,62,14,817967104,8126898176
14,42340352,5,105148416,26,49979392,35,49602560,38,30,47,772718592,8346394624,39,38,39,819712000,8126898176
12,42815488,5,105246720,26,49979392,36,49602560,37,52,22,766980096,8346394624,39,20,59,819871744,8126898176
11,42819584,5.5,105209856,25,49979392,32,49602560,38,36,40,767393792,8346394624,38,68,8.8,820527104,8126898176
10,42840064,4.4,105156608,27,49983488,33,49602560,36,38,34,767307776,8346394624,39,68,8.8,820199424,8126898176
9.9,42950656,4.2,105361408,28,49983488,32,49602560,36,29,43,767512576,8346394624,38,67,8.8,820617216,8126898176
11,42983424,4.4,105598976,25,49983488,33,49602560,37,46,28,768708608,8346394624,38,40,35,820527104,8126898176
12,43008000,3.7,105615360,25,49983488,35,49602560,37,42,31,767590400,8346394624,40,27,52,820453376,8126898176
11,43520000,4.8,105623552,28,49983488,30,49602560,37,30,44,768540672,8346394624,38,24,52,820858880,8126898176
10,44060672,4.9,105959424,28,49983488,29,49602560,37,37,37,768163840,8346394624,39,31,46,820858880,8126898176
10,44863488,4.7,105889792,23,49983488,32,49602560,37,49,25,768794624,8346394624,39,46,32,820744192,8126898176
12,45617152,4.4,106106880,26,49983488,33,49602560,36,32,41,769216512,8346394624,39,50,27,821100544,8126898176
13,46485504,4.6,106348544,28,49983488,35,49602560,39,24,54,771162112,8346394624,38,68,9.4,820215808,8126898176
13,47513600,4.9,106467328,26,49983488,37,49602560,37,22,52,771043328,8346394624,38,66,11,820359168,8126898176
14,47570944,5.5,106582016,25,49983488,34,49602560,39,27,51,772714496,8346394624,39,54,23,821280768,8126898176
12,47570944,5.9,106938368,26,49983488,30,49602560,39,40,38,772853760,8346394624,39,43,36,821714944,8126898176
6.5,47570944,4.9,106905600,26,49983488,28,49602560,35,40,31,773304320,8346394624,36,49,24,821149696,8126898176
1.7,47570944,2.5,106930176,12,44261376,31,43921408,22,34,9.2,766300160,8346394624,14,25,3.2,814153728,8126898176
0.0063,47570944,0.42,106876928,0.37,44261376,17,43892736,3.3,3.6,3,766300160,8346394624,1.9,2.2,1.6,814411776,8126898176
0.011,47570944,0.27,106975232,0,44261376,0.0019,43892736,2.3,2.8,1.8,766300160,8346394624,2.4,2.2,2.6,814411776,8126898176
0.018,47570944,0.25,106876928,0,44261376,0,43892736,3.3,3.4,3.2,766316544,8346394624,1.8,1.6,2,814411776,8126898176
0.013,47570944,0.24,106975232,0,44261376,0,43892736,2.5,2.6,2.4,766316544,8346394624,2.5,2.2,2.8,814411776,8126898176
0.82,47570944,0.24,106876928,5.1,50139136,0,43892736,3.4,3.2,3.6,766574592,8346394624,1.9,1.8,2,814153728,8126898176
4.6,47403008,0.56,106979328,18,50139136,7.3,49819648,23,14,31,772005888,8346394624,38,43,33,821100544,8126898176
9.8,48357376,2.1,106901504,29,50139136,27,49758208,39,24,53,772931584,8346394624,40,9.6,71,821526528,8126898176
13,46825472,3.8,106942464,29,50139136,35,49758208,39,36,42,772321280,8346394624,41,9,74,822026240,8126898176
13,46825472,4.5,107216896,25,50139136,32,49758208,39,40,37,772734976,8346394624,41,65,17,820330496,8126898176
14,44109824,5.8,107343872,26,50139136,36,49758208,40,32,48,772657152,8346394624,42,44,40,820948992,8126898176
12,44109824,5.5,107372544,30,50143232,41,49758208,40,48,31,769978368,8346394624,40,54,27,821374976,8126898176
11,44122112,4.4,107556864,31,50143232,37,49758208,39,26,51,768942080,8346394624,41,17,66,822059008,8126898176
11,44122112,4.5,107544576,28,50143232,31,49758208,39,51,27,768557056,8346394624,41,66,15,821977088,8126898176
10,43859968,4.6,109281280,26,50143232,32,49758208,39,56,22,769757184,8346394624,41,31,51,823640064,8126898176
11,43859968,4.5,109756416,30,50143232,40,49758208,39,45,33,769671168,8346394624,41,27,55,823881728,8126898176
12,44072960,5.1,110145536,29,50143232,39,49758208,38,46,30,768794624,8346394624,41,11,71,824233984,8126898176
11,44228608,5.2,110133248,25,50143232,31,49758208,39,40,37,769228800,8346394624,40,35,46,824655872,8126898176
