CPU Stress, Cpu-2,NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
53,66,1000,0.1,77.9,2.1,7.638095238,3.512380952,33.41428571,31.2952381,35.24761905,36.14285714,33.84761905,38.53809524,161256009.1,44752310.86,775686631.6,8346394624,775686631.6,8126898176
57,71,1000,0.1,77.9,2.2,7.70952381,3.56952381,35.28571429,37.23809524,33.46666667,38.63333333,32.90952381,44.33333333,161467245.7,45328676.57,776032061,8346394624,776032061,8126898176
61,76,1000,0.1,77.9,2.2,7.94,3.68,38.8,39.75,37.8,42.15,34.755,49.85,161462067.2,45146316.8,776418918.4,8346394624,776418918.4,8126898176
0,0,500,0.2,39.5,2,4.183333333,2.15,5.955555556,5.955555556,5.955555556,3.905555556,3.833333333,3.977777778,161542371.6,45445575.11,773298631.1,8346394624,773298631.1,8126898176
5,6,500,0.2,39.5,2,4.005,2.0565,8.44,8.67,8.16,6.8,6.33,7.25,161506918.4,46417100.8,777251225.6,8346394624,777251225.6,8126898176
9,11,500,0.2,39.5,2.2,4.93,2.2175,10.825,9.6,12.17,9.29,6.36,12.38,161540915.2,46945484.8,777280512,8346394624,777280512,8126898176
13,16,500,0.2,39.5,2.2,4.865,2.2005,12.895,11.86,13.75,12,9.63,14.29,161555046.4,47205171.2,777604096,8346394624,777604096,8126898176
17,21,500,0.2,39.5,2.2,4.728571429,2.148571429,14.44285714,13.43809524,15.19047619,13.81428571,12.63809524,15.0952381,161589540.6,46460537.9,776671622.1,8346394624,776671622.1,8126898176
21,26,500,0.2,39.5,2.2,4.666666667,2.086190476,16.28095238,16.37142857,16.00952381,16.07619048,20.0952381,12.27619048,161574326.9,46526659.05,777019392,8346394624,777019392,8126898176
25,31,500,0.2,39.5,2.2,4.285714286,2.086666667,17.94285714,18.07619048,17.96190476,18.4047619,18.12380952,18.66666667,161413802.7,46620867.05,777121401.9,8346394624,777121401.9,8126898176
29,36,500,0.2,39.5,2.3,4.979047619,2.194761905,20.13333333,18.44761905,21.9047619,20.95238095,12.99047619,28.95238095,161382985.1,46081950.48,776909385.1,8346394624,776909385.1,8126898176
33,41,500,0.2,39.5,2.3,4.837142857,2.192380952,21.76190476,24.77142857,18.93333333,23.30952381,21.1047619,25.56190476,161222070.9,47149641.14,778159835.4,8346394624,778159835.4,8126898176
37,46,500,0.2,39.5,2.4,4.842857143,2.235238095,23.8047619,23.66666667,23.94285714,25.85714286,20.4952381,31.18095238,160969484.2,46485894.1,776692102.1,8346394624,776692102.1,8126898176
41,51,500,0.2,39.5,2.3,4.905,2.31,26.6,27.41,25.72,29.2,25.42,32.52,160945356.8,46464409.6,777004646.4,8346394624,777004646.4,8126898176
45,56,500,0.2,39.5,2.3,4.542857143,2.152380952,27.61904762,25.57142857,29.34285714,30.57619048,20.2952381,40.8,160968313.9,46665532.95,777208393.1,8346394624,777208393.1,8126898176
49,61,500,0.2,39.5,2.3,4.414285714,2.187142857,29.38095238,30.20952381,28.19047619,32.80952381,18.9047619,46.82857143,160929499.4,47015448.38,777732681.1,8346394624,777732681.1,8126898176
53,66,500,0.2,39.5,2.3,4.319047619,2.226190476,31.10952381,30.0952381,32.14285714,35.33333333,18.35238095,52.38095238,160971239.6,46182009.9,777250913.5,8346394624,777250913.5,8126898176
57,71,500,0.2,39.5,2.5,4.903333333,2.299047619,33.41428571,33.85714286,32.97142857,37.28571429,29.04761905,45.59047619,160993865.1,45653430.86,776936106.7,8346394624,776936106.7,8126898176
61,76,500,0.2,39.5,2.4,4.961904762,2.302380952,35.23809524,33.95238095,36.25714286,40.01428571,32.8,47.34285714,161049063.6,47088786.29,777683919.2,8346394624,777683919.2,8126898176
0,0,1000,0.1,77.9,2,7.935,3.52,8.74,8.825,8.645,4.725,4.52,4.93,161168588.8,44249702.4,772204134.4,8346394624,772204134.4,8126898176
5,6,1000,0.1,77.9,2,7.58,3.5145,11.01,11.75,10.15,7.845,7.62,8.06,161189478.4,44805734.4,776058880,8346394624,776058880,8126898176
9,11,1000,0.1,77.9,2,7.423809524,3.46952381,12.8047619,13.3047619,12.03809524,10,10.98095238,8.99047619,161262250.7,44993974.86,776669086.5,8346394624,776669086.5,8126898176
13,16,1000,0.1,77.9,2,7.8,3.5775,15.095,14.89,15.41,12.95,12.49,13.63,161144012.8,44774809.6,776696012.8,8346394624,776696012.8,8126898176
17,21,1000,0.1,77.9,2,7.480952381,3.408095238,16.42857143,13.8,18.98095238,14.86666667,12.95238095,16.67619048,161088463.2,44716617.14,776470528,8346394624,776470528,8126898176
21,26,1000,0.1,77.9,2,7.357142857,3.457142857,18.22380952,18.06666667,18.45714286,17.09047619,11.65714286,22.37142857,160950564.6,44576182.86,775715693.7,8346394624,775715693.7,8126898176
25,31,1000,0.1,77.9,2,7.4,3.363809524,20.11428571,19.7047619,20.7047619,19.76190476,18.50952381,20.94285714,161100751.2,44547315.81,775995782.1,8346394624,775995782.1,8126898176
29,36,1000,0.1,77.9,2.1,7.628571429,3.58952381,22.14285714,25.85714286,18.27619048,22.10952381,12.15238095,32.07142857,161085732.6,45194678.86,776604915.8,8346394624,776604915.8,8126898176
33,41,1000,0.1,77.9,2.2,8.742857143,3.534761905,24.44761905,21.66666667,27.42857143,24.33333333,19.9047619,29.00952381,161265176.4,45546934.86,776825319.6,8346394624,776825319.6,8126898176
37,46,1000,0.1,77.9,2.3,9.166666667,3.586666667,26.61904762,26.17142857,27.02857143,26.84285714,23.96190476,29.77142857,161399954.3,45163081.14,776831366.1,8346394624,776831366.1,8126898176
41,51,1000,0.1,77.9,2.2,8.785,3.58,29.45,30.8,28.2,30,17.71,42.35,161474355.2,45610393.6,777427968,8346394624,777427968,8126898176
45,56,1000,0.1,77.9,2.3,8.642857143,3.502857143,30.0952381,28.14285714,32.0952381,31.47619048,22.86666667,40.13333333,161454372.6,45155279.24,777047088.8,8346394624,777047088.8,8126898176
49,61,1000,0.1,77.9,2.2,7.928571429,3.612857143,31.54285714,31.63809524,31.54285714,33.64761905,26.95238095,40.26666667,161364650.7,45315218.29,776849895.6,8346394624,776849895.6,8126898176
53,66,1000,0.1,77.9,2.1,7.852380952,3.542380952,33.42857143,37.42857143,29.42857143,36.33333333,33.2952381,39.14285714,161306721.5,45929423.24,777518713.9,8346394624,777518713.9,8126898176
57,71,1000,0.1,77.9,2.2,7.695238095,3.633333333,35.28571429,39.76190476,30.74285714,38.27142857,29.62857143,46.84761905,161242160.8,45517092.57,777201176.4,8346394624,777201176.4,8126898176
61,76,1000,0.1,77.9,2.4,9.252380952,3.506666667,37.80952381,43.0952381,32.76190476,40.95238095,37.43809524,44.18095238,161663073.5,45095009.52,777121987,8346394624,777121987,8126898176
0,0,500,0.2,39.5,2.1,4.621052632,2.221052632,6.226315789,6.442105263,6.010526316,4.010526316,3.842105263,4.178947368,161855380.2,47281852.63,776014578.5,8346394624,776014578.5,8126898176
5,6,500,0.2,39.5,2.2,5.05,2.186,8.895,8.38,9.45,7.02,4.92,9.07,161866956.8,47506022.4,778610073.6,8346394624,778610073.6,8126898176
9,11,500,0.2,39.5,2.3,4.957142857,2.164285714,10.6952381,9.047619048,12.34285714,9.161904762,9.180952381,9.19047619,161906688,46648173.71,777746334.5,8346394624,777746334.5,8126898176
13,16,500,0.2,39.5,2.2,4.975,2.226,13,11.55,14.18,11.8,8.3,15.22,161972428.8,45722214.4,777423257.6,8346394624,777423257.6,8126898176
17,21,500,0.2,39.5,2.2,4.686190476,2.081428571,14.13809524,15.65714286,12.84761905,13.78571429,13.91428571,13.62857143,161971248.8,46381738.67,777849319.6,8346394624,777849319.6,8126898176
21,26,500,0.2,39.5,2.2,4.328571429,2.104285714,15.8047619,15.85714286,16.02380952,16.16666667,18.14285714,14.37142857,162020985.9,46494866.29,778059190.9,8346394624,778059190.9,8126898176
25,31,500,0.2,39.5,2.2,4.276190476,2.183333333,17.86190476,19.53809524,16.21428571,18.66666667,18.02857143,19.39047619,162171367.6,46287530.67,778169197.7,8346394624,778169197.7,8126898176
29,36,500,0.2,39.5,2.3,5.17,2.337,20.85,21.96,19.735,21.8,24.86,18.93,162174976,46157209.6,778267443.2,8346394624,778267443.2,8126898176
33,41,500,0.2,39.5,2.3,4.880952381,2.29047619,21.94761905,26.61904762,17.17142857,23.43809524,12.80952381,34.02857143,162605348.6,47508333.71,779000295.6,8346394624,779000295.6,8126898176
37,46,500,0.2,39.5,2.3,4.752380952,2.252380952,23.80952381,23.77142857,23.90952381,25.83333333,16.4,35.34285714,162787133,47072597.33,778883072,8346394624,778883072,8126898176
41,51,500,0.2,39.5,2.4,5.071428571,2.103333333,25.83333333,22.65714286,29.06666667,28.47619048,25.42857143,31.46666667,163095308.2,47088006.1,779023506.3,8346394624,779023506.3,8126898176
45,56,500,0.2,39.5,2.4,5.025,2.3095,28.6,33.1,24.14,31.75,25.96,37.55,163203276.8,47120384,779576729.6,8346394624,779576729.6,8126898176
49,61,500,0.2,39.5,2.4,4.925714286,2.346666667,29.33333333,27.99047619,30.91428571,32.96190476,19.3047619,46.60952381,165269894.1,47195087.24,779483233.5,8346394624,779483233.5,8126898176
53,66,500,0.2,39.5,2.6,5.285714286,2.25952381,31.57142857,33.61904762,29.47619048,35.28571429,22.56190476,47.9047619,169268565.3,47378822.1,779852458.7,8346394624,779852458.7,8126898176
57,71,500,0.2,39.5,2.4,5.014285714,2.251904762,33.34761905,27.19047619,39.36190476,37.66666667,37.29047619,38.21904762,171553743.2,47719960.38,779725092.6,8346394624,779725092.6,8126898176
61,76,500,0.2,39.5,2.3,4.603809524,2.173333333,35.08095238,37.01904762,33.07619048,39.61428571,36.51428571,42.8047619,171940912.8,47706112,780195352.4,8346394624,780195352.4,8126898176
0,0,1000,0.1,77.9,2,7.63,3.3755,8.485,8.9,8.02,4.875,4.73,5.02,172146483.2,45612646.4,774862848,8346394624,774862848,8126898176
5,6,1000,0.1,77.9,2,8.20952381,3.459047619,11.08095238,12.1047619,10.08571429,7.776190476,8.09047619,7.461904762,172320085.3,46217508.57,778223811,8346394624,778223811,8126898176
9,11,1000,0.1,77.9,2,7.538095238,3.436666667,12.57142857,12.73333333,12.4952381,10.02380952,10.00952381,9.995238095,172419949.7,45383289.9,778008283.4,8346394624,778008283.4,8126898176
13,16,1000,0.1,77.9,2,7.49047619,3.42047619,14.51428571,14.27619048,14.82857143,12.58571429,14.77142857,10.14285714,172855686.1,45963361.52,778751414.9,8346394624,778751414.9,8126898176
17,21,1000,0.1,77.9,2.1,8.40952381,3.457142857,16.95238095,17.52380952,16.28571429,14.77619048,16.47619048,12.94285714,173606814.5,45522944,778510531,8346394624,778510531,8126898176
21,26,1000,0.1,77.9,2.1,7.96,3.535,19.1,16.76,21.64,17.8,19.18,16.37,174424473.6,44477849.6,777555148.8,8346394624,777555148.8,8126898176
25,31,1000,0.1,77.9,2.1,7.571428571,3.504285714,20.22380952,20.76190476,19.72380952,19.76190476,14.36190476,24.94285714,175392280.4,45300589.71,778175439.2,8346394624,778175439.2,8126898176
29,36,1000,0.1,77.9,2.1,7.8,3.547619048,22.38095238,23.34285714,21.13333333,21.76190476,19.15238095,24.4952381,176079823.2,45347011.05,778394477.7,8346394624,778394477.7,8126898176
33,41,1000,0.1,77.9,2.1,7.50952381,3.474285714,23.95238095,22.23809524,25.74285714,24.27619048,15.73333333,32.96190476,176522386.3,44732416,777787489.5,8346394624,777787489.5,8126898176
37,46,1000,0.1,77.9,2.1,7.566666667,3.443809524,25.78571429,24.39047619,27.33333333,26.54285714,23.33333333,29.71428571,176923014.1,45210867.81,778628144.8,8346394624,778628144.8,8126898176
41,51,1000,0.1,77.9,2.3,8.457142857,3.474761905,28.12380952,28.14285714,28.28571429,29.0952381,26.92380952,31.44761905,177919707.4,44874215.62,778154374.1,8346394624,778154374.1,8126898176
45,56,1000,0.1,77.9,2.2,7.885714286,3.555714286,29.80952381,30.36190476,29.33333333,31.52380952,28.68571429,34.38095238,178993054.5,45171078.1,777888329.1,8346394624,777888329.1,8126898176
49,61,1000,0.1,77.9,2.3,8.542857143,3.513809524,31.95238095,32.80952381,31.14285714,33.9047619,29.44761905,38.27619048,179952688.8,44883382.86,777627160.4,8346394624,777627160.4,8126898176
53,66,1000,0.1,77.9,2.2,7.79047619,3.6,33.52380952,35.47619048,31.43809524,36.38571429,22.57142857,50.06666667,180695430.1,44673706.67,777601609.1,8346394624,777601609.1,8126898176
57,71,1000,0.1,77.9,2.2,7.666666667,3.471428571,35.37619048,34.31428571,36.43809524,38.38095238,44.64761905,32.1047619,181604157,44677412.57,777482240,8346394624,777482240,8126898176
61,76,1000,0.1,77.9,2.2,7.823809524,3.658571429,37.28571429,37.80952381,36.68571429,41.13809524,39.43809524,42.9047619,184518558.5,44965692.95,777699328,8346394624,777699328,8126898176
