CPU Stress, Cpu-2,NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
9,11,5333,0.01875,400,2.4,36.38095238,14.15238095,33.14285714,32.61904762,33.57142857,16.6952381,17.75238095,15.68571429,289245281.5,71244458.67,805963873.5,8346394624,805963873.5,8126898176
13,16,5333,0.01875,400,2.5,34.15909091,13.55909091,32.92727273,33.18181818,32.87272727,18.31363636,20.00909091,16.71818182,289966266.2,72362170.18,807070440.7,8346394624,807070440.7,8126898176
17,21,5333,0.01875,400,2.6,34.73636364,13.71363636,34.92727273,34.9,34.86363636,20.66818182,21.70909091,19.43636364,293508561.5,71295906.91,806236904.7,8346394624,806236904.7,8126898176
21,26,5333,0.01875,400,2.8,36.19047619,13.95238095,38.76190476,38.85714286,38.57142857,23.61904762,25.60952381,21.74285714,298235416.4,72211309.71,807671320.4,8346394624,807671320.4,8126898176
25,31,5333,0.01875,400,3.2,34.52727273,13.52954545,38.27727273,37.17272727,39.34545455,25.1,21.90909091,28.21818182,301308462.5,72764136.73,807708858.2,8346394624,807708858.2,8126898176
0,0,4000,0.025,301.3,2.1,27.84285714,10.79047619,22.95238095,22.36190476,23.66666667,9.419047619,9.733333333,9.085714286,302557086.5,67515148.19,799283102.5,8346394624,799283102.5,8126898176
5,6,4000,0.025,301.3,2.1,26.07142857,10.89047619,24.42857143,23.9047619,25,12.22380952,12.4952381,12.03809524,303296317,66141622.86,800269068.2,8346394624,800269068.2,8126898176
9,11,4000,0.025,301.3,2.2,25.10909091,10.63681818,25.3,25.1,25.31818182,14.71818182,14,15.4,303593472,67076654.55,801763700.4,8346394624,801763700.4,8126898176
13,16,4000,0.025,301.3,2.2,25.55,10.46045455,27.11363636,25.93636364,28.22727273,16.61818182,19.07272727,14.36363636,303443595.6,67823616,801673774.5,8346394624,801673774.5,8126898176
17,21,4000,0.025,301.3,2.3,25.38636364,10.34181818,28.76363636,28.85454545,28.67272727,19.07272727,18.36363636,19.62727273,304384372.4,65269201.45,799143563.6,8346394624,799143563.6,8126898176
