CPU Stress, Cpu-2,NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
21,26,5333,0.01875,400,2.7,34.92272727,13.98636364,36.70454545,36.9,36.55454545,22.79090909,23.07272727,22.67272727,344854528,72058507.64,809206132.4,8346394624,809206132.4,8126898176
25,31,5333,0.01875,400,2.9,34.94090909,13.52454545,38.58636364,36.20909091,40.95454545,25.17727273,26.27272727,23.96363636,347734760.7,72019595.64,809921070.5,8346394624,809921070.5,8126898176
29,36,5333,0.01875,400,2.8,34.45,13.33318182,40.00454545,37.69090909,42.27272727,27.51818182,22.15454545,32.72727273,350156241.5,72752407.27,810985099.6,8346394624,810985099.6,8126898176
33,41,5333,0.01875,400,3.1,34.80454545,13.65,41.86363636,40.65454545,43.07272727,29.40909091,25.12727273,33.64545455,352301056,73324357.82,811663732.4,8346394624,811663732.4,8126898176
0,0,4000,0.025,301.3,2.1,26.92272727,10.525,22.05909091,21.81818182,22.43636364,9.25,9.363636364,9.245454545,353666141.1,68782080,803180357.8,8346394624,803180357.8,8126898176
5,6,4000,0.025,301.3,2.3,26.13181818,10.68363636,24.08181818,23.33636364,24.86363636,12.19545455,13.14545455,11.43636364,357433344,68348090.18,804728273.5,8346394624,804728273.5,8126898176
9,11,4000,0.025,301.3,2.2,25.98571429,11.04761905,26.19047619,25.47619048,26.85714286,14.9,14.61904762,14.93333333,359738806.9,68273688.38,805438025.1,8346394624,805438025.1,8126898176
13,16,4000,0.025,301.3,2.6,26.61904762,10.85952381,28.33333333,26.76190476,30,17.31904762,16.0952381,18.63809524,361308160,67107303.62,804776228.6,8346394624,804776228.6,8126898176
17,21,4000,0.025,301.3,2.3,25.49090909,10.45909091,28.63181818,27.8,29.67272727,18.69090909,21.12727273,16.22727273,363697989.8,67338612.36,804904401.5,8346394624,804904401.5,8126898176
21,26,4000,0.025,301.3,2.3,25.46818182,10.35727273,30.45909091,29.09090909,31.82727273,21.09545455,19.40909091,22.63636364,364923997.1,67859735.27,805797515.6,8346394624,805797515.6,8126898176
25,31,4000,0.025,301.3,2.3,26.47619048,10.73333333,33.47619048,32.33333333,34.71428571,24.1047619,25.4952381,22.66666667,365762657.5,66997101.71,804636964.6,8346394624,804636964.6,8126898176
29,36,4000,0.025,301.3,2.3,26.54285714,10.86190476,35.42857143,34.80952381,36,26.61428571,27.99047619,25.11428571,368053686.9,67904658.29,805851331,8346394624,805851331,8126898176
33,41,4000,0.025,301.3,2.4,26.38181818,10.44090909,36.23181818,35.96363636,36.40909091,27.59090909,28.46363636,26.81818182,371338146.9,67174772.36,804437085.1,8346394624,804437085.1,8126898176
37,46,4000,0.025,301.3,2.4,26.06363636,10.39454545,37.73181818,38.94545455,36.35454545,30.21818182,34.10909091,26.37272727,372710865.5,68918178.91,806436119.3,8346394624,806436119.3,8126898176
41,51,4000,0.025,301.3,2.4,26.71428571,11.01428571,40.9047619,39.04761905,42.71428571,33.64285714,32.43809524,34.41904762,374064274.3,67890029.71,805423981.7,8346394624,805423981.7,8126898176
45,56,4000,0.025,301.3,2.4,26.05,10.78181818,41.06363636,42.58181818,39.72727273,34.74090909,37.61818182,31.86363636,377024512,68168797.09,805599045.8,8346394624,805599045.8,8126898176
49,61,4000,0.025,301.3,2.5,26.05909091,10.43181818,42.8,40.55454545,45.18181818,36.68181818,45.36363636,27.98181818,379267444.4,69328709.82,807352320,8346394624,807352320,8126898176
53,66,4000,0.025,301.3,2.5,26.45454545,10.60727273,44.72272727,44.29090909,45.22727273,39.22272727,41.55454545,36.76363636,379629195.6,66663144.73,805583220.4,8346394624,805583220.4,8126898176
57,71,4000,0.025,301.3,2.6,27.14285714,10.9952381,48.52380952,44.80952381,51.95238095,42.82857143,34.77142857,50.83809524,380149369.9,68290852.57,807094759.6,8346394624,807094759.6,8126898176
61,76,4000,0.025,301.3,2.6,27.47619048,10.96666667,50.23809524,50.9047619,49.76190476,45.54285714,39.85714286,51.22857143,381269723.4,67949129.14,806932675,8346394624,806932675,8126898176
0,0,5333,0.01875,400,2.4,35.95454545,13.69227273,28.45909091,27.55454545,29.44545455,11.04545455,11.57272727,10.51818182,383070394.2,71102277.82,804980177.5,8346394624,804980177.5,8126898176
5,6,5333,0.01875,400,2.4,34.14545455,13.76090909,29.55,29.01818182,30.21818182,14.03181818,15.22727273,12.91818182,385018973.1,72129815.27,809818484.4,8346394624,809818484.4,8126898176
9,11,5333,0.01875,400,2.6,34.32272727,13.74545455,31.44545455,30.38181818,32.50909091,16.05,16.51818182,15.67272727,387288157.1,72398848,810316520.7,8346394624,810316520.7,8126898176
13,16,5333,0.01875,400,2.5,34.2,13.88727273,32.94545455,31.97272727,33.81818182,18.65,16.89090909,20.30909091,391875490.9,72735464.73,810830196.4,8346394624,810830196.4,8126898176
17,21,5333,0.01875,400,2.6,34.14090909,13.56363636,34.81818182,33.39090909,36.01818182,20.39545455,19.11818182,21.76363636,393702306.9,74409611.64,813224866.9,8346394624,813224866.9,8126898176
21,26,5333,0.01875,400,2.6,34.45454545,13.92272727,36.34090909,35.44545455,37.41818182,22.87272727,20.07272727,25.68181818,395112261.8,73551313.45,811719773.1,8346394624,811719773.1,8126898176
25,31,5333,0.01875,400,2.8,35.5,13.94318182,38.59090909,36.20909091,41.09090909,25.46818182,30.41818182,20.4,396955275.6,72912337.45,811173143.3,8346394624,811173143.3,8126898176
29,36,5333,0.01875,400,2.7,34.90454545,13.45636364,39.97727273,38.34545455,41.79090909,27.3,32.8,21.8,401082554.2,71862458.18,811137954.9,8346394624,811137954.9,8126898176
33,41,5333,0.01875,400,3.1,34.95454545,13.66363636,41.86818182,41.67272727,42.24545455,29.8,32.17272727,27.51818182,404829463.3,73697838.55,812964398.5,8346394624,812964398.5,8126898176
37,46,5333,0.01875,400,2.9,35.38181818,13.80272727,43.54545455,42.63636364,44.81818182,31.88181818,34.99090909,28.77272727,406317986.9,72349509.82,811907072,8346394624,811907072,8126898176
41,51,5333,0.01875,400,3.2,35.37727273,13.64363636,45.63636364,43.79090909,47.39090909,34.16818182,33.9,34.56363636,409745966.5,72446696.73,812784733.1,8346394624,812784733.1,8126898176
