CPU Stress, Cpu-2,NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
5,6,1333,0.075,108.2,1.9,9.474761905,4.359047619,12.31904762,12.40952381,11.99047619,8.676190476,8.40952381,8.828571429,196519643.4,47228050.29,780865926.1,8346394624,780865926.1,8126898176
9,11,1333,0.075,108.2,1.9,9.465,4.51,14.42,13.27,15.42,14.62,12.93,16.29,197432934.4,47541043.2,781127065.6,8346394624,781127065.6,8126898176
13,16,1333,0.075,108.2,2,10.275,4.424,16.8,19.28,14.46,13.375,14.96,11.8,198046310.4,47657369.6,781306470.4,8346394624,781306470.4,8126898176
17,21,1333,0.075,108.2,2,9.533333333,4.248095238,17.96190476,19.85714286,15.87619048,15.40952381,17.06666667,13.72380952,198854363.4,46629839.24,780322133.3,8346394624,780322133.3,8126898176
21,26,1333,0.075,108.2,2,9.376190476,4.46952381,19.55714286,18.64761905,20.59047619,18.06190476,15.11428571,20.83809524,199893577.1,47580111.24,781354910.5,8346394624,781354910.5,8126898176
25,31,1333,0.075,108.2,2,9.88,4.662,22.45,23.61,21.1,20.95,24.54,17.36,200137728,47330508.8,781469286.4,8346394624,781469286.4,8126898176
29,36,1333,0.075,108.2,2.1,9.738095238,4.44,23.38571429,23.97142857,23,22.61904762,17.78095238,27.20952381,200899827.8,47029491.81,780489874.3,8346394624,780489874.3,8126898176
33,41,1333,0.075,108.2,2.2,10.03238095,4.494761905,25.47619048,24.93333333,25.96190476,24.9,16.20952381,33.85714286,201965958.1,47601176.38,781139187.8,8346394624,781139187.8,8126898176
37,46,1333,0.075,108.2,2.1,10.1152381,4.457142857,27.43809524,28.57142857,26.44761905,27.25238095,29.43809524,25.08571429,201874285.7,48138922.67,781832192,8346394624,781832192,8126898176
41,51,1333,0.075,108.2,2.1,10.455,4.545,30.7,30.44,30.65,30.7,20.35,40.9,201159475.2,48046284.8,782552883.2,8346394624,782552883.2,8126898176
45,56,1333,0.075,108.2,2.2,11.00952381,4.368095238,31.61904762,31.57142857,31.47619048,31.95238095,24.59047619,39.22857143,200542110.5,49117086.48,783436848.8,8346394624,783436848.8,8126898176
49,61,1333,0.075,108.2,2.2,10.26142857,4.492380952,33,34.28571429,31.83809524,34.44285714,37.82857143,31.1047619,200811861.3,48013507.05,772786273.5,8346394624,772786273.5,8126898176
53,66,1333,0.075,108.2,2.2,9.728095238,4.625714286,34.87142857,34.34285714,35.3047619,36.67619048,33.48571429,39.8,200981747.8,49436574.48,774066566.1,8346394624,774066566.1,8126898176
57,71,1333,0.075,108.2,2.2,10.48095238,4.539047619,37.05714286,42.95238095,31.06666667,39.19047619,36.47619048,41.95238095,201169383.6,49005714.29,772986002.3,8346394624,772986002.3,8126898176
61,76,1333,0.075,108.2,2.2,10.05714286,4.598095238,38.61904762,41.0952381,35.91428571,41.57142857,38.80952381,44.48571429,201556163,48131120.76,772454497.5,8346394624,772454497.5,8126898176
0,0,2000,0.05,154.3,2,14.83333333,5.874285714,13.4952381,13.67619048,13.12380952,6.361904762,5.838095238,6.895238095,201606875.4,50236659.81,770697508.6,8346394624,770697508.6,8126898176
5,6,2000,0.05,154.3,2,13.63809524,5.814285714,15.28571429,15.44761905,15.19047619,9.2,8.257142857,10.15238095,203384149.3,50603154.29,775439116.2,8346394624,775439116.2,8126898176
9,11,2000,0.05,154.3,1.9,13.18095238,5.724285714,16.9952381,16.25714286,17.76190476,11.67619048,13.17142857,10.38095238,204135277.7,50599253.33,775540345.9,8346394624,775540345.9,8126898176
13,16,2000,0.05,154.3,2,13.5,5.966666667,19,18.59047619,19.47619048,14.11428571,14.41904762,13.74285714,202864542.5,50398354.29,775264938.7,8346394624,775264938.7,8126898176
17,21,2000,0.05,154.3,2,13.32380952,6.048571429,20.84285714,20.19047619,21.57142857,16.40952381,12.41904762,20.6,203202755,51012169.14,776190439.6,8346394624,776190439.6,8126898176
21,26,2000,0.05,154.3,2,13.41428571,5.976190476,22.63333333,20.86666667,24.39047619,18.54761905,15.78095238,21.39047619,204149126.1,50494512.76,775353100.2,8346394624,775353100.2,8126898176
25,31,2000,0.05,154.3,2,13.55238095,5.843333333,24.40952381,25.78095238,23.03809524,21.19047619,19.56190476,22.6952381,205442681.9,49534098.29,774544042.7,8346394624,774544042.7,8126898176
29,36,2000,0.05,154.3,2,13.48571429,5.967619048,26.33333333,24.20952381,28.28571429,23.47142857,24.05714286,23.12380952,206806649.9,49223582.48,774444568.4,8346394624,774444568.4,8126898176
33,41,2000,0.05,154.3,2.1,13.72380952,6.057142857,28.14285714,25.23809524,31.13333333,26.02380952,18.07619048,33.80952381,208092403.8,49543070.48,774883620.6,8346394624,774883620.6,8126898176
37,46,2000,0.05,154.3,2.2,14.7952381,6.057142857,30.61428571,31.37142857,29.8,28.03333333,22.91428571,33.23809524,208719872,49839347.81,775163513.9,8346394624,775163513.9,8126898176
41,51,2000,0.05,154.3,2.2,14.13333333,5.866666667,32.10952381,32.77142857,31.38095238,30.61904762,35.25714286,26.04761905,208446415.2,50654646.86,775973936.8,8346394624,775973936.8,8126898176
45,56,2000,0.05,154.3,2.1,13.88571429,5.938095238,33.9047619,34.66666667,33.27619048,33.19047619,35.63809524,30.77142857,208479963.4,51088627.81,776475404.2,8346394624,776475404.2,8126898176
49,61,2000,0.05,154.3,2.1,13.85238095,6.161904762,35.80952381,33.66666667,37.76190476,35.50952381,32.6952381,38.26666667,209896984.4,52290901.33,777491992.4,8346394624,777491992.4,8126898176
53,66,2000,0.05,154.3,2.2,14.3047619,6.176190476,37.76190476,34.34285714,41.08571429,37.4,25.44761905,49.36190476,210610858.7,50130358.86,775331840,8346394624,775331840,8126898176
57,71,2000,0.05,154.3,2.2,13.95238095,6.023809524,39.47619048,37.76190476,41.0952381,40.42857143,39.14285714,41.59047619,211474919.6,50689170.29,774963005,8346394624,774963005,8126898176
61,76,2000,0.05,154.3,2.2,14.43809524,5.942857143,41.52380952,36.95238095,46.04761905,42.57142857,26.93333333,58.26666667,212756772.6,50545810.29,775381967.2,8346394624,775381967.2,8126898176
0,0,1333,0.075,108.2,2,10.985,4.4475,10.645,10.74,10.53,5.515,5.42,5.6,213589811.2,46160691.2,767930368,8346394624,767930368,8126898176
5,6,1333,0.075,108.2,1.9,9.7,4.5745,12.72,10.97,14.01,8.3,7.18,9.38,213730713.6,46766489.6,770972876.8,8346394624,770972876.8,8126898176
9,11,1333,0.075,108.2,1.9,9.366666667,4.396666667,14.07619048,15.9047619,12.1047619,10.56190476,10.88571429,10.32380952,213559393.5,46889252.57,771244227,8346394624,771244227,8126898176
13,16,1333,0.075,108.2,2,9.256190476,4.401904762,15.74285714,18.76190476,12.7047619,13.09047619,13.46666667,12.59047619,213232688.8,47144960,771278555.4,8346394624,771278555.4,8126898176
17,21,1333,0.075,108.2,2,9.670952381,4.476190476,17.96666667,17.39047619,18.67619048,15.35238095,13.59047619,17.00952381,213495222.9,47870147.05,772086247.6,8346394624,772086247.6,8126898176
21,26,1333,0.075,108.2,2.1,10.22857143,4.328571429,19.91904762,20.18095238,19.87619048,17.71428571,13.40952381,21.93333333,213920621.7,48621080.38,772943091.8,8346394624,772943091.8,8126898176
25,31,1333,0.075,108.2,2,9.542380952,4.269047619,21.65714286,19.25714286,23.80952381,19.96190476,20.11428571,20.12380952,214444129.5,49248743.62,774068906.7,8346394624,774068906.7,8126898176
29,36,1333,0.075,108.2,2.1,9.624761905,4.406666667,23.56190476,24.56190476,22.38095238,22.4952381,22.68571429,22.13333333,214661997.7,48292425.14,772828208.8,8346394624,772828208.8,8126898176
33,41,1333,0.075,108.2,2,9.895,4.73,26.35,25.9,26.64,25.65,28.26,23.22,215051059.2,48555417.6,773896806.4,8346394624,773896806.4,8126898176
37,46,1333,0.075,108.2,2,9.476190476,4.58047619,27.26666667,26.38095238,27.6952381,27.28095238,24.36190476,30.40952381,215459742.5,48069875.81,773127411.8,8346394624,773127411.8,8126898176
41,51,1333,0.075,108.2,2.1,9.515238095,4.689047619,28.95238095,27.06666667,30.98095238,29.66190476,25.11428571,34.32380952,216268995,48893366.86,774590854.1,8346394624,774590854.1,8126898176
45,56,1333,0.075,108.2,2.3,10.95285714,4.576190476,31.55238095,32.61904762,30.68571429,31.73809524,34.40952381,29.25714286,216876568.4,47661056,772692065.5,8346394624,772692065.5,8126898176
49,61,1333,0.075,108.2,2.1,9.90952381,4.633333333,33.04761905,34.55238095,31.2952381,34.38095238,38.98095238,29.82857143,217167384.4,48641950.48,773602547.8,8346394624,773602547.8,8126898176
53,66,1333,0.075,108.2,2.2,10.05238095,4.411428571,34.80952381,38.33333333,31.38095238,36.76190476,27.0952381,46.59047619,216904655.2,47763846.1,772443574.9,8346394624,772443574.9,8126898176
57,71,1333,0.075,108.2,2.1,9.635714286,4.561428571,36.47619048,42.79047619,30.23809524,39.26190476,33.8,44.71428571,216198973,49060327.62,773747468.2,8346394624,773747468.2,8126898176
61,76,1333,0.075,108.2,2.2,10.33,4.825,40.3,42.85,37.75,43.2,46.45,39.79,215515340.8,48840499.2,774527180.8,8346394624,774527180.8,8126898176
0,0,2000,0.05,154.3,2,15.37,6.255,13.915,13.87,13.76,6.695,6.25,7.13,215635763.2,50603827.2,771654656,8346394624,771654656,8126898176
5,6,2000,0.05,154.3,2,13.45238095,5.989047619,15.14285714,15.54285714,14.6952381,9.461904762,8.276190476,10.61904762,215689313.5,51587364.57,776813031.6,8346394624,776813031.6,8126898176
9,11,2000,0.05,154.3,2,13.0952381,5.985714286,16.98095238,18.04761905,15.92380952,11.46190476,10.66666667,12.46666667,215308385.5,51280554.67,777148318.5,8346394624,777148318.5,8126898176
13,16,2000,0.05,154.3,2,14.255,6.055,20,20.05,19.6,14.46,12.06,16.83,215608115.2,49318707.2,774779084.8,8346394624,774779084.8,8126898176
17,21,2000,0.05,154.3,2,13.61904762,6.016666667,21.06666667,23.20952381,19.11428571,16.64285714,13.2,19.8952381,216529578.7,49828035.05,775322867.8,8346394624,775322867.8,8126898176
21,26,2000,0.05,154.3,2,13.53809524,6.087619048,22.71428571,20.67619048,24.57142857,19.06666667,17.8,20.4,217515544.4,49033996.19,774536240.8,8346394624,774536240.8,8126898176
25,31,2000,0.05,154.3,2.1,13.78095238,6.047619048,24.51428571,26.48571429,22.71428571,21.1952381,19.21904762,23.21904762,217815527.6,49459590.1,775749632,8346394624,775749632,8126898176
29,36,2000,0.05,154.3,2.1,14.61904762,5.928571429,26.8952381,26.74285714,27,23.57142857,21.98095238,25.16190476,218133065.1,51033429.33,776718628.6,8346394624,776718628.6,8126898176
33,41,2000,0.05,154.3,2.1,13.83333333,5.901904762,28.31428571,28.57142857,28.07619048,25.85714286,30.06666667,21.78095238,218851425.5,49364601.9,774673359.2,8346394624,774673359.2,8126898176
37,46,2000,0.05,154.3,2.1,13.6047619,6.215238095,30.04761905,32.68571429,27.66666667,28.4952381,32.00952381,24.96190476,219971779,50066578.29,775863539.8,8346394624,775863539.8,8126898176
41,51,2000,0.05,154.3,2.1,14.08571429,6.271428571,32,33.80952381,30.39047619,30.71904762,26.00952381,35.32380952,221814198.9,50749635.05,776750421.3,8346394624,776750421.3,8126898176
45,56,2000,0.05,154.3,2.1,13.71428571,6.123809524,33.85714286,32.79047619,34.92380952,33.04761905,31.8952381,34.38095238,223405592.4,52066401.52,778212498.3,8346394624,778212498.3,8126898176
49,61,2000,0.05,154.3,2.1,13.74285714,6.035714286,35.61904762,32.57142857,38.95238095,35.42857143,30.66666667,40.33333333,225086707.8,51386855.62,777910759.6,8346394624,777910759.6,8126898176
53,66,2000,0.05,154.3,2.3,14.73809524,6.10047619,38.04761905,35.76190476,40.0952381,37.92380952,37.1047619,38.68571429,227034453.3,49989729.52,776928889.9,8346394624,776928889.9,8126898176
57,71,2000,0.05,154.3,2.2,14.34761905,6.095238095,39.61904762,38.80952381,40.41904762,40.12380952,34.60952381,45.4,227700150.9,49790390.86,776533528.4,8346394624,776533528.4,8126898176
61,76,2000,0.05,154.3,2.2,14.35714286,6.07,41.56666667,39.06666667,43.82857143,42.61904762,43.82857143,41.23809524,228317086.5,51205656.38,776899632.8,8346394624,776899632.8,8126898176
